legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
151,"2017-09-06 12:33:56",103,NULL,,Closure,"Agenda of the meeting was to push the customer for releasing PO","Won the order... PO received... will personally purchase and deliver the material to customer within 1 day",Meeting,1504701236#1033,10650,"Pending Approval"
152,"2017-09-06 12:37:33",103,NULL,,"Follow up","Hand pallet trucks target was achieved so wanted to push for order... we will get PO by tmmrw....
Stackers target is further reduced to 545000","Need to meet the target price of stacker... result will be a confirmed order of around 8 lacs",Meeting,1504701453#1038,10629,"Pending Approval"
153,"2017-09-06 12:40:48",97,3670,Meeting,"Follow up",Introduction,"Follow up for enquiries",Meeting,1504701648#978,11163,"Pending Approval"
154,"2017-09-06 12:56:39",52,NULL,,"Follow up","Quotation followup","preparation of tender.
Replyaawaited from GAIL.","Quote/Tender Prep",1504702599#528,11057,"Pending Approval"
155,"2017-09-06 12:58:36",106,NULL,,"Follow up","Tech Specs sent to Flexim","Follow-up for the quote","Phone call",1504702716#10610,11057,"Pending Approval"
156,"2017-09-06 13:02:00",106,NULL,,"Follow up",pricing,"uploading ","Quote/Tender Prep",1504702920#1063,10997,"Pending Approval"
157,"2017-09-06 13:03:15",52,NULL,,"Follow up","Prepare Offer ","Preparing offer ","Quote/Tender Prep",1504702995#5210,11069,"Pending Approval"
158,"2017-09-06 13:11:28",52,NULL,,"Follow up",Price,"Budgetory price sent by mail","Phone call",1504703488#527,11064,"Pending Approval"
159,"2017-09-06 13:15:52",52,NULL,,"Follow up","Revised PO and despatch","Awaiting reply from ONGC","Phone call",1504703752#524,7093,"Pending Approval"
160,"2017-09-06 13:20:51",52,NULL,,"RFQ o be sent","Lift requirement","Email sent to elite elevator. Offer awaited ",Email,1504704051#524,11102,"Pending Approval"
161,"2017-09-06 13:26:58",52,3673,"Supply of Mixing package (blender) - DG Terminals Ltd., (Dipon group) - Bulk LPG Terminal in Bangalo","Follow up","Technical discussion on blender","Tender under preparation.","Quote/Tender Prep",1504704418#525,11165,"Pending Approval"
162,"2017-09-06 13:31:12",96,NULL,,Sourcing,"Crosscheck for this Items with Users and find the supplier","Quotation to be sent after identify all items","Phone call",1504704672#967,11107,Approved
163,"2017-09-06 13:35:45",19,3075,MEETING,Meeting,"1) At Alstom working on inquiry no. 9864, meeting with Harsh Shah regarding  Danfoss material acceptance and Clearance.

 ",Closed,Meeting,1504704945#194,11166,"Pending Approval"
164,"2017-09-06 13:40:28",96,NULL,,Negotiation,"contact to Mangaldeep Engineering Co. for  Voltas make Visi Cooler 425 ltr ","need to sent purchase order","Phone call",1504705228#967,10465,Approved
165,"2017-09-06 13:45:30",19,1874,9806,Meeting,"At Alstom working on 9806, meeting with virendra sir and Hardik suthar regarding Battery charger, requirement.","Arrange material.",Meeting,1504705530#194,11167,"Pending Approval"
166,"2017-09-06 13:51:32",52,NULL,,"Follow up","Draft letter of payment discussed","ONGC feedback awaited.","Phone call",1504705892#529,6713,"Pending Approval"
167,"2017-09-06 13:53:26",19,3075,8922,Meeting,"At Alstom working on inquiry no.8922, meeting with Dhaval Sir regarding steel wire rope TC hard copy and TC acknowledgement.",Closed,Meeting,1504706006#196,11169,"Pending Approval"
168,"2017-09-06 13:56:59",59,NULL,,Closure,"I Call Mr.- Mahesh Jaswal Regarding of Technical Point and he Confirm on Mail By Tomorrow.","I talk to Shailender Sir & Poonam and send Quotation as soon as possible. ","Phone call",1504706219#596,10568,Approved
169,"2017-09-06 14:07:55",59,NULL,,"Required Technical Details of Motor. ","i Call Mr. Mahesh Jaswal and he said required Banfigloli Make Break Type Motor & Technical Specification.  ","I Spoke to Dipali and Send Revised Quotation With Technical Details.","Phone call",1504706875#5910,10839,Approved
170,"2017-09-06 14:09:46",19,3394,"PPE"" VMI",Meeeting,"At Alstom, meeting with Kishan lal regarding Safety Shoes Size and Make confirmation.","Arrange Material.",Meeting,1504706986#199,11171,"Pending Approval"
171,"2017-09-06 14:12:41",19,1891,"New Inquiry",Meeting,"At Alstom Meeting with Sapan Sir regarding New inquiry and requirement.",N.A,Meeting,1504707161#197,11172,"Pending Approval"
172,"2017-09-06 14:40:35",20,NULL,,"Follow up","1) It is repeated inquiry..PR raised by user will got order on next week approx..Order value is 47k..","Need follow up continuosaly","Phone call",1504708835#207,11052,"Pending Approval"
173,"2017-09-06 14:43:12",20,NULL,,"Follow up","It is related stationary inquiry..Order got on evening as follow up with Ketan joshi",NA,Email,1504708992#203,10534,"Pending Approval"
174,"2017-09-06 14:44:59",20,NULL,,"Follow up","As per discussion with user PR raised and will got order on next week approx","need Follow up daily",Meeting,1504709099#2010,10994,"Pending Approval"
175,"2017-09-06 15:59:47",12,NULL,,"First Meeting/Intro Meeting","1.Existing inquiry update status
2. Different type of Battery requirement
3. Ved Sir approach to Explore their various requirement
 
","1.Waiting for Sample
2. search for Supplier",Meeting,1504713587#126,10871,Approved
176,"2017-09-06 16:07:34",63,3674,APPOINTMENT,"To visit Panipat Refinery","Request for appointment","We will meet tomorrow for AAI Analyzers.","Phone call",1504714054#637,11173,"Pending Approval"
177,"2017-09-06 16:18:09",63,NULL,,"Technical Clarification","HAG PROBE  Issue discussed with AAI","Convince Eil/Nrl regarding the technical clarification given by AAI.",Email,1504714689#638,1120,"Pending Approval"
178,"2017-09-06 16:18:25",12,NULL,,"Sourcing for LAB instrument"," Price and Availibity","Confirm for Purchase
Asked Nisha to do the needful",Meeting,1504714705#126,11078,Approved
179,"2017-09-06 16:23:07",12,NULL,,"Sourcing for Clinic","1. Price and Availibility","to get HSN no. and GST

Informed Nisha to send Quotation soon",Meeting,1504714987#1210,10246,Approved
180,"2017-09-06 16:40:12",9,3261,"following up for new inquiry","Follow up","DISCUSS ABOUT NEW INQUIRY , He will send us some inquiry by next week","following up",Meeting,1504716012#96,11174,"Pending Approval"
181,"2017-09-06 16:40:39",12,NULL,,"SOURCING FOR TORCH","EverReady torch whose specification matching with Duracell Durabeam","Asked sheeba to send quotation",Meeting,1504716039#128,10973,Approved
182,"2017-09-06 16:44:15",9,NULL,,"help to inside team to sourcing ","There are some query in products,
Resolved all query","quotation to be sent","Phone call",1504716255#910,10967,"Pending Approval"
183,"2017-09-06 16:46:52",12,NULL,,"Sourcing for Bottle","1. Dimension Cross check
2. Price List","1. Noor asked for sample purchase to verify through his customer for confirmation.
I asked to take approval ",Meeting,1504716412#128,10919,Approved
184,"2017-09-06 17:04:03",12,NULL,,"sourcing for Motor and electrical items","Availibity of Required Model No. and price (with better discount)","Makharia Machinery, Worli dealer for Seimens Electrical
and distributor for Bharat bijli Motors

Asked Dipa to send official Enquiry",Meeting,1504717443#123,10974,Approved
187,"2017-09-07 05:40:10",25,NULL,,"Eight digits HSN Code discussion","They required eight digits HSN Code then I explained him that as per government of India GST Guidelines there is only four digits HSN Code ","Action already taken by sending him required info regarding HSN Code now we are awaiting for his revert.","Phone call",1504762810#256,11044,"Pending Approval"
188,"2017-09-07 05:43:31",25,NULL,,"Follow up","Quotation is pending from our side he is awaiting for our revert with best prices as he already shared approx counter prices of dilo tool","Devang Sir We have to send quotation at the earliest.","Phone call",1504763011#254,10961,"Pending Approval"
189,"2017-09-07 05:48:01",25,NULL,,"Follow up","Quotation is pending from our side he's awaiting for that so that they can further process","Sarika please provide quotation as soon as possible.",Meeting,1504763281#257,10992,"Pending Approval"
190,"2017-09-07 05:49:13",25,NULL,,"Follow up","He's awaiting for our quotation","Supriya govalkar please provide quotation as soon as possible","Phone call",1504763353#255,10945,"Pending Approval"
191,"2017-09-07 06:01:38",25,NULL,,"Follow up","Material is still pending for delivery client is very upset as we mentioned lead time in our quotation 8-10 days as we got PO on 17th August we delayed by almost two weeks.","Logistic team please provide material by today itself as it's too much delayed.","Phone call",1504764098#254,10704,"Pending Approval"
192,"2017-09-07 06:12:05",25,NULL,,"Follow up","They till now didn't get invoice copies of material due to which they not able to issue received material to user team and unable to book bills till the receipt of copies as they have policy to not accept material without documents but they are keeping material with them to avoid our efforts and excess freight (if they return)","Logistics team please note this point for HYOSUNG - Material always send with original + duplicate + Triplicate + PO acceptance copy as in absence of above mentioned documents they will not accept material.","Phone call",1504764724#255,10386,Approved
193,"2017-09-07 06:13:30",25,NULL,,"Follow up","They till now didn't get invoice copies of material due to which they not able to issue received material to user team and unable to book bills till the receipt of copies as they have policy to not accept material without documents but they are keeping material with them to avoid our efforts and excess freight (if they return)","Logistics team please note this point for HYOSUNG - Material always send with original + duplicate + Triplicate + PO acceptance copy as in absence of above mentioned documents they will not accept material.","Phone call",1504764810#255,10858,Approved
194,"2017-09-07 06:27:49",25,NULL,,"Follow up","Tenma make thermometer correct part no is 72-7712 client by mistake sent wrong part no qty is two nos and 
Dremel Bosch make qty is one","Poonam please source through above part no and provide quotation.",Meeting,1504765669#257,11133,Approved
195,"2017-09-07 06:32:33",105,3675,"Pitching our products ","First Meeting/Intro Meeting","1) I pitched our product portfolio suitable for project requirement. 
2) He said most of item they purchase from manufacture and very urgent once from dealer. 
3) he told to meet factory person. He will inform me for requirement. ","To be in touch with him for Follow up and meeting factory person at tarapur. ",Meeting,1504765953#1054,11182,"Pending Approval"
196,"2017-09-07 06:38:42",105,NULL,,"Follow up","I took Follow up for quotation sent. He said they have meeting on Saturday.so he will call me on monday. ","To call Mr. Sriram on monday. ","Phone call",1504766322#1056,10855,"Pending Approval"
197,"2017-09-07 07:52:59",110,3679,"Meeting done","First Meeting/Intro Meeting","Company intro given to client.  Will share RFQ in few days","Need to follow up",Meeting,1504770779#1105,11186,Approved
198,"2017-09-07 07:57:57",109,3680,"General Meeting ","First Meeting/Intro Meeting","Discuss about industrial needs","Required products analysis ",Meeting,1504771077#1095,11187,"Pending Approval"
199,"2017-09-07 08:01:40",109,3681,"General Meeting ","First Meeting/Intro Meeting","Required analysis products mechanical and it related ","Ready for the business ",Meeting,1504771300#1093,11188,"Pending Approval"
200,"2017-09-07 08:04:53",109,3682,"General Meeting ","First Meeting/Intro Meeting","Products info ","Meet to next time he is busy ",Meeting,1504771493#1095,11189,"Pending Approval"
201,"2017-09-07 09:51:33",105,NULL,,"Follow up","Wanted to meet him to discuss the points which are not clear in the enquiry. He told I can meet Mr. Ashish tomorrow. ","To meet Mr Ashish tommorow at his office to clear doubts.","Phone call",1504777893#1058,11046,"Pending Approval"
202,"2017-09-07 10:45:15",105,3683,"Pitching our products ","First Meeting/Intro Meeting","Gave Introduction of our product. He told he will inform for the requirement. ","To take Follow up and meeting him again for enquiry. ",Meeting,1504781115#1059,11201,Approved
203,"2017-09-07 10:54:47",97,3496,"Silicon cord",Negotiation,"Inquiry recived","Send quote and close","Quote/Tender Prep",1504781687#978,11202,"Pending Approval"
204,"2017-09-07 11:11:15",106,NULL,,"Follow up","quote received from Sriven, Hyderabad","find few more vendors","Quote/Tender Prep",1504782675#1063,11101,"Pending Approval"
