Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70200866,N,09/08/18,97,Deep Industries Ltd.,,NEFT SBIN318221480933 DEEP INDUSTRIES LIMITED♦,INR,20210347,11/06/18,11/06/18,19968,4368
70200867,N,09/08/18,97,Deep Industries Ltd.,,NEFT SBIN318221480824 DEEP INDUSTRIES LIMITED,INR,20210124,27/04/18,27/04/18,13979.6,2132
70200868,N,10/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18901444303 APPLIED MATERIALS INDIA PVT,INR,20210344,11/06/18,11/06/18,29015.95,29015.95
70200868,N,10/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18901444303 APPLIED MATERIALS INDIA PVT,INR,20210348,12/06/18,12/06/18,281864.24,281864.24
70200868,N,10/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18901444303 APPLIED MATERIALS INDIA PVT,INR,20210350,12/06/18,12/06/18,120510.66,120510.66
70200868,N,10/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18901444303 APPLIED MATERIALS INDIA PVT,INR,20210355,12/06/18,12/06/18,31052.88,31052.88
70200868,N,10/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18901444303 APPLIED MATERIALS INDIA PVT,INR,20210356,12/06/18,12/06/18,35842.5,35842.5
70200869,N,10/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0170762 M S CUMMINS TECHNOLO☻,INR,20210293,31/05/18,31/05/18,89166.26,89166.26
70200870,N,10/08/18,1008,Reliance Industries Ltd.,,NEFT N222180606756592 RELIANCE INDUSTRIES LTD 416,INR,20210380,15/06/18,15/06/18,444860,444860
70200871,N,10/08/18,1702,Reliance Corporate IT Park Ltd.,,NEFT N222180606885862 RELIANCE CORPORATE IT PARK,INR,20210279,30/05/18,30/05/18,6247.06,6247.06
70200872,N,13/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0170919 M S CUMMINS TECHNOLO,INR,20210346,11/06/18,11/06/18,5773.84,5773.84
70200873,N,16/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18903740520 APPLIED MATERIALS INDIA PVT,INR,20210261,25/05/18,25/05/18,6675.2,6675.2
70200874,N,16/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171013 M S CUMMINS TECHNOLO,INR,20210360,13/06/18,13/06/18,34560,34560
70200875,N,16/08/18,129,GE Diesel Locomotive Pvt. Ltd.,,RTGS HSBCR22018081605239318 GE DIESEL LOCOMOTIV,INR,20210417,22/06/18,22/06/18,447714.42,447714
70200876,N,16/08/18,1655,Jindal Pipes Ltd.,,CH NO 694987 Being amount received from JINDAL DRUGS,INR,20210073,19/04/18,19/04/18,10035.9,10035.9
70200877,N,16/08/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18228999597 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210415,22/06/18,22/06/18,48613,48613
70200878,N,16/08/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18903927998 G B M C L PAYMENT TO SUPPLI,INR,20210534,12/07/18,12/07/18,2658.55,2658.55
70200879,N,16/08/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18903927998 G B M C L PAYMENT TO SUPPLI,INR,20210437,26/06/18,26/06/18,1790003.36,1790003.36
70200880,N,16/08/18,361,Voltas Ltd.,,NEFT CITIN18904040080 VOLTAS LTD WATER MANAGEMENT,INR,20210051,17/04/18,17/04/18,32222.65,32222.65
70200880,N,16/08/18,361,Voltas Ltd.,,NEFT CITIN18904040080 VOLTAS LTD WATER MANAGEMENT,INR,20210133,02/05/18,02/05/18,2224.54,2224.05
70200880,N,16/08/18,361,Voltas Ltd.,,NEFT CITIN18904040080 VOLTAS LTD WATER MANAGEMENT,INR,20210131,02/05/18,02/05/18,2723.14,2723.14
70200881,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610702160 PIRAMAL ENTERPRISES LIMITED,INR,20210341,11/06/18,11/06/18,177192.32,177192.32
70200881,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610702160 PIRAMAL ENTERPRISES LIMITED,INR,20210342,11/06/18,11/06/18,108980.31,108980.31
70200881,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610702160 PIRAMAL ENTERPRISES LIMITED,INR,20210361,13/06/18,13/06/18,81903.56,81903.56
70200882,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610715007 PIRAMAL ENTERPRISES LIMITED,INR,20210339,11/06/18,11/06/18,8940.28,8939.72
70200882,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610715007 PIRAMAL ENTERPRISES LIMITED,INR,20210379,15/06/18,15/06/18,2711.28,2711.28
70200883,N,16/08/18,1708,ZF India Pvt. Ltd.,,NEFT 180816633GN00050 ZF INDIA PVT LTD,INR,20210551,14/07/18,14/07/18,18059.9,18059.9
70200884,N,16/08/18,318,GE Power Conversion India Pvt. Ltd.,,RTGS HSBCR22018081605242193 GE POWER CONVERSION,INR,20210241,21/05/18,21/05/18,313242.8,313242.8
70200885,N,16/08/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18228070173 GE INDIA INDUSTRIAL PRIVATE,INR,20210398,19/06/18,19/06/18,12448.33,12448.33
70200886,N,16/08/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18228070191 GE INDIA INDUSTRIAL PRIVATE,INR,20210399,19/06/18,19/06/18,12448.33,12448.33
70200887,N,31/08/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount received from GODREJ & BOYCE Through UTR NO CITIN18911355718,INR,20210644,30/07/18,30/07/18,25016,25016
70200887,N,31/08/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount received from GODREJ & BOYCE Through UTR NO CITIN18911355718,INR,20210645,30/07/18,30/07/18,35470.8,35470.8
70200887,N,31/08/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount received from GODREJ & BOYCE Through UTR NO CITIN18911355718,INR,20210648,30/07/18,30/07/18,134838.6,134838.6
70200888,N,31/08/18,1742,Cummins Technologies India Pvt. Ltd. - Recon India,,NEFT SIN05451Q0173236 M S CUMMINS TECHNOLO,INR,20210405,20/06/18,20/06/18,40055.55,40055.55
70200889,N,31/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0173250 M S CUMMINS TECHNOLO,INR,20210447,27/06/18,27/06/18,3776,3776
70200890,N,31/08/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N243180620621557 CUMMINS GENERATOR TECHN IND,INR,20210467,30/06/18,30/06/18,5250,5250
70200891,N,31/08/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR No N243180620625219,INR,20210416,22/06/18,22/06/18,13286.8,13286.8
70200891,N,31/08/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR No N243180620625219,INR,20210424,25/06/18,25/06/18,23600,23600
70200893,N,31/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18910470045 APPLIED MATERIALS INDIA PVT,INR,20210493,05/07/18,05/07/18,54466.31,54466.31
70200893,N,31/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18910470045 APPLIED MATERIALS INDIA PVT,INR,20210496,06/07/18,06/07/18,11675.79,11675.79
70200893,N,31/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18910470045 APPLIED MATERIALS INDIA PVT,INR,20210500,06/07/18,06/07/18,6041.6,6041.6
70200893,N,31/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18910470045 APPLIED MATERIALS INDIA PVT,INR,20210506,06/07/18,06/07/18,5872.36,5872.36
70200897,N,03/07/18,1675,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,,NEFT 001ONCF181927002 NSIGT OPERATING EXPENSES ES,INR,20210419,22/06/18,22/06/18,7133.8,7133.8
70200898,N,04/07/18,4,Applied Materials India Pvt. Ltd.,,Being Amount received from APPLIED Through UTR NO  CITIN18884180625,INR,20210160,08/05/18,08/05/18,54248.99,54248.99
70200899,N,04/07/18,87,Cummins Technologies India Pvt. Ltd.,,Being Amount received form CUMMINS Through UTR NO SIN05451Q0166499,INR,20210135,02/05/18,02/05/18,5251.68,5251.68
70200900,N,04/07/18,966,Beckman Coulter India Pvt. Ltd.,,Being Amount received from BECKMAN Through UTR NO  CITIN18885202964,INR,20210163,09/05/18,09/05/18,37052,37052
70200901,N,05/07/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N186180578938612 CUMMINS GENERATOR TECHN IND,INR,20210125,27/04/18,27/04/18,78028.55,78028.55
70200902,N,05/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0166834 M S CUMMINS TECHNOLO,INR,20210074,19/04/18,19/04/18,9478.65,9478.65
70200902,N,05/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0166834 M S CUMMINS TECHNOLO,INR,20210134,02/05/18,02/05/18,59059.2,59059.2
70200903,N,06/07/18,4,Applied Materials India Pvt. Ltd.,,Being amount received from APPLIED Through UTR NO,INR,20210183,11/05/18,11/05/18,106956.71,106956.14
70200904,N,06/07/18,318,GE Power Conversion India Pvt. Ltd.,,being amount received from GE POWER Through UTR NO HSBCN18187792969,INR,20210011,06/04/18,06/04/18,3363,3363
70200904,N,06/07/18,318,GE Power Conversion India Pvt. Ltd.,,being amount received from GE POWER Through UTR NO HSBCN18187792969,INR,20210013,06/04/18,06/04/18,3304,3304
70200904,N,06/07/18,318,GE Power Conversion India Pvt. Ltd.,,being amount received from GE POWER Through UTR NO HSBCN18187792969,INR,20210047,12/04/18,12/04/18,13393,13393
70200904,N,06/07/18,318,GE Power Conversion India Pvt. Ltd.,,being amount received from GE POWER Through UTR NO HSBCN18187792969,INR,20210167,09/05/18,09/05/18,6883.33,6883.33
70200907,N,07/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18886047814 G B M C L PAYMENT TO SUPPLI,INR,20210318,06/06/18,06/06/18,18354.9,18354.9
70200908,N,07/07/18,610,Jindal Drugs Pvt. Ltd.,,CH NO  010572 AMOUNT REVEVIED FROM JINDAL PVT LTD.,INR,20210206,18/05/18,18/05/18,51164.27,51164
70200909,N,09/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180709283830 HYOSUNG T AND D INDIA PVT LTD,INR,20210038,11/04/18,11/04/18,630,630
70200910,N,09/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180709283831 HYOSUNG T AND D INDIA PVT LTD,INR,20210486,05/07/18,05/07/18,2100,2100
70200911,N,09/07/18,1684,Husco Hydraulics Pvt. Ltd.,,NEFT CHASL18190259415 HUSCO HYDRAULICS PRIVATE LI♠,INR,20210362,13/06/18,13/06/18,3245,3245
70200911,N,09/07/18,1684,Husco Hydraulics Pvt. Ltd.,,NEFT CHASL18190259415 HUSCO HYDRAULICS PRIVATE LI♠,INR,20210377,15/06/18,15/06/18,3601,3600
70200912,N,09/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18886825497 G B M C L PAYMENT TO SUPPLI,INR,20210308,05/06/18,05/06/18,4041.5,4041.5
70200913,N,10/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0167232 M S CUMMINS TECHNOLO,INR,20210150,04/05/18,04/05/18,15235.06,15235.06
70200914,N,10/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0167154 M S CUMMINS TECHNOLO,INR,20210180,29/05/18,29/05/18,128586.96,128586.96
70200915,N,10/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0167107 M S CUMMINS TECHNOLO,INR,20210149,03/05/18,03/05/18,7767.49,7767.49
70200915,N,10/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0167107 M S CUMMINS TECHNOLO,INR,20210162,09/05/18,09/05/18,13546.4,13546.4
70200916,N,10/07/18,3,Cummins India Ltd.,,NEFT CITIN18887331791 CUMMINS IND LD POWER GEN BU,INR,20210144,03/05/18,03/05/18,43500,43500
70200916,N,10/07/18,3,Cummins India Ltd.,,NEFT CITIN18887331791 CUMMINS IND LD POWER GEN BU,INR,20210158,07/05/18,07/05/18,1989.25,1989.25
70200918,N,11/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18887624669 APPLIED MATERIALS INDIA PVT,INR,20210126,27/04/18,27/04/18,4956,4956
70200919,N,11/07/18,1675,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,,NEFT 001ONCF181927001 NSIGT OPERATING EXPENSES ES,INR,20210418,22/06/18,22/06/18,8809.72,8809.72
70200924,N,13/07/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS through UTR NO SIN05451Q0167496,INR,20210137,02/05/18,02/05/18,27376.66,27376.66
70200925,N,13/07/18,930,VVF India Ltd.,,FUND TRANSFER-CMS-FROM CSMMUMBAI,INR,20210354,12/06/18,12/06/18,14160,14160
70200926,N,16/07/18,1096,Bharat Mumbai Container Terminals Pvt. Ltd.,,being amount received from BMCTPL through UTR NO 000020441686,INR,20210060,17/04/18,17/04/18,126527.23,126527
70200927,N,17/07/18,265,Oil and Natural Gas Corporation Ltd.,,NEFT SBIN418198306688 OIL AND NATURAL GAS CORPORA,INR,20210420,22/06/18,22/06/18,34267200,34267200
70200929,N,18/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18890211128 APPLIED MATERIALS INDIA PVT,INR,20210186,11/05/18,11/05/18,18327.66,18016.66
70200930,N,18/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18890379370 G B M C L PAYMENT TO SUPPLI,INR,20210373,14/06/18,14/06/18,18408,18408
70200932,N,19/07/18,1795,Panexcell Clinical Lab Pvt. Ltd.,,ch no 087579 Being Amount received towards Inq no 25339  Inv no 20210568,INR,20210568,18/07/18,18/07/18,10816.66,10816
70200933,N,19/07/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18891075398 BECKMAN COULTER INDIA PVT L◘,INR,20210189,15/05/18,15/05/18,25538.74,25538.74
70200934,N,19/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0168166 M S CUMMINS TECHNOL,INR,20210197,16/05/18,16/05/18,16570.27,16570.27
70200934,N,19/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0168166 M S CUMMINS TECHNOL,INR,20210226,18/05/18,18/05/18,15602.22,15602.22
70200935,N,19/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0168198 M S CUMMINS TECHNOLO,INR,20210243,21/05/18,21/05/18,20731.7,20731.7
70200936,N,20/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18891034232 APPLIED MATERIALS INDIA PVT,INR,20210236,21/05/18,21/05/18,97914.89,96254.89
70200936,N,20/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18891034232 APPLIED MATERIALS INDIA PVT,INR,20210240,21/05/18,21/05/18,9218.56,9218.56
70200937,N,20/07/18,1691,Compass India Support Services Pvt. Ltd.,,Being amount received from COMPASS Through UTR NO HSBCN18201698043,INR,20210313,06/06/18,06/06/18,22312.5,22312.5
70200938,N,20/07/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS through UTR NO SIN05451Q0168786,INR,20210155,04/05/18,04/05/18,129050.35,129050.35
70200939,N,23/07/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 016797,INR,20210388,18/06/18,18/07/18,2310509.4,585383
70200940,N,23/07/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 016797,INR,20210388,18/06/18,18/07/18,2310509.4,1725126.4
70200940,N,23/07/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 016797,INR,20210407,20/06/18,20/07/18,940883.62,940883.62
70200940,N,23/07/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 016797,INR,20210410,20/06/18,20/07/18,374675.96,374675.96
70200941,N,23/07/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18891955644 BECKMAN COULTER INDIA PVT L,INR,20210300,04/06/18,04/06/18,1407007.22,1407007.22
70200942,N,23/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18891847337 G B M C L PAYMENT TO SUPPLI,INR,20210403,20/06/18,20/06/18,3103.4,3103.4
70200943,N,23/07/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18891848164 DURO SHOX PRIVATE LIMITED,INR,20210381,15/06/18,15/06/18,5487,5487
70200943,N,23/07/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18891848164 DURO SHOX PRIVATE LIMITED,INR,20210386,18/06/18,18/07/18,5687.6,5687.6
70200944,N,23/07/18,3,Cummins India Ltd.,,NEFT CITIN18891848164 DURO SHOX PRIVATE LIMITED,INR,20210250,22/05/18,22/05/18,346272.98,346272.98
70200945,N,24/07/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N205180592315035 CUMMINS INDIA LTD,INR,20210203,17/05/18,17/05/18,125001.76,125001.76
70200945,N,24/07/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N205180592315035 CUMMINS INDIA LTD,INR,20210256,23/05/18,23/05/18,156057.16,156057.16
70200946,N,24/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0168984 M S CUMMINS TECHNOLO,INR,20210255,23/05/18,23/05/18,6325.29,6325.29
70200947,N,24/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0168916 M S CUMMINS TECHNOLO,INR,20210234,21/05/18,21/05/18,12856.1,12856.1
70200950,N,26/07/18,453,Johnson Matthey Chemicals India Pvt. Ltd.,,NEFT HSBCN18207121884 JOHNSON MATTHEY CHEMICALS I NEFTINW-,INR,20210374,15/06/18,15/06/18,78845.46,78845.46
70200953,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593923016 PIRAMAL ENTERPRISES LIMITED,INR,20210058,17/04/18,17/04/18,8920.8,8920.8
70200962,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593922892 PIRAMAL ENTERPRISES LIMITED,INR,20210045,12/04/18,12/04/18,9494.28,9494.28
70200962,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593922892 PIRAMAL ENTERPRISES LIMITED,INR,20210056,17/04/18,17/04/18,5380.8,5380.8
70200962,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593922892 PIRAMAL ENTERPRISES LIMITED,INR,20210248,22/05/18,22/05/18,1755.84,1755.84
70200963,N,26/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0169327 M S CUMMINS TECHNOLO inv no 768-18-19/G/197-338884,INR,20210272,28/05/18,28/05/18,490000,441000
70200967,N,27/07/18,938,Vako Seals Pvt. Ltd.,,ch no 036475,INR,20210299,04/06/18,04/06/18,4956,4956
70200970,N,27/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0169488 M S CUMMINS TECHNOLO,INR,20210232,21/05/18,21/05/18,49560,31435.23
70200971,N,27/07/18,87,Cummins Technologies India Pvt. Ltd.,,27-7-1,INR,20210204,17/05/18,17/05/18,6899.54,6899.54
70200973,N,30/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180730425722 HYOSUNG T AND D INDIA PVT LTD,INR,20210159,08/05/18,08/05/18,35164,35164
70200974,N,30/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180730425723 HYOSUNG T AND D INDIA PVT LTD,INR,20210254,23/05/18,23/05/18,35164,35164
70200975,N,30/07/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180730425724 HYOSUNG T AND D INDIA PVT LTD,INR,20210190,15/05/18,15/05/18,2730,2730
70200976,N,30/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18894935708 G B M C L PAYMENT TO SUPPLI,INR,20210423,25/06/18,25/06/18,10480.76,10480.76
70200976,N,30/07/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18894935708 G B M C L PAYMENT TO SUPPLI,INR,20210433,26/06/18,26/06/18,51353.6,51353.6
70200987,N,17/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180817863GN00078 HENKEL ADHESIVES TECHNO,INR,20210088,20/04/18,20/04/18,84000,84000
70200988,N,18/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171465 M S CUMMINS TECHNOLO◘,INR,20210278,30/05/18,30/05/18,22437.75,22437.75
70200988,N,18/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171465 M S CUMMINS TECHNOLO◘,INR,20210292,31/05/18,31/05/18,44250,44250
70200988,N,18/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171465 M S CUMMINS TECHNOLO◘,INR,20210340,11/06/18,11/06/18,103462.4,103462.4
70200989,N,18/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171543 M S CUMMINS TECHNOLO◘,INR,20210363,13/06/18,13/06/18,7103.2,7103.2
70200990,N,18/08/18,134,GE Oil and Gas (Measurement and Control Advanced Systek),,RTGS HSBCR22018081705255116 GE OIL GAS INDIA,INR,20210334,08/06/18,08/06/18,216388.4,216388.4
70200991,N,18/08/18,198,J S Equipments,,RTGS UBINR52018081800464619 J S EQUIPMENTS,INR,20210004,04/04/18,04/04/18,2261468.6,970410.88
70201001,N,18/08/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18904848179 G B M C L PAYMENT TO SUPPLI,INR,20210550,14/07/18,14/07/18,1534,1534
70201004,N,18/08/18,198,J S Equipments,,RTGS UBINR52018081800520582 J S EQUIPMENTS,INR,20210004,04/04/18,04/04/18,2261468.6,200000
70201007,N,18/08/18,97,Deep Industries Ltd.,,NEFT SBIN918230443900 DEEP INDUSTRIES LIMITED◘,INR,20210347,11/06/18,11/06/18,19968,15600
70201009,N,20/08/18,1512,Covestro India Pvt. Ltd.,,NEFT 180816A93GN00001 COVESTRO INDIA PRIVATE,INR,20210596,24/07/18,24/07/18,10030,10030
70201011,N,20/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171372 M S CUMMINS TECHNOLO,INR,20210337,11/06/18,11/06/18,56243.4,56243.4
70201011,N,20/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171372 M S CUMMINS TECHNOLO,INR,20210371,14/06/18,14/06/18,19415.5,19415.5
70201011,N,20/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0171372 M S CUMMINS TECHNOLO,INR,20210376,15/06/18,15/06/18,19676.5,19676.5
70201017,N,20/08/18,198,J S Equipments,,RTGS UBINR52018082100094368 J S EQUIPMENTS,INR,20210004,04/04/18,04/04/18,2261468.6,1061469
70201021,N,21/08/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 135418,INR,20210351,12/06/18,12/06/18,1907561.51,722618
70201023,N,21/08/18,930,VVF India Ltd.,,FUND TRANSFER-CMS-FROM CSMMUMBAI,INR,20210579,19/07/18,19/07/18,7257.31,7257.31
70201035,N,21/08/18,1537,Truevalue Marketing Services Pvt. Ltd.,,ch no 465458,INR,20210772,20/08/18,20/08/18,1349.97,1349.97
70201038,N,23/08/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18235418007 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210343,11/06/18,11/06/18,7080,7080
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210351,12/06/18,12/06/18,1907561.51,1184943.51
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210393,18/06/18,18/06/18,228664.75,228664.75
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210396,19/06/18,19/06/18,32658.99,32658.99
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210400,19/06/18,19/06/18,318867.26,305579.3
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210401,19/06/18,19/06/18,90174.34,90174.34
70201040,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,CH NO 135417,INR,20210421,22/06/18,22/06/18,3108472.74,2172523.11
70201041,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 135415,INR,20210421,22/06/18,22/06/18,3108472.74,749173.14
70201042,N,23/08/18,238,McNally Bharat Engineering Co. Ltd.,,ch no 135416,INR,20210421,22/06/18,22/06/18,3108472.74,166415
70201043,N,12/07/18,1087,GAIL Gas Ltd.,,RTGS ICICR22018071200655688 GAIL GAS LIMITED☺,INR,20210067,19/04/18,19/04/18,1770000,1416000
70201044,N,23/08/18,773,Piramal Enterprises Ltd.,,NEFT N235180615143083 PIRAMAL ENTERPRISES LIMITED,INR,20210404,20/06/18,20/06/18,117667.97,117667.97
70201044,N,23/08/18,773,Piramal Enterprises Ltd.,,NEFT N235180615143083 PIRAMAL ENTERPRISES LIMITED,INR,20210431,25/06/18,25/06/18,25065.89,25065.89
70201079,N,02/10/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 827514634019,INR,20210989,20/09/18,20/09/18,999135.5,200000
