SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
BM0A4F1,"SKF Deep Groove Ball Bearing, Bore Diameter 15 mm - 6202","SKF Deep Groove Ball Bearing, Bore Dia 15 mm - 6202",SKF,6202,
BM0A4G4,"SKF Deep Groove Ball Bearing, Bore Diameter 17 mm - 6203","SKF Deep Groove Ball Bearing, Bore Dia 17 mm - 6203",SKF,6203,
BM0A4H5,"SKF Deep Groove Ball Bearing, Bore Diameter 20 mm - 6204","SKF Deep Groove Ball Bearing, Bore Dia 20 mm - 6204",SKF,6204,
BM0A2Z3,"SKF Deep Groove Ball Bearing, Bore Diameter 25 mm - 6205","SKF Deep Groove Ball Bearing, Bore Dia 25 mm - 6205",SKF,6205,
BM0A3A7,"SKF Deep Groove Ball Bearing, Bore Diameter 30 mm - 6206","SKF Deep Groove Ball Bearing, Bore Dia 30 mm - 6206",SKF,6206,
BM0A3C1,"SKF Deep Groove Ball Bearing, Bore Diameter 35 mm - 6207","SKF Deep Groove Ball Bearing, Bore Dia 35 mm - 6207",SKF,6207,
BM0A3M5,"SKF Deep Groove Ball Bearing, Bore Diameter 40 mm - 6208","SKF Deep Groove Ball Bearing, Bore Dia 40 mm - 6208",SKF,6208,
BM0A3N8,"SKF Deep Groove Ball Bearing, Bore Diameter 45 mm - 6209","SKF Deep Groove Ball Bearing, Bore Dia 45 mm - 6209",SKF,6209,
BM0A3O6,"SKF Deep Groove Ball Bearing, Bore Diameter 50 mm - 6210","SKF Deep Groove Ball Bearing, Bore Dia 50 mm - 6210",SKF,6210,
BM0A3P6,"SKF Deep Groove Ball Bearing, Bore Diameter 55 mm - 6211","SKF Deep Groove Ball Bearing, Bore Dia 55 mm - 6211",SKF,6211,
BM0A3Q3,"SKF Deep Groove Ball Bearing, Bore Diameter 60 mm - 6212","SKF Deep Groove Ball Bearing, Bore Dia 60 mm - 6212",SKF,6212,
BM0A3X6,"SKF Deep Groove Ball Bearing, Bore Diameter 65 mm - 6213","SKF Deep Groove Ball Bearing, Bore Dia 65 mm - 6213",SKF,6213,
BM0A3Y6,"SKF Deep Groove Ball Bearing, Bore Diameter 10 mm - 6300","SKF Deep Groove Ball Bearing, Bore Dia 10 mm - 6300",SKF,6300,
BM0A3Z5,"SKF Deep Groove Ball Bearing, Bore Diameter 12 mm - 6301","SKF Deep Groove Ball Bearing, Bore Dia 12 mm - 6301",SKF,6301,
BM0A4A5,"SKF Deep Groove Ball Bearing, Bore Diameter 15 mm - 6302","SKF Deep Groove Ball Bearing, Bore Dia 15 mm - 6302",SKF,6302,
BM0A4B6,"SKF Deep Groove Ball Bearing, Bore Diameter 17 mm - 6303","SKF Deep Groove Ball Bearing, Bore Dia 17 mm - 6303",SKF,6303,
BM0A4I8,"SKF Deep Groove Ball Bearing, Bore Diameter 20 mm - 6304","SKF Deep Groove Ball Bearing, Bore Dia 20 mm - 6304",SKF,6304,
BM0A4K1,"SKF Deep Groove Ball Bearing, Bore Diameter 25 mm - 6305","SKF Deep Groove Ball Bearing, Bore Dia 25 mm - 6305",SKF,6305,
BM0A4L2,"SKF Deep Groove Ball Bearing, Bore Diameter 30 mm - 6306","SKF Deep Groove Ball Bearing, Bore Dia 30 mm - 6306",SKF,6306,
BM0A4M4,"SKF Deep Groove Ball Bearing, Bore Diameter 35 mm - 6307","SKF Deep Groove Ball Bearing, Bore Dia 35 mm - 6307",SKF,6307,
BM0A3D9,"SKF Deep Groove Ball Bearing, Bore Diameter 40 mm - 6308","SKF Deep Groove Ball Bearing, Bore Dia 40 mm - 6308",SKF,6308,
BM0A3F3,"SKF Deep Groove Ball Bearing, Bore Diameter 45 mm - 6309","SKF Deep Groove Ball Bearing, Bore Dia 45 mm - 6309",SKF,6309,
BM0A3G7,SKF Deep Groove Ball Bearing,"SKF Deep Groove Ball Bearing, Bore Dia 50 mm - 6310",SKF,6310,
BM9X8U9,3M 6800 FULL FACE MASK,3M Full Face Respirator Mask - 6800,3M,6800,
BM0L2I1,"CONA 2 Way Switch 6A, Style Double Colour Series - 7006","CONA Style Double Colour Series 2 Way Switch, Current 6A - 7006",CONA,7006,
BM0O3H3,CONA 2 Pin Socket 6A - 7016,"CONA 2 Pin Socket, Current 6A - 7016",CONA,7016,
BM0O3H4,CONA 2 In 1 Socket 6A - 7021,"CONA 2 In 1 Socket, Current 6A - 7021",CONA,7021,
BM0L2I4,"CONA 2 Way Switch 16A, Style Double Colour Series - 7086","CONA Style Double Colour Series 2 Way Switch, Current 16A - 7086",CONA,7086,
BM0O2E1,"CONA 2 Pin Prime Flex Box, 2.7 m - 7116","CONA 2 Pin Prime Flex Box, Wire Length 2.7 Mtr - 7116",CONA,7116,
BM0O3N7,CONA Flower Ceiling Rose - 7121,CONA Flower Ceiling Rose - 7121,CONA,7121,
BM0O3N6,CONA Fancy Ceiling Rose - 7126,CONA Fancy Ceiling Rose - 7126,CONA,7126,
BM9Z5R1,"3M Make 7447 Scotch Brite Hand pad 6""x9"",6805,24.12,20.50,0,0,.762908,BM9W7S4,""3M Make All Rounder Scotch Brite Hand pad 6""x9"",6805,21.76,18.50,0,0,. 762910,BM9P8H8,""3M Make Hevy duty Scotch Brite Hand Pad 6""x9"",6805,194.71,165.50,0,0,.762895,BM9V3B9,""U","3M Heavy Duty Scotch Brite Hand Pad, Size 6 X 9"" - 7447",3M,7447,
BM9P8H8,"3M Make Hevy duty Scotch Brite Hand Pad 6x9""""","3M Heavy Duty Scotch Brite Hand Pad, Size 6 X 9"" - 7447",3M,7447,TRUE
BM9W5L4,"3M 8210 N95 NOSE MASK , Specialize for welding, soldering","3M N95 Particulate Respirator Mask, Size 14 X 13 X 5 cm, Material Polypropylene - 8210",3M,8210,
BM9X8J3,N-95 Mask,"3M N95 Particulate Respirator Mask, Size 14 X 13 X 5 cm, Material Polypropylene - 8210",3M,8210,TRUE
BM9T4F4,N95 masksÂ,"3M N95 Particulate Respirator Mask, Size 14 X 13 X 5 cm, Material Polypropylene - 8210",3M,8210,TRUE
BM9M5U2,Welding Nose Mask,3M Welding Nose Mask - 8511,3M,8511,
BM9X9V8,3M Dust Mask/Respirator Mask - 8710,3M Disposable Respirator - 8710,3M,8710,
BM0L2I8,"CONA 2 Way Switch 6A, Wawa - 9006","CONA Wawa 2 Way Switch, Current 6A - 9006",CONA,9006,
BM0O3H9,CONA 2 In 1 Socket 6A - 9016,"CONA 2 In 1 Socket, Current 6A - 9016",CONA,9016,
BM0O3H7,CONA 2 Pin Socket 6A - 9021,"CONA 2 Pin Socket, Current 6A - 9021",CONA,9021,
BM0O3I0,CONA 3 Pin Socket 6A - 9081,"CONA 3 Pin Socket, Current 6A - 9081",CONA,9081,
BM0O3H8,CONA 2 Pin Euro-US Socket 6A - 9106,"CONA 2 Pin Euro-US Socket, Current 6A - 9106",CONA,9106,
BM0L2J4,"CONA 2 Way Switch 16A, Wawa - 9221","CONA Wawa 2 Way Switch, Current 16A - 9221",CONA,9221,
BM0O3N2,CONA Wawa Soft Ceiling Rose - 9246,CONA Wawa Soft Ceiling Rose - 9246,CONA,9246,
BM0L2D2,"CONA 2 Way Switch 6A, Status Modular Series - 9256","CONA Status Modular Series 2 Way Switch, Current 6A - 9256",CONA,9256,
BM9U1Z5,Respirator- 3M 9312,3M Particulate Respirator - 9312,3M,9312,
BM0O3E8,CONA 2 In One Socket 6A - 9316,"CONA 2 In One Socket, Current 6A - 9316",CONA,9316,
BM0L2E2,"CONA 2 Way Switch 16A, Status Modular Series - 9391","CONA Status Modular Series 2 Way Switch, Current 16A - 9391",CONA,9391,
BM0O3F4,CONA Socket with Switch 1 Module - 9551,CONA 1 Module Socket with Switch - 9551,CONA,9551,
BM0O3F5,CONA Socket with Switch 2 Module - 9556,CONA 2 Module Elegant Plates with Blue LED Indicator - 9556,CONA,9556,
BM0O3F6,CONA Socket with Switch 3 Module - 9561,CONA 3 Module Elegant Plates with Blue LED Indicator - 9561,CONA,9561,
BM0O3F7,CONA Socket with Switch 4 Module - 9566,CONA 4 Module Elegant Plates with Blue LED Indicator - 9566,CONA,9566,
BM0O3F8,CONA Socket with Switch 6 Module - 9571,CONA 6 Module Elegant Plates with Blue LED Indicator - 9571,CONA,9571,
BM0O3G0,CONA Socket with Switch8 Module Sq - 9576,CONA 8 Module Elegant Plates with Blue LED Indicator - 9576,CONA,9576,
BM0O3F9,CONA Socket with Switch 8 Module Hz - 9581,CONA 8 Module Elegant Plates with Blue LED Indicator - 9581,CONA,9581,
BM0O3G1,CONA Socket with Switch 12 Module - 9586,CONA 12 Module Socket with Switch - 9586,CONA,9586,
BM0O3G2,CONA Socket with Switch 18 Module - 9591,CONA 18 Module Elegant Plates with Blue LED Indicator - 9591,CONA,9591,
BM9Z6Y1,3M Odor Respirator Mask - 9913,3M Cupped Particulate Respirator - 9913,3M,9913,
BM0O1K2,"CONA 10A Double Pole MCB, Status Modular Series - 10256","CONA Status Modular Series Double Pole Miniature Circuit Breaker, Current 10A - 10256",CONA,10256,
BM4H8P3,3M Eye Protection Safety Goggle with Anti Fog and Anti Scratch Coat - Virtua V3 IN 11852,3M Virtua V3 IN Eye Protection Safety Goggle with Anti Fog and Anti Scratch Coat - 11852,3M,11852,
BM9T8V1,3M MAKE Goggles Model number- 11880,3M Virtua IN Anti Fog Safety Goggles - 11880,3M,11880,
BM9T8D7,3M MAKE Goggles Model number- 11880,3M Virtua IN Anti Fog Safety Goggles - 11880,3M,11880,TRUE
BM9S5E7,3M MAKE Goggles Model number- 11880,3M Virtua IN Anti Fog Safety Goggles - 11880,3M,11880,TRUE
BM0K8H6,3M Antifog Safety Goggles - 11880,3M Virtua IN Anti Fog Safety Goggles - 11880,3M,11880,TRUE
BM0Z1A0,3M Anti-Fog Spectacle - 11880,3M Virtua IN Anti Fog Safety Goggles - 11880,3M,11880,TRUE
BM0L2H4,"CONA 2 Way Switch 6A, Luxury 2 In 1 Series - 12006","CONA Luxury 2 In 1 Series 2 Way Switch, Current 6A - 12006",CONA,12006,
BM0O3G9,CONA 2 Pin Socket 6A - 12016,"CONA 2 Pin Socket, Current 6A - 12016",CONA,12016,
BM0O3H0,CONA 2 In 1 Socket 6A - 12021,"CONA 2 In 1 Socket, Current 6A - 12021",CONA,12021,
BM0L2H7,"CONA 2 Way Switch 16A, Luxury 2 In 1 Series - 12086","CONA Luxury 2 In 1 Series 2 Way Switch, Current 16A - 12086",CONA,12086,
BM0L2F8,"CONA 2 Way Switch 6A, Slimy Modular Series - 12406","CONA Slimy Modular Series 2 Way Switch, Current 6A - 12406",CONA,12406,
BM0L2G3,"CONA 2 Way Switch 16A, Slimy Modular Series - 12456","CONA Slimy Modular Series 2 Way Switch, Current 16A - 12456",CONA,12456,
BM0O3G4,CONA 2 Pin One Socket 6A - 12491,"CONA 2 In One Socket, Current 6A - 12491",CONA,12491,
BM0O1L4,"CONA 10A Double Pole MCB, Slimy Modular Series - 12641","CONA Slimy Modular Series Double Pole Miniature Circuit Breaker, Current 10A - 12641",CONA,12641,
BM0O3B1,"CONA 1 Module, Satin Snow White Cover Plate - 12701",CONA 1 Module Satin Snow White Cover Plate - 12701,CONA,12701,
BM0O3B2,"CONA 2 Module, Satin Snow White Cover Plate - 12706",CONA 2 Module Satin Snow White Cover Plate - 12706,CONA,12706,
BM0O3B3,"CONA 3 Module, Satin Snow White Cover Plate - 12711",CONA 3 Module Satin Snow White Cover Plate - 12711,CONA,12711,
BM0O3B4,"CONA 4 Module, Satin Snow White Cover Plate - 12716",CONA 4 Module Satin Snow White Cover Plate - 12716,CONA,12716,
BM0O3B5,"CONA 6 Module, Satin Snow White Cover Plate - 12721",CONA 6 Module Satin Snow White Cover Plate - 12721,CONA,12721,
BM0O3B6,"CONA 8 Module Hz, Satin Snow White Cover Plate - 12726",CONA 8 Module Horizontal Satin Snow White Cover Plate - 12726,CONA,12726,
BM0O3B7,"CONA 8 Module Sq, Satin Snow White Cover Plate - 12731",CONA 8 Module Square Satin Snow White Cover Plate - 12731,CONA,12731,
BM0O3B8,"CONA 12 Module, Satin Snow White Cover Plate - 12736",CONA 12 Module Satin Snow White Cover Plate - 12736,CONA,12736,
BM0O3B9,"CONA 18 Module, Satin Snow White Cover Plate - 12741",CONA 18 Module Satin Snow White Cover Plate - 12741,CONA,12741,
BM0O2Z3,"CONA 1 Module, Shimmer Snow White Cover Plate - 12851",CONA 1 Module Shimmer Snow White Cover Plate - 12851,CONA,12851,
BM0O2Z4,"CONA 2 Module, Shimmer Snow White Cover Plate - 12856",CONA 2 Module Shimmer Snow White Cover Plate - 12856,CONA,12856,
BM0O2Z5,"CONA 3 Module, Shimmer Snow White Cover Plate - 12861",CONA 3 Module Shimmer Snow White Cover Plate - 12861,CONA,12861,
BM0O2Z6,"CONA 4 Module, Shimmer Snow White Cover Plate - 12866",CONA 4 Module Shimmer Snow White Cover Plate - 12866,CONA,12866,
BM0O2Z7,"CONA 6 Module, Shimmer Snow White Cover Plate - 12871",CONA 6 Module Shimmer Snow White Cover Plate - 12871,CONA,12871,
BM0O2Z8,CONA 8 Module Hz.Shimmer Snow White Cover Plate - 12876,CONA 8 Module Horizontal Shimmer Snow White Cover Plate - 12876,CONA,12876,
BM0O2Z9,CONA 8 Module Sq.Shimmer Snow White Cover Plate - 12881,CONA 8 Module Square Shimmer Snow White Cover Plate - 12881,CONA,12881,
BM0O3A0,"CONA 2 Module, Shimmer Snow White Cover Plate - 12886",CONA 2 Module Shimmer Snow White Cover Plate - 12886,CONA,12886,
BM0O3A1,"CONA 18 Module, Shimmer Snow White Cover Plate - 12891",CONA 18 Module Shimmer Snow White Cover Plate - 12891,CONA,12891,
BM0O3A2,"CONA 1 Module, Carbon/ Burnt Wood Cover Plate - 12896",CONA 1 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12896,CONA,12896,
BM0O3A3,"CONA 2 Module, Carbon/ Burnt Wood Cover Plate - 12901",CONA 2 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12901,CONA,12901,
BM0O3A4,"CONA 3 Module, Carbon/ Burnt Wood Cover Plate - 12906",CONA 3 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12906,CONA,12906,
BM0O3A5,"CONA 4 Module, Carbon/ Burnt Wood Cover Plate - 12911",CONA 4 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12911,CONA,12911,
BM0O3A6,"CONA 6 Module, Carbon/ Burnt Wood Cover Plate - 12916",CONA 6 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12916,CONA,12916,
BM0O3A7,CONA 8 Module Hz. Carbon/ Burnt Wood Cover Plate - 12921,CONA 8 Module Shimmer Horizontal Carbon/ Burnt Wood Cover Plate - 12921,CONA,12921,
BM0O3A8,CONA 8 Module Sq. Carbon/ Burnt Wood Cover Plate - 12926,CONA 8 Module Shimmer Square Carbon/ Burnt Wood Cover Plate - 12926,CONA,12926,
BM0O3A9,"CONA 12 Module, Carbon/ Burnt Wood Cover Plate - 12931",CONA 12 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12931,CONA,12931,
BM0O3B0,"CONA 18 Module, Carbon/ Burnt Wood Cover Plate - 12936",CONA 18 Module Shimmer Carbon/ Burnt Wood Cover Plate - 12936,CONA,12936,
BM9Q1N2,ENCLOSURE KAEDRA FOR 2 SOCKETS - part no-13178,"SCHNEIDER ELECTRIC Enclosure Kaedra for 2 Socket, Weight 1.4 Kg, Rated Current 63A - 13178",SCHNEIDER ELECTRIC,13178,
BM9V7X6,ENCLOSURE KAEDRA FOR 2 SOCKETS - part no-13178,"SCHNEIDER ELECTRIC Enclosure Kaedra for 2 Socket, Weight 1.4 Kg, Rated Current 63A - 13178",SCHNEIDER ELECTRIC,13178,TRUE
BM9W4M7,ENCLOSURE KAEDRA FOR 8 SOCKETS - part no- 13182,SCHNEIDER ELECTRIC Enclosure Kaedra for 8 Socket - 13182,SCHNEIDER ELECTRIC,13182,
BM0A3H9,"SKF Deep Groove Ball Bearing, Bore Diameter 35 mm - 16007","SKF Deep Groove Ball Bearing, Bore Dia 35 mm - 16007",SKF,16007,
BM0A3I1,"SKF Deep Groove Ball Bearing, Bore Diameter 40 mm - 16008","SKF Deep Groove Ball Bearing, Bore Dia 40 mm - 16008",SKF,16008,
BM9P9D3,"18650-2200L(3.7V, 2200mAH)","BULK MRO APPROVED Rechargeable Battery for Car/toys/Flashlight, Nominal Capacity 2200 mAh, Nominal Voltage 3.7V - 18650",BULK MRO APPROVED,18650,
BM9C4A9,"BULK MRO APPROVED Heavy Hex Bolt, Plain Finish, Dia 1/2"", Length 2-1/4"" - 19012","BULK MRO APPROVED Heavy Hex Bolt, Finish Plain, Dia 1/2"", Length 2-1/4"" - 19012",BULK MRO APPROVED,19012,
BM9C4A7,"BULK MRO APPROVED Heavy Hex Bolt, Plain Finish, Dia 1/2"", Length 2-1/2"" - 19013","BULK MRO APPROVED Heavy Hex Bolt, Finish Plain, Dia 1/2"", Length 2-1/2"" - 19013",BULK MRO APPROVED,19013,
BM9C4B1,"BULK MRO APPROVED Heavy Hex Bolt, Plain Finish, Dia 5/8"", Length 2-1/2"" - 19023","BULK MRO APPROVED Heavy Hex Bolt, Finish Plain, Dia 5/8"", Length 2-1/2"" - 19023",BULK MRO APPROVED,19023,
BM9C4A8,"BULK MRO APPROVED Heavy Hex Bolt, Plain Finish, Dia 3/4"", Length 3-1/2"" - 19037","BULK MRO APPROVED Heavy Hex Bolt, Finish Plain, Dia 3/4"", Length 3-1/2"" - 19037",BULK MRO APPROVED,19037,
BM9Z9R9,SKF Bearing â€“ 32213,SKF Tapered Roller Bearing - 32213,SKF,32213,
BM9Y7J7,SKF Bearing â€“ 32214,SKF Tapered Roller Bearing - 32214,SKF,32214,
BM9K7R9,Carboy 10 ltrs.,"POLYLAB Carboy, Capacity 10 Ltr - 34001",POLYLAB,34001,
BM9N7H9,"POLYCAB Carboy, Capacity 20 Ltr - 34002","POLYLAB Carboy, Capacity 20 Ltr - 34002",POLYLAB,34002,
BM9Y1P9,Bearing 51104--BMT Make,BMT Thrust Ball Bearing - 51104,BMT,51104,
BM9U2Q3,Bearing 51104--F&D Make,F&D Thrust Ball Bearing - 51104,F&D,51104,
BM9U8G6,Bearing 51104--IBM Make,IBM Thrust Ball Bearing - 51104,IBM,51104,
BM9Y3Y1,Bearing 51104--MWZ Make,MWZ Thrust Ball Bearing - 51104,MWZ,51104,
BM0A3W4,"SKF Deep Groove Ball Bearing, Bore Diameter 25 mm - 61805","SKF Deep Groove Ball Bearing, Bore Dia 25 mm - 61805",SKF,61805,
BM9P9T7,MB CAP ULTRA BUFFER MODULE 85468,"MURR ELEKTRONIK MB Cap Ultra Buffer Module, Weight 2.2 Kg - 85468",MURR ELEKTRONIK,85468,
BM9P6J7,Rotorspray,LOCTITE Rotorspray Rotorenheit - 97144,LOCTITE,97144,
BM9Q1K7,SOCKET HEAD CAP SCREW MOC : HIGH TENSILETHREAD : FULLSIZE : M10 X 60 MMGRADE : 8.8 MAKE : UNBRAKO,"UNBRAKO High Tensile Socket Head Cap Screw, Dia M10, Length 60 mm, Grade 8.8 - 122217",UNBRAKO,122217,
BM9Y3P5,Festo Pneumatic mail connector QS-1/4-8,"FESTO QS-1/4-8 Push-In Fitting, Weight 15 gms, Nominal Size 7 mm - 153005",FESTO,153005,
BM9Z6T4,Push-in fitting QS-1/2-16,"FESTO QS-1/2-16 Push-In Fitting, Weight 63 gms, Nominal Size 13 mm - 153011",FESTO,153011,
BM9Y5Q5,ADVU-25-25-A-P-A Compact cyl.(60001840),"FESTO ADVU-25-25-A-P-A Compact Cylinder, Piston Dia 25 mm, Stroke 25 mm - 156612",FESTO,156612,
BM9W7B3,ADVU-25-50-A-P-A Compact cyl.(60001956),"FESTO ADVU-25-50-A-P-A Compact Cylinder, Piston Dia 25 mm, Stroke 50 mm - 156615",FESTO,156615,
BM9X2V2,"ADVUL-25-40-P-A , Compact Cylinder","FESTO ADVUL-25-40-P-A Compact Cylinder, Stroke 40 mm, Piston Dia 25 mm - 156872",FESTO,156872,
BM9V2V8,Festo Pneumatic pipe 6 mm,"FESTO PUN-6X1-BL Pneumatic Tube, Length 50 mm, Inside Dia 4 mm, Outside Dia 6 mm, Color Blue - 159664",FESTO,159664,
BM9Q4D8,"UNBRAKO Hex Bolt, Dia M6, Length 20 mm","UNBRAKO Hex Bolt, Dia M6, Length 20 mm - 170033",UNBRAKO,170033,
BM9Y3U3,"UNBRAKO Hex Bolt, Dia M6, Length 20 mm - 170033","UNBRAKO Hex Bolt, Dia M6, Length 20 mm - 170033",UNBRAKO,170033,TRUE
BM9Q9X5,"UNBRAKO Hex Bolt, Dia M6, Length 25 mm","UNBRAKO Hex Bolt, Dia M6, Length 25 mm - 170035",UNBRAKO,170035,
BM9Y9Q4,"UNBRAKO Hex Bolt, Dia M6, Length 25 mm - 170035","UNBRAKO Hex Bolt, Dia M6, Length 25 mm - 170035",UNBRAKO,170035,TRUE
BM9T4T6,"UNBRAKO Hex Bolt, Dia M8, Length 25 mm","UNBRAKO Hex Bolt, Dia M8, Length 25 mm - 170054",UNBRAKO,170054,
BM9Y7D3,"UNBRAKO Hex Bolt, Dia M8, Length 25 mm - 170054","UNBRAKO Hex Bolt, Dia M8, Length 25 mm - 170054",UNBRAKO,170054,TRUE
BM9R1Y2,"Hex Bolt, Dia M10, Length 25 mm, 100 Piece","UNBRAKO Hex Bolt, Dia M10, Length 25 mm, PK100 - 170072",UNBRAKO,170072,
BM9Q9Q6,"UNBRAKO Hex Bolt, Dia M10, Length 25 mm, 100 Piece - 170072","UNBRAKO Hex Bolt, Dia M10, Length 25 mm, PK100 - 170072",UNBRAKO,170072,TRUE
BM9T5V5,"Hex Bolt, Dia M10, Length 60 mm, 100 Piece","UNBRAKO Hex Bolt, Dia M10, Length 60 mm, PK100 - 170079",UNBRAKO,170079,
BM9W2Y9,"UNBRAKO Hex Bolt, Dia M10, Length 60 mm, 100 Piece - 170079","UNBRAKO Hex Bolt, Dia M10, Length 60 mm, PK100 - 170079",UNBRAKO,170079,TRUE
BM9T8B4,"UNBRAKO Hex Bolt, Dia M12, Length 20 mm","UNBRAKO Hex Bolt, Dia M12, Length 20 mm - 170093",UNBRAKO,170093,
BM9X6Z1,"UNBRAKO Hex Bolt, Dia M12, Length 20 mm - 170093","UNBRAKO Hex Bolt, Dia M12, Length 20 mm - 170093",UNBRAKO,170093,TRUE
BM9R4B5,"UNBRAKO Hex Bolt, Dia M12, Length 100 mm, 25 Piece - 170107","UNBRAKO Hex Bolt, Dia M12, Length 100 mm, PK25 - 170107",UNBRAKO,170107,
BM9U6R7,"UNBRAKO Hex Bolt, Dia M12, Length 100 mm, 25 Piece - 170107","UNBRAKO Hex Bolt, Dia M12, Length 100 mm, PK25 - 170107",UNBRAKO,170107,TRUE
BM9V6K5,"UNBRAKO Hex Bolt, Dia M14, Length 60 mm - 170128","UNBRAKO Hex Bolt, Dia M14, Length 60 mm - 170128",UNBRAKO,170128,
BM9S2X9,"UNBRAKO Hex Bolt, Dia M14, Length 60 mm - 170128","UNBRAKO Hex Bolt, Dia M14, Length 60 mm - 170128",UNBRAKO,170128,TRUE
BM9S9H9,"UNBRAKO Hex Bolt, Dia M14, Length 70 mm - 170130","UNBRAKO Hex Bolt, Dia M14, Length 70 mm - 170130",UNBRAKO,170130,
BM9R5N5,"UNBRAKO Hex Bolt, Dia M14, Length 70 mm - 170130","UNBRAKO Hex Bolt, Dia M14, Length 70 mm - 170130",UNBRAKO,170130,TRUE
BM9X3G8,"UNBRAKO Hex Bolt, Dia M16, Length 70 mm - 170153","UNBRAKO Hex Bolt, Dia M16, Length 70 mm - 170153",UNBRAKO,170153,
BM9Z5B9,"UNBRAKO Hex Bolt, Dia M16, Length 70 mm - 170153","UNBRAKO Hex Bolt, Dia M16, Length 70 mm - 170153",UNBRAKO,170153,TRUE
BM9Y8T5,"DFM-20-25-P-A-GF, Guide Drive","FESTO DFM-20-25-P-A-GF Pneumatic Guided Cylinder, Piston Dia 20 mm, Stroke 25 mm - 170841",FESTO,170841,
BM9S5T9,"DFM-25-25-P-A-GF, Guide Cylinder","FESTO DFM-25-25-P-A-GF Pneumatic Guided Cylinder, Piston Dia 25 mm, Stroke 25 mm - 170848",FESTO,170848,
BM9V1Z5,Push-in fitting QSF-1/2-12-B,"FESTO QSF-1/2-12-B Push-In Fitting, Weight 56 gms, Nominal Size 11 mm - 190653",FESTO,190653,
BM9Z6M8,Push-in fitting QSF-1/2-16-B,"FESTO QSF-1/2-16-B Push-In Fitting, Weight 69 gms, Nominal Size 15 mm - 190654",FESTO,190654,
BM9V4E9,"CPE-14-M1BH-5L-1/8, Solenoid Valve","FESTO CPE14-M1BH-5L-1/8 Solenoid Valve, Width 14 mm, Nominal Size 6 mm - 196941",FESTO,196941,
BM9M7C5,"ROMA Switch, Current 16 Amp - 240415","ROMA Switch, Current 16 Amp - 240415",ROMA,240415,
BM9M7B5,"ROMA Socket, Current 16 Amp - 250516","ROMA Socket, Current 16 Amp - 250516",ROMA,250516,
BM9R1U5,PFERD 10 45 degree G28,"PFERD 45 Deg. Angle Handpiece G 28, Max. Speed 17100 rpm - 303917",PFERD,303917,
BM9R9C4,PFERD WZ 10 B G28,"PFERD Angle Handpiece G 28, Max. Speed 17100 rpm, Dia 55 mm - 323243",PFERD,323243,
BM1H4Z6,"BOROSIL Borosilicate Boiler Water Level For Disun 3361/62, Capacity 1.5 Ltr - 336011","BOROSIL Borosilicate Boiler Water Leveller for Distillation, Output Capacity 1.5 Ltr/Hr - 336011",BOROSIL,336011,
BM1H4Z7,"BOROSIL Borosilicate Boiler without Heater, Capacity 4 Ltr - 336021","BOROSIL Borosilicate Boiler Water Leveller for Distillation, Output Capacity 4 Ltr/Hr - 336021",BOROSIL,336021,
BM9V3S9,DNC- 50- PPVA Set Wear Parts,FESTO DNC- 50 PPVA Wearing Part Kit - 369197,FESTO,369197,
BM9S7T6,CLR-32-20-R-P-A-B Lin/swiv. Clamp (60004313),"FESTO CLR-32-20-R-P-A-B Linear-Swivel Clamp, Piston Dia 32 mm, Stroke 20 mm - 543179",FESTO,543179,
BM9T2A5,"Nylock Nut, Dia M6","UNBRAKO Nylock Nut, Dia M6 - 630448",UNBRAKO,630448,
BM9Z9H8,"UNBRAKO Nylock Nut, Dia M6 - 630448","UNBRAKO Nylock Nut, Dia M6 - 630448",UNBRAKO,630448,TRUE
BM9Y3B2,"Nylock Nut, Dia M10","UNBRAKO Nylock Nut, Dia M10 - 630450",UNBRAKO,630450,
BM9R6G3,"UNBRAKO Nylock Nut, Dia M10 - 630450","UNBRAKO Nylock Nut, Dia M10 - 630450",UNBRAKO,630450,TRUE
BM9T6U8,"Nylock Nut, Dia M12","UNBRAKO Nylock Nut, Dia M12 - 630451",UNBRAKO,630451,
BM9T9B8,"UNBRAKO Nylock Nut, Dia M12 - 630451","UNBRAKO Nylock Nut, Dia M12 - 630451",UNBRAKO,630451,TRUE
BM9S2A8,"Nylock Nut, Dia M14","UNBRAKO Nylock Nut, Dia M14 - 630453",UNBRAKO,630453,
BM9Y8J8,"UNBRAKO Nylock Nut, Dia M14 - 630453","UNBRAKO Nylock Nut, Dia M14 - 630453",UNBRAKO,630453,TRUE
BM9U6W9,"Nylock Nut, Dia M16","UNBRAKO Nylock Nut, Dia M16 - 630454",UNBRAKO,630454,
BM9Y7E2,"UNBRAKO Nylock Nut, Dia M16 - 630454","UNBRAKO Nylock Nut, Dia M16 - 630454",UNBRAKO,630454,TRUE
BM9F6K5,"FACOM Wire Stripper, Stripping Range 0.02 - 10 mm - 793936","FACOM Wire Stripper, Stripping Range 0.02 - 10 mm - 793936",FACOM,793936,
