Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,Non-Calculated Payment,Non-Calculated Amount
70201089,N,02/07/18,97,Deep Industries Ltd.,,being amount received from DEEP INDUSTRIES Through UTR NO SBIN118183004536,INR,N,0
70201092,N,12/07/18,97,Deep Industries Ltd.,,NEFT SBIN118193577548 DEEP INDUSTRIES LIMITED,INR,N,0
70201094,N,20/07/18,97,Deep Industries Ltd.,,Being amount received from DEEP INDUSTRIES,INR,N,0
70201096,N,26/07/18,97,Deep Industries Ltd.,,NEFT SBIN118207526696 DEEP INDUSTRIES LIMITED,INR,N,0
70201097,N,19/09/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18919722898 APPLIED MATERIALS INDIA PVT◘ Received twice payment against Invoice # 20210030 1st payment rece on date 8th Jun'18    On acc is against Inv 20210030 (excess payment received),INR,Y,0
70201098,N,13/07/18,580,GE T and D India Ltd.,,Being amount received from GE T & d Through UTR NO CITIN18888705228,INR,N,0
70201099,N,17/08/18,580,GE T and D India Ltd.,,being amount received from GE T & d Through UTR NO CITIN18904410043,INR,N,0
70201100,N,24/08/18,580,GE T and D India Ltd.,,NEFT CITIN18907259568 GE T D INDIA LIMITED FSSC,INR,N,0
70201105,N,13/07/18,580,GE T and D India Ltd.,,NEFT CITIN18888942691 GE T D INDIA LIMITED FSSC,INR,N,0
70201106,N,27/07/18,580,GE T and D India Ltd.,,NEFT CITIN18893916001 GE T D INDIA LIMITED FSSC,INR,N,0
70201109,N,18/07/18,1586,Troikaa Pharmaceuticals Ltd.,,BY CLG INST 682995:BOB AT AHMEDABAD,INR,N,0
70201112,N,20/07/18,1485,GHCL Ltd.,,Being amount received from GHCL,INR,N,0
70201113,N,27/07/18,1485,GHCL Ltd.,,NEFT SBIN218208076772 GHCL LTD,INR,N,0
70201116,N,06/08/18,1485,GHCL Ltd.,,NEFT SBIN918218663424 GHCL LTD,INR,N,0
70201121,N,13/08/18,1485,GHCL Ltd.,,NEFT SBIN518225627766 GHCL LTD,INR,N,0
70201122,N,16/08/18,1485,GHCL Ltd.,,being amount received from GHCL Towards UTR NO SBIN718228533623,INR,N,0
70201124,N,20/08/18,1485,GHCL Ltd.,,NEFT SBIN918232790729 GHCL LTD,INR,N,0
70201126,N,27/08/18,1485,GHCL Ltd.,,NEFT SBIN418239648510 GHCL LTD,INR,N,0
70201127,N,24/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0172425 M S CUMMINS TECHNOLO,INR,N,0
70201128,N,24/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0172402 M S CUMMINS TECHNOLO,INR,N,0
70201130,N,27/08/18,87,Cummins Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201131,N,27/08/18,1201,Duroshox Pvt. Ltd.,,Blank,INR,N,0
70201133,N,27/08/18,53,BEL Optronic Devices Ltd.,,NEFT N239180616749712 cash deposited by PRAVIN BHIMRAO SHINDE,INR,N,0
70201137,N,28/08/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18239727885 STANLEY ENGINEERED FASTENIN,INR,N,0
70201138,N,28/08/18,198,J S Equipments,,Blank,INR,N,0
70201139,N,23/08/18,1737,Nivea India Pvt. Ltd.,,Being Amount received from NIVED INDIA PVT LTD through UTR NO 180823A0RGN00028,INR,N,0
70201140,N,28/08/18,127,GAIL India Ltd.,,☻NS GARUDA NEFT SBIN518240699392 3000018430000184☺,INR,N,0
70201141,N,29/08/18,1737,Nivea India Pvt. Ltd.,,NEFT 180830A73GN00020 NIVEA INDIA PRIVATE,INR,N,0
70201142,N,29/08/18,198,J S Equipments,,RTGS UBINR52018082900171581 J S EQUIPMENTS♦,INR,N,0
70201143,N,29/08/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18909145768 BECKMAN COULTER INDIA PVT L,INR,N,0
70201144,N,03/10/18,1737,Nivea India Pvt. Ltd.,,NEFT 181003AHRGN00024 NIVEA INDIA PRIVATELIMITED,INR,N,0
70201145,N,29/08/18,198,J S Equipments,,RTGS UBINR52018082900205466 J S EQUIPMENTS,INR,N,0
70201154,N,30/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0172663 M S CUMMINS TECHNOLO☻,INR,N,0
70201158,N,30/08/18,1742,Cummins Technologies India Pvt. Ltd. - Recon India,,NEFT SIN05451Q0173064 M S CUMMINS TECHNOLO☻,INR,N,0
70201164,N,30/08/18,198,J S Equipments,,RTGS UBINR52018083000248862 J S EQUIPMENTS,INR,N,0
70201169,N,31/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0173178 M S CUMMINS TECHNOLO◘,INR,N,0
70201171,N,31/08/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0173199 M S CUMMINS TECHNOLO☻,INR,N,0
70201174,N,27/08/18,1541,ABB India Ltd.,,Being amount received from ABB INDIA through UTR NO NEFT CMS896495881 ABB INDIA LTD,INR,N,0
70201178,N,05/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180905898GN00001 COVESTRO INDIA PRIVATE,INR,N,0
70201179,N,10/09/18,3,Cummins India Ltd.,,NEFT CITIN18915412222 CUMMINS IND LD POWER GEN BU,INR,N,0
70201182,N,11/09/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0174077 M S CUMMINS TECHNOLO,INR,N,0
70201185,N,02/08/18,773,Piramal Enterprises Ltd.,,NEFT N214180600140182 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201186,N,09/08/18,773,Piramal Enterprises Ltd.,,NEFT N221180606162715 PIRAMAL ENTERPRISES LIMITED,INR,N,0
70201188,N,10/07/18,180,Ingersoll Rand (India) Ltd.,,Being amount received from IR Through UTR NO CITIN18888761631,INR,N,0
70201193,N,20/07/18,180,Ingersoll Rand (India) Ltd.,,Being amount received from IR Through UTR NO CITIN18891127035☻,INR,N,0
70201196,N,30/07/18,102,DHL Supply Chain India Pvt. Ltd.,,NEFT 180730643GN00004 DHL SUPPLY CHAIN INDIA,INR,N,0
70201197,N,01/08/18,180,Ingersoll Rand (India) Ltd.,,Being amount received from IR Through UTR NO CITIN18897209679,INR,N,0
70201198,N,03/07/18,1691,Compass India Support Services Pvt. Ltd.,,Being Amount received from Campass india support service NEFT HSBCN18184352171,INR,N,0
70201199,N,10/08/18,180,Ingersoll Rand (India) Ltd.,,Being amount received from IR Through UTR NO CITIN18901706266•,INR,N,0
70201201,N,10/07/18,1132,HSIL Ltd.,,Being amount received from HSIL Through UTR NO SIN02297Q0145554,INR,N,0
70201203,N,21/08/18,180,Ingersoll Rand (India) Ltd.,,being amount received from IR Through UTR NO CITIN18905715243☻,INR,N,0
70201204,N,01/08/18,530,Bharti Airtel Ltd.,,Being Amount received from BHARTI AIRTEL NEFT N214180599733124,INR,N,0
70201208,N,30/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18909223596 INGERSOLL RAND INDIA LIMITE,INR,N,0
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,N,0
70201213,N,31/07/18,1383,Plasser India Pvt. Ltd.,,BY CLG INST 762325:AXIS AT AHMEDABAD,INR,N,0
70201218,N,04/10/18,1485,GHCL Ltd.,,NEFT SBIN818277217400 GHCL LTD,INR,N,0
70201220,N,06/10/18,1485,GHCL Ltd.,,NEFT SBIN118279458521 GHCL LTD,INR,N,0
70201222,N,05/10/18,580,GE T and D India Ltd.,,,INR,N,0
70201223,N,21/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180921639GN00069 HENKEL ADHESIVES TECHNO,INR,N,0
70201228,N,02/08/18,530,Bharti Airtel Ltd.,,Being amount received from Bharti Airtel NEFT N214180599637430☻,INR,N,0
70201229,N,02/08/18,1691,Compass India Support Services Pvt. Ltd.,,NEFT HSBCN18214020038 COMPASS INDIA SUPPORT SERVI,INR,N,0
70201231,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599721906 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201232,N,08/10/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18929210012 DURO SHOX PRIVATE LIMITED,INR,N,0
70201233,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599723037 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201234,N,06/10/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18929162873 G B M C L PAYMENT TO SUPPLI,INR,N,0
70201235,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599733106 BHARTI AIRTEL LIMITED 14 NE,INR,N,0
70201236,N,06/10/18,318,GE Power Conversion India Pvt. Ltd.,,RTGS HSBCR22018100605602910 GE POWER CONVERSION,INR,N,0
70201237,N,03/08/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 180803806GN00069 HENKEL ANAND INDIA PVT◘,INR,N,0
70201238,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201242,N,05/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18278475824 GE DIESEL LOCOMOTIVE PRIVAT,INR,N,0
70201249,N,28/08/18,1688,Crosslay Remedies Ltd,,BY CLG INST 764438:AXIS AT NOIDA,INR,N,0
70201251,N,28/08/18,1103,Hyatt Regency,,BY CLG INST 8295:YES AT NOIDA HYATT REGENCY,INR,N,0
70201252,N,05/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180905896GN00001 COVESTRO INDIA PRIVATE☻,INR,N,0
70201254,N,05/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176506 M S CUMMINS TECHNOLO,INR,N,0
70201255,N,05/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176452 M S CUMMINS TECHNOLO,INR,N,0
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,N,0
70201258,N,04/10/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0126294 NHAVA SHEVA INTL CON,INR,N,0
70201259,N,04/10/18,1708,ZF India Pvt. Ltd.,,NEFT 181004211GN00063 ZF INDIA PVT LTD,INR,N,0
70201261,N,04/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N278180647922651 CUMMINS GENERATOR TECHN IND,INR,N,0
70201262,N,04/10/18,773,Piramal Enterprises Ltd.,,NEFT N277180647699888 PIRAMAL ENTERPRISES LIMITED,INR,Y,0
70201263,N,03/10/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000152471090 BITUFLEX SHIPPING AND TRADING L,INR,N,0
70201264,N,03/10/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18276203769 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70201266,N,03/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,N,0
70201275,N,10/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180910751GN00001 COVESTRO INDIA PRIVATE,INR,N,0
70201277,N,03/10/18,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 181003H0ZGN00161 GLAXOSMITHKLINE CONSUMERHEA,INR,N,0
70201278,N,05/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181005437GN00001 COVESTRO INDIA PRIVATELIM,INR,N,0
70201281,N,14/09/18,149,Gruppe Littlesilver,,CH NO 344361,INR,N,0
70201282,N,08/10/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18281667977 STANLEY ENGINEERED FASTENIN,INR,N,0
70201284,N,09/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201286,N,05/10/18,37,APM Terminals India Pvt. Ltd.,,being  amount received from APM terminal through UTR NO HSBCN18278528707◘,INR,N,0
70201243,N,05/10/18,3,Cummins India Ltd.,,NEFT N278180648534190 CUMMINS INDIA LTD,INR,N,0
70201245,N,05/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18278511525 GE DIESEL LOCOMOTIVE PRIVAT,INR,N,0
70201246,N,16/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,being amount received from GRAZIANO Throgh UTR NO 180816A13GN00025,INR,N,0
70201247,N,31/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180831626GN00124 GRAZIANO TRASMISSIONI,INR,N,0
70201248,N,16/08/18,1132,HSIL Ltd.,,Being amount received form HSIL Through UTR NO SIN02297Q0149840,INR,N,0
70201293,N,09/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176954 M S CUMMINS TECHNOLO,INR,N,0
70201294,N,10/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18930920230 APPLIED MATERIALS INDIA PVT,INR,N,0
70201299,N,28/09/18,127,GAIL India Ltd.,,Being amount received from GAIL GAS Through e-payment vide reference number 20010700 Invoice No - 20210414☻,INR,N,0
70201300,N,24/07/18,496,Pragati Power Corporation Ltd.,,,INR,N,0
70201302,N,17/08/18,4,Applied Materials India Pvt. Ltd.,,,INR,N,0
70201322,N,21/08/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,N,0
70201324,N,05/09/18,198,J S Equipments,,RTGS UBINR52018090500288035 J S EQUIPMENTS,INR,N,0
70201326,N,24/09/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 338774  -TRANSFER TO 37263683244 Inarco Private Limited,INR,N,0
70201329,N,29/09/18,1450,Johoku Manufacturing Pvt. Ltd.,,NEFT*MHCB0000717*STO-717 -027132*JOHOKU MANUFACTUR  -TRANSFER FROM 3199411044308○,INR,N,0
70201331,N,18/09/18,3,Cummins India Ltd.,,NEFT N261180634868714 CUMMINS INDIA LTD,INR,N,0
70201332,N,06/06/18,1132,HSIL Ltd.,,NEFT SIN02297Q0140128 HSIL LIMITED,INR,N,0
70201334,N,10/10/18,1,GE India Industrial Pvt. Ltd.,,RTGS HSBCR22018101005626856 GE INDIA INDUSTRIAL,INR,N,0
70201336,N,10/10/18,1008,Reliance Industries Ltd.,,NEFT N283180652744813 RELIANCE INDUSTRIES LTD 416,INR,N,0
70201337,N,11/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,Bank,INR,N,0
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,N,0
70201339,N,10/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181010506GN00001 COVESTRO INDIA PRIVATELIM,INR,N,0
70201353,N,11/10/18,273,PNP Maritime Services Pvt. Ltd.,,CH NO 048197,INR,N,0
70201354,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654102824 PIRAMAL ENTERPRISES LIMITED◘,INR,N,0
70201356,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041414 HYOSUNG T AND D INDIA PVT LTD,INR,N,0
70201357,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041415 HYOSUNG T AND D INDIA PVT LTD◘,INR,N,0
70201358,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041413 HYOSUNG T AND D INDIA PVT LTD◘,INR,N,0
70201362,N,11/10/18,1485,GHCL Ltd.,,NEFT SBIN518284195345 GHCL LTD☺,INR,N,0
70201360,N,11/10/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18284003652 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70201367,N,15/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1822957,INR,N,0
70201368,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823684,INR,N,0
70201369,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823778,INR,N,0
70201370,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823788,INR,N,0
70201371,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823728,INR,N,0
70201372,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823675,INR,N,0
70201373,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823762,INR,N,0
70201374,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823846,INR,N,0
70201375,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823745,INR,N,0
70201376,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823753,INR,N,0
70201377,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823821,INR,N,0
70201378,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823821,INR,N,0
70201380,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823893,INR,N,0
70201381,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Blank,INR,N,0
70201382,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824087,INR,N,0
70201383,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824071☺,INR,N,0
70201384,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824077,INR,N,0
70201385,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824077,INR,N,0
70201386,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824078☻,INR,N,0
70201387,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824078☻,INR,N,0
70201388,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824073☻,INR,N,0
70201390,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824424,INR,N,0
70201391,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824422☻,INR,N,0
70201392,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824406,INR,N,0
70201393,N,05/10/18,155,,,Being amount received from HENKEL Through FRN NO 796GFC1824409,INR,N,0
70201394,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO  796GFC1824444,INR,N,0
70201395,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO  796GFC1824420,INR,N,0
70201396,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO   796GFC1824452,INR,N,0
70201397,N,20/07/18,180,Ingersoll Rand (India) Ltd.,,,INR,N,0
70201398,N,20/07/18,180,Ingersoll Rand (India) Ltd.,,,INR,N,0
70201399,N,27/07/18,180,Ingersoll Rand (India) Ltd.,,Blank,INR,N,0
70201400,N,31/07/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000045376496 MSWIPETECHNOLOGIES,INR,N,0
70201403,N,09/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000046347033 MSWIPETECHNOLOGIES,INR,N,0
70201404,N,13/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000046563785 MSWIPETECHNOLOGIES,INR,N,0
70202059,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q185049 MS Cummins Techno,INR,N,0
70201406,N,30/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000048360403 MSWIPETECHNOLOGIES♦,INR,N,0
70201407,N,01/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000048616964 MSWIPETECHNOLOGIES & Rs 472/- Monthly rent charges,INR,N,0
70201408,N,01/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000048616964 MSWIPETECHNOLOGIES & Rs 472/- Monthly rent charges,INR,N,0
70201409,N,06/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000049282396 MSWIPETECHNOLOGIES,INR,N,0
70201410,N,11/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000049683497 MSWIPETECHNOLOGIES,INR,N,0
70201412,N,11/10/18,1923,Indraprashta Gas Ltd.,,NEFT 000154155772 INDRAPRASTHA GAS LIMITED,INR,N,0
70201414,N,24/09/18,180,Ingersoll Rand (India) Ltd.,,Blank,INR,N,0
70201415,N,12/10/18,3,Cummins India Ltd.,,NEFT N285180655019497 CUMMINS INDIA LTD,INR,N,0
70201416,N,12/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0177323 M S CUMMINS TECHNOLO,INR,N,0
70201417,N,12/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18932024323 APPLIED MATERIALS INDIA PVT◘,INR,N,0
70201420,N,12/10/18,580,GE T and D India Ltd.,,,INR,N,0
70201422,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,◘eing amount received from HENKEL Through FRN NO 796GFC1825480,INR,N,0
70201423,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,◘eing amount received from HENKEL Through FRN NO 796GFC1825480,INR,N,0
70201424,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO 796GFC1825473,INR,N,0
70201425,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO 796GFC1825466,INR,N,0
70201426,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO 796GFC1825481,INR,N,0
70201427,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO 796GFC1825481,INR,N,0
70201428,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO 796GFC1825470,INR,N,0
70201429,N,11/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through FRN NO  796GFC1825479,INR,N,0
70201431,N,15/10/18,930,VVF India Ltd.,,FUND TRANSFER-CMS-FROM CSMMUMBAI,INR,N,0
70201432,N,15/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181015209GN00001 COVESTRO INDIA PRIVATELIM,INR,N,0
70201434,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000051557951 MSWIPETECHNOLOGIES☺ IR,INR,N,0
70201435,N,28/09/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES -IR,INR,N,0
70201436,N,26/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000051187321 MSWIPETECHNOLOGIES☻ IR,INR,N,0
70201437,N,16/10/18,264,Oerlikon Balzers Coating India Pvt. Ltd.,,NEFT 000022379153 OERLIKON BALZERS COATING INDIA,INR,N,0
70201443,N,19/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,N,0
70201444,N,19/10/18,580,GE T and D India Ltd.,,Blank,INR,N,0
70201440,N,19/10/18,1105,Adino Telecom Ltd.,,CH NO 254137,INR,N,0
70200916,N,10/07/18,3,Cummins India Ltd.,,NEFT CITIN18887331791 CUMMINS IND LD POWER GEN BU,INR,N,0
70201439,N,17/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,N,0
70201452,N,19/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0178376 M S CUMMINS TECHNOLO,INR,N,0
70201455,N,19/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18934918326 INGERSOLL RAND INDIA LIMITE,INR,N,0
70201180,N,27/07/18,SC-8943,"THE REGISTRAR, IIT BOMBAY",,DD NO 116106 Being DD cancelled,INR,N,0
70201453,N,19/10/18,3,Cummins India Ltd.,,NEFT N292180659380534 CUMMINS INDIA LTD,INR,N,0
70201465,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1825708☺,INR,N,0
70201470,N,22/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201468,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201471,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201469,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201472,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201473,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,N,0
70201466,N,17/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1825709☻,INR,N,0
70201475,N,22/10/18,1688,Crosslay Remedies Ltd,,ch no 762384,INR,N,0
70201476,N,22/10/18,1383,Plasser India Pvt. Ltd.,,BY CLG INST 984321:AXIS AT AHMEDABAD○,INR,N,0
70201478,N,24/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N297180661783334 CUMMINS GENERATOR TECHN IND☻,INR,N,0
70201477,N,23/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0178696 M S CUMMINS TECHNOLO,INR,N,0
70201480,N,24/10/18,3,Cummins India Ltd.,,NEFT N297180661784107 CUMMINS INDIA LTD,INR,N,0
