Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
4017,BM1A9M5,Nylon Tubing 8mm OD X 6mm ID COLOUR ? Natural,100000775,04-Apr-16,012/16.17,4017,5-Apr-2016,25,838,20950,22%,12.5% VAT,13%,2724,23674
4018,BM1Z8Z7,"White LabCoat with Embroidery. Size- L,XL",100000773,04-Apr-16,0112/16.17,4018,8-May-2016,2,91837,183674,2%,12.5% VAT,13%,23878,207552
6362,BM0Z1L5,2 core 1.5 Sqmm copper Armored cable,200522,04-Apr-16,GJ-004/16.17,6362,19-Apr-2016,2,469,938,5%,15.00% VAT,13%,122,1060
6362,BM0Z1Q3,"Pin Terminals Crimping Tool (220mm) , ( DIN: 0.5/0.75/1.0/1.25/2.5/4.0mm2)",200522,04-Apr-16,GJ-004/16.17,6362,19-Apr-2016,2,649,1298,3%,15.00% VAT,13%,169,1467
6362,BM1Z8X9,"46Pcs 1/4"" Driver Socket Tool Set",200522,04-Apr-16,GJ-004/16.17,6362,19-Apr-2016,2,9177,18354,-7%,15.00% VAT,13%,2386,20740
6362,BM0Z1M6,VDE 1000V Insulated Nut Driver (M10x125),200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,2,1275,2550,-7%,15.00% VAT,15%,383,2933
6362,BM0Z1N8,MARAGING 300 ROUND BAR SIZE:65MM DIA X 300 MM (It is a forging diameter machining diameter will be less then this) LG VASCO MAX 300 CVM,200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,1,3800,3800,4%,15.00% VAT,15%,570,4370
6362,BM0Z1O1,Nitrile Gloves XL,200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,1,4693,4693,-5%,15.00% VAT,15%,704,5397
6362,BM0Z1O7,Doctor Mask Two ply mask (Blue / Green),200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,1,5955,5955,3%,15.00% VAT,15%,893,6848
6362,BM0Z1P0,Contactor,200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,1,7278,7278,3%,15.00% VAT,15%,1092,8370
6362,BM0Z1W2,DOUBLE ENDED SPANNER SET [9 PCS SET IN INCH],200522,04-Apr-16,GJ-062/16.17,6362,7-Jun-2016,1,20956,20956,-2%,15.00% VAT,15%,3143,24099
4280,BM1B2K2,Part # 70-380E - 12Pc DblEnd OpnJaw SPANNERset6x7-30x32mm Make: Stanley,100000696,05-Apr-16,0105/16.17,4280,6-May-2016,4,1033,4132,30%,12.5% VAT,13%,537,4669
4032,BM1A9Q7,"Measuring tape , 30 meter",200218,06-Apr-16,033/16-17,4032,12-Apr-2016,10,95,950,41%,12.5% VAT,13%,124,1074
4042,BM0O8N2,"5"" Anngle Grinder 11000 RPM Power input 670W",100000749,06-Apr-16,027/16-17,4042,7-Apr-2016,30,55,1650,62%,12.5% VAT,13%,215,1865
3535,BM1A9Z2,"100X16X6 4"" Angle grinder Wheel set of 25 pcs",100000611,07-Apr-16,039/16-17,3535,14-Apr-2016,12,468,5616,22%,5.5% VAT,6%,337,5953
4050,BM1A9D0,"Part # 16-089 - WOOD CHISEL SET, 3 PCS Make: Stanley",100000747,07-Apr-16,029/16-17,4050,9-Apr-2016,3,2205,6615,41%,5.5% VAT,6%,397,7012
3347,BM1A9M6,SCREWDRIVER-9 WAY,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,2800,2800,33%,12.5% VAT,13%,364,3164
3347,BM1A9M7,"CENTER PUNCH, 8mm-5/16 X 115mm-4 1/2",100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,2,2675,5350,37%,12.5% VAT,13%,696,6046
3347,BM1A9M8,silicone disc ..8 mm thick,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,713,713,42%,12.5% VAT,13%,93,806
3347,BM1A9M9,silicone disc separation membrane.,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,714,714,36%,12.5% VAT,13%,93,807
3347,BM1A9N0,silicone disc separation membrane,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,839,839,38%,12.5% VAT,13%,109,948
3347,BM1A9N1,Pressure sensor separation membrane,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,1588,1588,28%,12.5% VAT,13%,206,1794
3347,BM0C9C3,10 way plate,100000817,09-Apr-16,066/16.17,3347,25-Apr-2016,1,27172,27172,13%,12.5% VAT,13%,3532,30704
3605,BM0Z1F1,15 Amp switch,100000681,09-Apr-16,083/16.17,3605,27-Apr-2016,44,1800,79200,23%,5.5% VAT,6%,4752,83952
4040,BM1B0G5,15 Amp socket,100000750,10-Apr-16,030/16-17,4040,11-Apr-2016,1,10133,10133,27%,12.5% VAT,13%,1317,11450
4029,BM1A9Y7,6 Amp switch,100000796,12-Apr-16,00051/16-17,4029,16-Apr-2016,18,5504,99072,11%,VAT 5%,5%,4954,104026
4054,BM1A9E3,6 Amp sockets,100000748,12-Apr-16,044/16.17,4054,14-Apr-2016,4,152,608,53%,5.0% VAT,5%,30,638
4054,BM1A9E4,34 pcs bimetal holesaw cutter,100000748,12-Apr-16,044/16.17,4054,14-Apr-2016,1,765,765,76%,5.0% VAT,5%,38,803
4087,BM1A9V2,2 core 1.5 Sqmm copper Armored cable,100000739,12-Apr-16,037/16.17,4087,14-Apr-2016,1,5875,5875,26%,12.5% VAT,13%,764,6639
3659,BM0O8K9,container lashing 25mm,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,2571,5142,41%,12.5% VAT,13%,668,5810
3659,BM0C8Y9,"DIGITAl POCKET REFRACTOMETER. MADE IN JAPAN.
RANGE : 0.0 - 90.0% V / V & 0 - 50 C. TEMP.
",200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,279,558,19%,12.5% VAT,13%,73,631
3659,BM0C9A0,"DIGITAl POCKET REFRACTOMETER. MADE IN JAPAN.
RANGE : 0.0 - 90.0% V / V & 0 - 50 C. TEMP.
",200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,1138,2276,-2%,12.5% VAT,13%,296,2572
3659,BM0O8N9,"DTC-Series Spilt Air conditioner
2.0 Ton 3 Star Aluminium Condensor 32 gas",200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,729,1458,52%,12.5% VAT,13%,190,1648
3659,BM0C9D0,Installation Charges,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,726,1452,38%,12.5% VAT,13%,189,1641
3659,BM0O8L0,COPPER TUBE,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,2,439,878,13%,12.5% VAT,13%,114,992
3659,BM0Z0V1,CABLE WIRE,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,1,3929,3929,36%,12.5% VAT,13%,511,4440
3659,BM0O8L3,DRAINAGE PIPE,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,1,1420,1420,98%,12.5% VAT,13%,185,1605
3659,BM0C7U2,L Bracket,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,1,674,674,46%,12.5% VAT,13%,88,762
3659,BM0C7W7,Hand Gloves-Cut Resistance Lane-1,200177,13-Apr-16,043/16.17,3659,14-Apr-2016,1,794,794,10%,12.5% VAT,13%,103,897
3659,BM0C7U4,"Bearing Temperature controlling & 

Measurement System",200177,13-Apr-16,043/16.17,3659,14-Apr-2016,1,472,472,82%,12.5% VAT,13%,61,533
4006,BM0O8N4,"Pre-Moistened Lens Cleaning Wipes for Spectacles, Binoculars, Mobiles, Tablets, Laptops, LCD display, cameras (Pack of 30 )",100000769,13-Apr-16,055/16.17,4006,19-Apr-2016,15,121,1815,19%,12.5% VAT,13%,236,2051
4006,BM0O8N5,"Orings Cross Section - 3/32 (in inches), Inner Diameter - 0.674",100000769,13-Apr-16,055/16.17,4006,19-Apr-2016,15,227,3405,16%,12.5% VAT,13%,443,3848
4006,BM0O8N6,"Orings Cross Section - 3/32 (in inches), Inner Diameter - 0.424",100000769,13-Apr-16,055/16.17,4006,19-Apr-2016,15,165,2475,17%,12.5% VAT,13%,322,2797
4006,BM0O8N7,"Orings Cross Section - 3/32 (in inches), Inner Diameter - 0.143",100000769,13-Apr-16,055/16.17,4006,19-Apr-2016,15,227,3405,16%,12.5% VAT,13%,443,3848
4103,BM1A9X2,"TEFLON HOSE1/2 inch X 10 Meter LONG WITH 1/2"" NPT MALE ON ONE END AND 3/8"" SWALOK FITTING ON ANOTHER END IN SS DULY CRIMPED WITH 1 MALE ADAPTER OF 1 1/16"" FEMALE X 1/2"" NPT MALE ADAPTER + 1 PARKER MAKE SS QRC",100000733,13-Apr-16,049/16.17,4103,16-Apr-2016,6,215,1290,35%,12.5% VAT,13%,168,1458
4103,BM1A9X3,"PUSHLOK HOSE 3/8""ID X 1 METRE LONG WITH 3/8"" NPT MALE ON END AND 3/8"" OD FITTING ON ANOTHER END IN SS WITH 1 SET OF PARKER SS QRC + 1 NO 3/8"" NPT MALE PUSHLOCK FITTING IN SS AS SPARE",100000733,13-Apr-16,049/16.17,4103,16-Apr-2016,6,157.83,946.98,41%,12.5% VAT,13%,123,1070
4103,BM1A9X4,"1/2 inch parker Push lok hose 11 meters LONG WITH 1/2"" NPT MALE ON ONE END AND 1/2"" BSP MALE ON ANOTHER END IN
BRASS WITH 1 SET OF PARKER BRASS QRC 1/2""",100000733,13-Apr-16,049/16.17,4103,16-Apr-2016,6,223,1338,35%,12.5% VAT,13%,174,1512
4103,BM1A9X5,"1/2 inch parker Push lok hose 11 meters LONG WITH 1/2"" NPT MALE ON ONE END AND 1/2"" BSP FEMALE SWIVEL ON OTHER END IN BRASS WITH 1 SET OF PARKER BRASS QRC 1/2""",100000733,13-Apr-16,049/16.17,4103,16-Apr-2016,12,87,1044,39%,12.5% VAT,13%,136,1180
4103,BM1A9X6,"3/8 inch parker Push ok HOSE X 11 meter's LONG3/8""NPPT MALE EDN FTGS IN BRASS ON ONE END AND 1/2"" BSP MALE ON ANOTHER END WITH 1 SET OF 3/8"" BRASS QRC PARKER MAKE",100000733,13-Apr-16,049/16.17,4103,16-Apr-2016,12,138,1656,32%,12.5% VAT,13%,215,1871
4114,BM1A9Z2,0.50 sqmm 2 core Flexible Cable,100000728,14-Apr-16,Amazon,4114,31-Mar-2016,1,450,450,-93%,5.5% VAT,6%,27,477
4120,BM1A9Z6,TAFLON TAPE KOHINOOR,200201,14-Apr-16,GJ-002/16.17,4120,19-Apr-2016,500,8.54,4270,-1%,5.0% VAT,5%,214,4484
2925,BM0O4D9,CAUSTIC SODA (CHIPS),100000886,15-Apr-16,048/16.17,2925,15-Apr-2016,4,28000,112000,5%,12.5% VAT,13%,14560,126560
2925,BM0O4D9,Water Paper 100 JOHN OK,100000886,15-Apr-16,0511/15.16,2925,29-Feb-2016,1,28000,28000,-16%,12.5% VAT,13%,3640,31640
3667,BM1B0F2,1.5 SQ MM 1C FLEXIBLE WIRE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,1,38093,38093,3%,12.5% VAT,13%,4952,43045
3667,BM1B0F3,2.5 SQ MM 1C FLEXIBLE WIRE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,1,1649,1649,2%,12.5% VAT,13%,214,1863
3667,BM1B0F4,4 SQ MM 1C FLEXIBLE WIRE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,30,258,7740,-140%,12.5% VAT,13%,1006,8746
3667,BM1B0F5,1 X 3C CU FLEX CABLE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,70,52.14,3649.8,-387%,12.5% VAT,13%,474,4124
3667,BM1B0F6,1.5 SQ MM 1C FLEXIBLE WIRE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,15,41,615,-17%,12.5% VAT,13%,80,695
3667,BM1B0F7,2.5 SQ MM 1C FLEXIBLE WIRE,100000766,15-Apr-16,073/16.17,3667,26-Apr-2016,1,773,773,-399%,12.5% VAT,13%,100,873
4132,BM0P2B8,4 SQ MM 1C FLEXIBLE WIRE,100000900,15-Apr-16,GJ-003/16.17,4132,19-Apr-2016,250,35.33,8832.5,16%,15.0% VAT,15%,1325,10157
4136,BM1B0I8,1 X 3C CU FLEX CABLE,100000726,15-Apr-16,GJ-707/16.17,4136,19-Apr-2016,1,99300,99300,-7%,15.0% VAT,15%,14895,114195
3474,BM1B0W8,PG GLAND 13.5,100000579,18-Apr-16,087/16.17,3474,28-Apr-2016,10,653.6,6536,47%,12.5% VAT,13%,850,7386
3609,BM1B0P6,PG 16 PVC GLAND,100000682-2,18-Apr-16,064/16.17,3609,25-Apr-2016,100,73,7300,25%,12.5% VAT,13%,949,8249
3609,BM1B0P7,150mm Cable Tie Black,100000682-2,18-Apr-16,064/16.17,3609,25-Apr-2016,100,69,6900,25%,12.5% VAT,13%,897,7797
3609,BM1B0P8,300 MM CABLE TIE,100000682-2,18-Apr-16,064/16.17,3609,25-Apr-2016,100,47,4700,26%,12.5% VAT,13%,611,5311
4031,BM1B0X3,LUGS FOR 2.5 SQ MM,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,4,32358,129432,14%,12.5% VAT,13%,16826,146258
4031,BM1B0X4,Safety Goggle-Over,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,2,11041,22082,14%,12.5% VAT,13%,2871,24953
4031,BM1B0X5,Machine Tap 3/8BSW,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,2,16156,32312,14%,12.5% VAT,13%,4201,36513
4031,BM1B0X6,ER40 Collect,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,2,16156,32312,14%,12.5% VAT,13%,4201,36513
4031,BM1B0X7,Hss Stright Shank Drill 4.8 x 244 x 325,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,1,15912,15912,14%,12.5% VAT,13%,2069,17981
4031,BM1B0X8,Hss Stright Shank Drill 8 x 250 x 350,100000767,18-Apr-16,063/16.17,4031,25-Apr-2016,1,15912,15912,14%,12.5% VAT,13%,2069,17981
4104,BM1A9Z2,Exit Signage With Power Back Up,100000732,18-Apr-16,0091/16.17,4104,2-May-2016,1,2925,2925,25%,12.5% VAT,13%,380,3305
4106,BM1B0L0,"3M1709IN with Clear lens Hardcoat safety goggle---ANSI

Approved Spectacles with polycarbonate lenses and plastic frame 

offering better coverage and higher protection - Specifications

Comfort Features Fashionable lightweight frame - Eyewear 

Range Economy ---- Lens Coating Anti-Scratch",100000731,18-Apr-16,070/16.17,4106,26-Apr-2016,100,20,2000,50%,5.5% VAT,6%,120,2120
4166,BM0P0Y8,HIGH TENSIL BOLT 1/2 X 1.5 Inches 8.8 GRAD,100000971-1,18-Apr-16,GJ-006/16.17,4166,19-Apr-2016,200,17.5,3500,19%,15.0% VAT,15%,525,4025
4166,BM0P1E2,HIGH TENSIL BOLT 1/2 X 2.5 Inches 8.8 GRAD,100000971-1,18-Apr-16,GJ-006/16.17,4166,19-Apr-2016,50,42.52,2126,0%,15.0% VAT,15%,319,2445
4166,BM0P2E0,High Tensil Hex Nut ½,100000971-1,18-Apr-16,GJ-006/16.17,4166,19-Apr-2016,100,11,1100,9%,15.0% VAT,15%,165,1265
4167,BM0P1I5,NUT 1/2 Inches COMMERCIAL,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,630,10.44,6577.2,11%,5.0% VAT,5%,329,6906
4167,BM0P1G6,HIGH TENSIL NUT 3/8 Inches 8.8 GRAD,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,630,17.18,10823.4,11%,5.0% VAT,5%,541,11365
4167,BM0P1S8,MACHINE BOLT 1/2 X 6 Inches COMMERCIAL,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,1080,27.01,29170.8,11%,5.0% VAT,5%,1459,30629
4167,BM0P1O9,MACHINE BOLT 1/2 X 5.5 Inches COMMERCIAL,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,180,26.94,4849.2,11%,5.0% VAT,5%,242,5092
4167,BM0P1I5,"3/4"" (2100kg) Ms Plain Washer Commercial",200176,18-Apr-16,GJ-015/16.17,4167,3-May-2016,70,10.44,730.8,-46%,5.0% VAT,5%,37,767
4167,BM0P1G6,"1/2"" (3550Kg) Ms Plain Washer Commercial",200176,18-Apr-16,GJ-015/16.17,4167,3-May-2016,70,17.17,1201.9,-46%,5.0% VAT,5%,60,1262
4167,BM0P1S8,High Lighter,200176,18-Apr-16,GJ-015/16.17,4167,3-May-2016,120,27.01,3241.2,-46%,5.0% VAT,5%,162,3403
4167,BM0P1O9,Fevi Kwick small,200176,18-Apr-16,GJ-015/16.17,4167,3-May-2016,20,26.94,538.8,-46%,5.0% VAT,5%,27,566
4167,BM0P1R1,Glue Stick 8Gm,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,500,7.61,3805,-117%,5.0% VAT,5%,190,3995
4167,BM0P2K8,Stapler -No-10,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,150,9.89,1483.5,-89%,5.0% VAT,5%,74,1558
4167,BM0P2P8,Universal Speedex Pen,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,2000,0.8,1600,-13%,5.0% VAT,5%,80,1680
4167,BM0P1G4,Universal Speedex Pen,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,3000,1.33,3990,-88%,5.0% VAT,5%,200,4190
4167,BM0P1G2,Kitchen Wipe,200176,18-Apr-16,GJ-005/16.17,4167,19-Apr-2016,2000,1.26,2520,-2%,5.0% VAT,5%,126,2646
4170,BM0P1F7,2.50 sqmm 2 core Flexible Cable,100000720,18-Apr-16,GJ-020/16.17,4170,10-May-2016,50,54.2,2710,27%,15.0% VAT,15%,407,3117
3635,BM0O8K6,Shal Offset Bi-Hx Rng CRV SPANNER6x7mm - SPANNERS,100000752-2,19-Apr-16,GJ-036/16.17,3635,23-May-2016,1,1050,1050,-26%,15.0% VAT,15%,158,1208
3635,BM0O8K7,Shal Offset Bi-Hx Rng CRV SPANNER8x9mm - SPANNERS,100000752-2,19-Apr-16,GJ-036/16.17,3635,23-May-2016,1,1453,1453,34%,15.0% VAT,15%,218,1671
4080,BM1A9U1,Part # 70-383E - Shal Offset Bi-Hx rng CRV SPANNER10x11mm Make: Stanley,100000741,19-Apr-16,GJ-037/16.17,4080,23-May-2016,3,2852,8556,-1%,5.0% VAT,5%,428,8984
4080,BM1A9U2,Part # 70-384E - Shal Offset Bi-Hx Rng CRV SPANNER12x13mm Make: Stanley,100000741,19-Apr-16,GJ-037/16.17,4080,23-May-2016,3,2270,6810,2%,5.0% VAT,5%,341,7151
4093,BM1B0I6,Part # 70-385E - Shal Offset Bi-Hx Rng CRV SPANNER14x15mm Make: Stanley,200200,19-Apr-16,082/16.17,4093,27-Apr-2016,2,5000,10000,25%,12.5% VAT,13%,1300,11300
4096,BM1A9W0,Part # 70-386E - Shal Offset Bi-Hx rng CRV SPANNER16x17mm Make: Stanley,100000735-1,19-Apr-16,054/16.17,4096,19-Apr-2016,36,68,2448,41%,12.5% VAT,13%,318,2766
4124,BM0K8Q6,Part # 70-387E - Shal Offset Bi-Hx Rng CRV-SPANNER18x19mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,1000,8.93,8930,59%,5.0% VAT,5%,447,9377
4124,BM0K8N2,Shal Offset Bi-Hx rng CRV SPANNER20x22mm - SPANNERS,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,5000,13.4,67000,25%,5.0% VAT,5%,3350,70350
4124,BM0K9C4,Shal Offset Bi-Hx Rng CRV SPANNER24x27mm - SPANNERS,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,5000,4.34,21700,26%,5.0% VAT,5%,1085,22785
4124,BM0L0C2,Shal Offset Bi-Hx Rng CRV SPANNER8x9mm - SPANNERS,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,100,74.52,7452,19%,5.0% VAT,5%,373,7825
4124,BM0K8H5,Part # 70-383E - Shal Offset Bi-Hx rng CRV SPANNER10x11mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,2000,1.47,2940,26%,5.0% VAT,5%,147,3087
4124,BM0K8R8,Part # 70-384E - Shal Offset Bi-Hx Rng CRV SPANNER12x13mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,400,72,28800,16%,5.0% VAT,5%,1440,30240
4124,BM0L0C5,Part # 70-385E - Shal Offset Bi-Hx Rng CRV SPANNER14x15mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,100,74.52,7452,-8%,5.0% VAT,5%,373,7825
4124,BM0L0C4,Part # 70-386E - Shal Offset Bi-Hx rng CRV SPANNER16x17mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,150,59.74,8961,-1%,5.0% VAT,5%,448,9409
4124,BM0L0C1,Part # 70-387E - Shal Offset Bi-Hx Rng CRV-SPANNER18x19mm Make: Stanley,100000727-1,19-Apr-16,GJ-001/16.17,4124,19-Apr-2016,100,59.74,5974,-1%,5.0% VAT,5%,299,6273
4184,BM0O4H4,Shal Offset Bi-Hx rng CRV SPANNER20x22mm - SPANNERS,200244,19-Apr-16,0109/16.17,4184,6-May-2016,50,13,650,-12%,12.5% VAT,13%,85,735
4184,BM0O4K2,Shal Offset Bi-Hx Rng CRV SPANNER24x27mm - SPANNERS,200244,19-Apr-16,0109/16.17,4184,6-May-2016,24,4.25,102,-1%,12.5% VAT,13%,13,115
4184,BM0O4J5,OMCO* BRAND O RING SIZE 85 ID X 95 OD X 5 C/S Material - Silicon,200244,19-Apr-16,0109/16.17,4184,6-May-2016,10,15,150,-4%,12.5% VAT,13%,20,170
4184,BM0O4H5,SILICON TUBING 9mm OD X 6mm ID COLOUR - NATURAL,200244,19-Apr-16,0109/16.17,4184,6-May-2016,30,24,720,-3%,12.5% VAT,13%,94,814
4184,BM0O4H1,Non-Metallic Code 3 Housing (100 nm & 200 nm),200244,19-Apr-16,0109/16.17,4184,6-May-2016,200,2.4,480,24%,12.5% VAT,13%,62,542
4184,BM0O4H1,30 nm Filter,200244,19-Apr-16,0109/16.17,4184,6-May-2016,200,2.4,480,24%,12.5% VAT,13%,62,542
4184,BM0O4R2,5 nm Filter,200244,19-Apr-16,0109/16.17,4184,6-May-2016,27,28,756,14%,12.5% VAT,13%,98,854
3531,BM0O8J7,Non-Metallic Code 3 Housing (100 nm & 200 nm),100000607,20-Apr-16,059/16.17,3531,21-Apr-2016,15,73,1095,48%,5.0% VAT,5%,55,1150
3577,BM0C8U5,Demand Valve R 750 set of 1st and 2nd Stage,200238,20-Apr-16,0114/16.17,3577,9-May-2016,24,36.25,870,7%,12.5% VAT,13%,113,983
3577,BM0C8U6,4.5 kg CO2 Squeeze grip type Fire Extinguisher,200238,20-Apr-16,0114/16.17,3577,9-May-2016,14,40.6,568.4,7%,12.5% VAT,13%,74,642
3577,BM0C8U7,Doctor Bag (Leather),200238,20-Apr-16,0114/16.17,3577,9-May-2016,6,46.4,278.4,7%,12.5% VAT,13%,36,315
3577,BM0C8U8,DISC SPRING 60 X 30.5 X 3 X 4.7 MM,200238,20-Apr-16,0114/16.17,3577,9-May-2016,13,47.85,622.05,7%,12.5% VAT,13%,81,703
3577,BM0C8U9,DISC SPRING 50 X 25.4 X 2.50 X 3.9 MM,200238,20-Apr-16,0114/16.17,3577,9-May-2016,10,55.83,558.3,7%,12.5% VAT,13%,73,631
3577,BM0C8V0,DISC SPRING 45 X 22.4 X 2.5 X 3.5,200238,20-Apr-16,0114/16.17,3577,9-May-2016,8,66.7,533.6,7%,12.5% VAT,13%,69,603
3577,BM0C8V1,DISC SPRING ID 51 MM X OD 100 MM X 6 X 8.2 MM,200238,20-Apr-16,0114/16.17,3577,9-May-2016,4,79.03,316.12,7%,12.5% VAT,13%,41,357
3577,BM0C8V2,DISC SPRING 25.5 X 60 X 3 X 4.65,200238,20-Apr-16,0114/16.17,3577,9-May-2016,4,94.98,379.92,7%,12.5% VAT,13%,49,429
3577,BM0C8V4,"DISC SPRING 40 MM OD X 20.4 MM ID X 1.5 X
2.65 MM THK",200238,20-Apr-16,0114/16.17,3577,9-May-2016,4,141.38,565.52,7%,12.5% VAT,13%,74,639
3577,BM0C8U6,DISC SPRING. 14.2 X 28 X 1.5 X 2.15,200238,20-Apr-16,0141/16.17,3577,16-May-2016,10,40.6,406,5%,12.5% VAT,13%,53,459
3577,BM0C8U7,DISC SPRING 50 X 25.4 X 3 X 4.1,200238,20-Apr-16,0141/16.17,3577,16-May-2016,18,46.4,835.2,12%,12.5% VAT,13%,109,944
3577,BM0C8U8,DISC SPRING 51 X 100 X 5.,200238,20-Apr-16,0141/16.17,3577,16-May-2016,11,47.85,526.35,6%,12.5% VAT,13%,68,595
3577,BM0C8U9,"Hex Nut, 18‐8 SS, #4‐40, Plain, PK100",200238,20-Apr-16,0141/16.17,3577,16-May-2016,14,55.83,781.62,9%,12.5% VAT,13%,102,883
3577,BM0C8V0,"Threaded Rod, 304 SS, #10‐32x6 ft",200238,20-Apr-16,0141/16.17,3577,16-May-2016,16,66.7,1067.2,11%,12.5% VAT,13%,139,1206
3577,BM0C8V1,"Hex Nut, 18‐8 SS, #10‐32, Plain, PK100",200238,20-Apr-16,0141/16.17,3577,16-May-2016,20,79.03,1580.6,13%,12.5% VAT,13%,205,1786
3577,BM0C8V2,"SHCS, Flat, 10‐24x1/4, Alloy Steel, PK100",200238,20-Apr-16,0141/16.17,3577,16-May-2016,20,94.98,1899.6,13%,12.5% VAT,13%,247,2147
3577,BM0C8V4,"Threaded Rod, 304 SS, #10‐24x6 ft",200238,20-Apr-16,0141/16.17,3577,16-May-2016,20,141.38,2827.6,13%,12.5% VAT,13%,368,3195
4130,BM1B0E6,"Hex Nut, 18‐8 SS, #10‐24, Plain, PK100",100000899,20-Apr-16,058/16.17,4130,20-Apr-2016,6,127.39,764.34,53%,12.5% VAT,13%,99,864
4130,BM1B0E8,"SHCS, Standard, 10‐24x1/4, 18‐8 SS, PK100",100000899,20-Apr-16,058/16.17,4130,20-Apr-2016,10,172.5,1725,30%,12.5% VAT,13%,224,1949
4187,BM1B0W4,"SHCS, Flat, 10‐32x1/4, Alloy Steel, PK100",200169,20-Apr-16,0162/16.17,4187,23-May-2016,2,45000,95885,4%,12.1% VAT,12%,11506,107391
4187,BM1B0W5,"Hex Nut, 18‐8 SS, 1/4‐20, PK50",200169,20-Apr-16,0286/16.17,4187,20-Jul-2016,1,99109,104169.34,3%,11.9% VAT,12%,12500,116670
4187,BM1B0W6,"Hex Nut, 18‐8 SS, #6‐32, Plain, PK100",200169,20-Apr-16,0286/16.17,4187,20-Jul-2016,1,101030,106188.42,3%,11.9% VAT,12%,12743,118931
4187,BM1B0W4,"SHCS, Standard, 3/8‐16x3/8, 18‐8 SS, PK10",200169,20-Apr-16,0286/16.17,4187,20-Jul-2016,2,45000,94595.25,3%,12.1% VAT,12%,11351,105947
3592,BM0O8K8,"Mil Spec Washer, Bolt 3/8, 18‐8 SS, PK50",200221,21-Apr-16,086/16.17,3592,28-Apr-2016,4,17206,68824,16%,12.5% VAT,13%,8947,77771
3592,BM1B1Z9,"Mil Spec Washer, Bolt #4, 18‐8 SS, PK100",200221,21-Apr-16,086/16.17,3592,28-Apr-2016,4,5882,23528,18%,12.5% VAT,13%,3059,26587
3592,BM1Z8T9,"Split Lock Washer, Bolt #4, 18‐8 SS, PK100",200221,21-Apr-16,086/16.17,3592,28-Apr-2016,1,5529,5529,28%,12.5% VAT,13%,719,6248
