Inside Sales Name,Client Order Date,Price Currency,Document Rate,Magento Company Name,Company Alias,Inquiry Number,So #,Order Date,Bm #,Description,Order Qty,Unit Selling Price,Freight,Tax Type,Tax Rate,Tax Amount,Total Selling Price,Total Landed Cost,Unit cost price,Margin,Margin (In %),Kit,AE,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,Abs. Mismatch,Mismatch
Nisha Patil,17-Oct-16,INR,1,Ingersoll Rand (India) Ltd.,IR,6160,200512-1,17-Oct-16,BM9B9X1,"PRECISION HYDRAULIC PULLER MODEL PM ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 8 [8 TON]
COMPLETE SET WITH BEARING PULLER, SELF CONTAINED
INBUILT HYDRAULIC PUMP 02 JAW FORGED ALLOY STEEL
INTEGRAL SAFETY RELEASE VALVE, SPRING RETURN
HYDRAULIC PISTON, BRIGHT CHROME FINISH RESISTING
CORROSION & 360 DEGREE ROTA TABLE PUMP FOUR
STAGES OF REMOVABLE HANDLE, STROKE : 85 MM,
REACH : 270MM, SPREAD : 220MM, WEIGHT : 12.5 KG .",1,50762,0,5.0% VAT,5.00%,2538.1,50762,48769,48769,1993,3.93%,No,No,49762,52250.1,50762,53300.1,1050,-1050
Nisha Patil,2-Oct-16,INR,1,Deep Industries Ltd.,Deep Industries,5728,200589-1,2-Oct-16,BM9B6X2,"Flow Profiler 2"" 600#",1,6200,0,15.0% VAT,15.00%,930,6200,4242,4242,1958,31.58%,No,No,6000,6900,6200,7130,230,-230
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4K1,Chart paper,3,4064.89164038889,0,2.0% VAT,2.00%,243.893498423333,12194.6749211667,9109,3036.33333333333,3085.67492116667,25.30%,No,No,12032.58,12273.23,12194.67,12438.56,165.33,-165.33
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4K2,Pen Arm,9,1017.52538365185,0,2.0% VAT,2.00%,183.154569057333,9157.72845286667,6921,769,2236.72845286667,24.42%,No,No,9036,9216.72,9157.73,9340.88,124.16,-124.16
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4K3,Pen Blue,3,2848.87073327778,0,2.0% VAT,2.00%,170.932243996667,8546.61219983333,6383,2127.66666666667,2163.61219983333,25.32%,No,No,8433,8601.66,8546.61,8717.54,115.880000000001,-115.880000000001
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4K4,Pen Green,3,2848.99073327778,0,2.0% VAT,2.00%,170.939443996667,8546.97219983333,6383,2127.66666666667,2163.97219983333,25.32%,No,No,8433.36,8602.03,8546.97,8717.91,115.879999999999,-115.879999999999
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4K5,Pen Red,3,2848.99073327778,0,2.0% VAT,2.00%,170.939443996667,8546.97219983333,6383,2127.66666666667,2163.97219983333,25.32%,No,No,8433.36,8602.03,8546.97,8717.91,115.879999999999,-115.879999999999
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4L7,"BARTON -P RECORDER 200 To 500 PSI ,",4,277498.58289205,0,2.0% VAT,2.00%,22199.886631364,1109994.3315682,836557,209139.25,273437.3315682,24.63%,No,No,1095239.72,1117144.51,1109994.33,1132194.22,15049.71,-15049.71
Lavanya Jamma,1-Oct-16,INR,1,Emerson Process Management Chennai Pvt. Ltd.,Emerson,6673,200609-1,1-Dec-16,BM9C4L8,"BARTON -P RECORDER 200 To 500 PSI ,",3,306876.156152756,0,2.0% VAT,2.00%,18412.5693691653,920628.468458267,627418,209139.333333333,293210.468458267,31.85%,No,No,908391,926558.82,920628.47,939041.04,12482.2200000001,-12482.2200000001
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM1G1U3,2 T D Shackle,5,60.802,0,12.5% VAT,13.00%,39.5213,304.01,359,71.8,-54.99,-18.09%,No,No,300,339,304.01,343.53,4.52999999999997,-4.52999999999997
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM3C8L6,Digimatic Depth Gauge 571-211-20,5,17733.956,0,13.5% VAT,14.00%,12413.7692,88669.78,87997,17599.4,672.779999999999,0.76%,No,No,87500,99750,88669.78,101083.55,1333.55,-1333.55
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4A5,1 T 2 T D Shackle - crosby/Able/ or - equivalent,5,60.802,0,13.5% VAT,14.00%,42.5614,304.01,455,91,-150.99,-49.67%,No,No,300,342,304.01,346.57,4.56999999999999,-4.56999999999999
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4A6,10TON 8MTR Endless - sling FERRETERRO/ RUD - /Zebbra/samson/ - SLINGSET/EZEElift,20,4785.9425,0,13.5% VAT,14.00%,13400.639,95718.85,84336,4216.8,11382.85,11.89%,No,No,95400,108756,95718.85,109119.49,363.490000000005,-363.490000000005
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4A7,12Mx5T Web Belt FERRETERRO/ RUD /Zebbra/ SLINGSET/EZEElift,10,2892.204,0,13.5% VAT,14.00%,4049.0856,28922.04,26672,2667.2,2250.04,7.78%,No,No,28730,32752.2,28922.04,32971.13,218.929999999997,-218.929999999997
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4A8,12T X 12m Web sling - Min 300 mm width - FERRETERRO/ RUD - /Zebbra/ - SLINGSET/EZEElift,5,9347.314,0,13.5% VAT,14.00%,6543.1198,46736.57,42790,8558,3946.57,8.44%,No,No,46120,52576.8,46736.57,53279.69,702.889999999999,-702.889999999999
Apeksha Khambe,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B2,2 MTX2mtrs Endless - Round SlingNose Cone - FERRETERRO/ RUD - /Zebbra/ - SLINGSET/EZEElift,15,391.738,0,13.5% VAT,14.00%,822.6498,5876.07,4415,294.333333333333,1461.07,24.86%,No,No,5850,6669,5876.07,6698.72,29.7200000000003,-29.7200000000003
Apeksha Khambe,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B3,2TX4MTR WEB FLAT BELT,20,425.417,0,13.5% VAT,14.00%,1191.1676,8508.34,7889,394.45,619.34,7.28%,No,No,8480,9667.2,8508.34,9699.51,32.3099999999995,-32.3099999999995
Apeksha Khambe,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B4,4T 8M Endless sling - FERRETERRO/ RUD - /Zebbra/ - SLINGSET/EZEElift,10,2322.642,0,13.5% VAT,14.00%,3251.6988,23226.42,20560,2056,2666.42,11.48%,No,No,22920,26128.8,23226.42,26478.12,349.32,-349.32
Tejasvi Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B5,4TON 2MTR Web sling - FERRETERRO/ RUD - /Zebbra/ - SLINGSET/EZEElift,10,470.122,0,13.5% VAT,14.00%,658.1708,4701.22,4046,404.6,655.22,13.94%,No,No,4670,5323.8,4701.22,5359.39,35.5900000000001,-35.5900000000001
Pooja Egade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B8,"Die set for M39,M36 - -Totem/PECO/Ambitec",5,9155.788,0,13.5% VAT,14.00%,6409.0516,45778.94,18884,3776.8,26894.94,58.75%,No,No,45175,51499.5,45778.94,52187.99,688.489999999998,-688.489999999998
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4B9,Digital Compass ASS- SL- 48002,5,6756.13,0,13.5% VAT,14.00%,4729.291,33780.65,24225,4845,9555.65,28.29%,No,No,33335,38001.9,33780.65,38509.94,508.040000000001,-508.040000000001
Sarika Tanawade,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C2,"Thread Guage SPG
191301156 - 3.5-60 - pitch",5,427.642,0,13.5% VAT,14.00%,299.3494,2138.21,1745,349,393.21,18.39%,No,No,2110,2405.4,2138.21,2437.56,32.1599999999999,-32.1599999999999
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C3,ANEMOMETER (AVM 07),5,2800.952,0,13.5% VAT,14.00%,1960.6664,14004.76,13695,2739,309.760000000002,2.21%,No,No,13820,15754.8,14004.76,15965.43,210.630000000001,-210.630000000001
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C4,Earth resistance tester - 0-10-1000 ohms,5,2937.756,0,13.5% VAT,14.00%,2056.4292,14688.78,12138,2427.6,2550.78,17.37%,No,No,14495,16524.3,14688.78,16745.21,220.91,-220.91
Radhika Sanka,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C5,Panduit GS4H gun plastic cable tie,10,10332.609,0,13.5% VAT,14.00%,14465.6526,103326.09,91032,9103.2,12294.09,11.90%,No,No,102640,117009.6,103326.09,117791.74,782.139999999999,-782.139999999999
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C6,"Panduit RT2HT gun for steel cable tie tensioning, Installation Tool: TM25754A01",5,53739.966,0,13.5% VAT,14.00%,37617.9762,268699.83,231119,46223.8,37580.83,13.99%,No,No,265155,302276.7,268699.83,306317.81,4041.10999999999,-4041.10999999999
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C7,Phase Rotation meter 1000v,5,15680.87,0,13.5% VAT,14.00%,10976.609,78404.35,73786,14757.2,4618.35000000001,5.89%,No,No,77370,88201.8,78404.35,89380.96,1179.16,-1179.16
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4C8,Vernier Caliper digital,5,7566.826,0,13.5% VAT,14.00%,5296.7782,37834.13,38436,7687.2,-601.870000000003,-1.59%,No,No,37335,42561.9,37834.13,43130.91,569.010000000002,-569.010000000002
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4R1,Lux Meter Lutron LX101,5,2635.772,0,13.5% VAT,14.00%,1845.0404,13178.86,12643,2528.6,535.860000000001,4.07%,No,No,13005,14825.7,13178.86,15023.9,198.199999999999,-198.199999999999
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4R2,Manual Ferrule Crimping tool Knipper gun and die set - 97 00 215 A Crimp Grip Pliers Knipex,5,10439.726,0,13.5% VAT,14.00%,7307.8082,52198.63,28447,5689.4,23751.63,45.50%,No,No,51510,58721.4,52198.63,59506.44,785.040000000001,-785.040000000001
Nisha Patil,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4X4,Portable Welding Machine Bois or Sai Arc Welding M/c Model ARC 200 single phase,5,10133.688,0,13.5% VAT,14.00%,7093.5816,50668.44,34895,6979,15773.44,31.13%,No,No,50000,57000,50668.44,57762.02,762.019999999997,-762.019999999997
Meenal Paradkar,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9B4X5,12TX4mtr Endless Round Sling FERRETERR O/ RUD /Zebbra/ SLINGSET/E ZEElift,15,5238.27466666667,0,13.5% VAT,14.00%,11000.3768,78574.12,47048,3136.53333333333,31526.12,40.12%,No,No,77880,88783.2,78574.12,89574.5,791.300000000003,-791.300000000003
Suvidha Shinde,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1B5,3TX2MTR ROUND SLING,20,512.708,0,13.5% VAT,14.00%,1435.5824,10254.16,7728,386.4,2526.16,24.64%,No,No,10220,11650.8,10254.16,11689.74,38.9400000000005,-38.9400000000005
Mandakini Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1B6,17 T D shackle - bolt Type with lock pin,40,1529.55175,0,13.5% VAT,14.00%,8565.4898,61182.07,54619,1365.475,6563.07000000001,10.73%,No,No,61080,69631.2,61182.07,69747.56,116.360000000001,-116.360000000001
Tejasvi Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1B7,8 MT X 8 mtrs web sling - Blade holding + container loading,20,3916.0445,0,13.5% VAT,14.00%,10964.9246,78320.89,70964,3548.2,7356.89,9.39%,No,No,78060,88988.4,78320.89,89285.81,297.410000000003,-297.410000000003
Apeksha Khambe,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1B8,2 MT Bow Shackle - Screw Pin type,15,631.803333333333,0,13.5% VAT,14.00%,1326.787,9477.05,1593,106.2,7884.05,83.19%,No,No,9435,10755.9,9477.05,10803.84,47.9400000000005,-47.9400000000005
Swati Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1B9,12 T 4 mtr round sling,5,4178.12,0,13.5% VAT,14.00%,2924.684,20890.6,15577,3115.4,5313.6,25.44%,No,No,20615,23501.1,20890.6,23815.28,314.18,-314.18
Tejasvi Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1C1,6.5 TON D SHACKLE - screw pin type,20,362.2065,0,13.5% VAT,14.00%,1014.1782,7244.13,5765,288.25,1479.13,20.42%,No,No,7220,8230.8,7244.13,8258.31,27.5100000000002,-27.5100000000002
Lavanya Jamma,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C1C3,30T *20Mtr Web flat belt,16,55229.7775,0,12.5% VAT,13.00%,114877.9372,883676.44,461227,28826.6875,422449.44,47.81%,No,No,880000,994400,883676.44,998554.38,4154.38000000001,-4154.38000000001
Nisha Patil,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BM9C5C1,Magnetic base block for dent measurement kit,5,2026.738,0,13.5% VAT,14.00%,1418.7166,10133.69,1517,303.4,8616.69,85.03%,No,No,10000,11400,10133.69,11552.41,152.41,-152.41
Swati Bhosale,1-Oct-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,6313,200614-3,1-Dec-16,BME3X5J,Magnetic base fixing light,5,13763.576,0,13.5% VAT,14.00%,9634.5032,68817.88,26811,5362.2,42006.88,61.04%,No,No,67910,77417.4,68817.88,78452.38,1034.98000000001,-1034.98000000001
Others,16-Dec-16,INR,1,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),GE,7249,200922-1,1-Jan-17,BM9C9Z4,Combination reversible ratchet wrench 8 to 19mm except 14 and 15mm,3,6333.33333333333,0,13.5% VAT,14.00%,2660,19000,18485,6161.66666666667,515,2.71%,No,No,25500,29070,19000,21660,7410,7410
Swati Bhosale,26-Dec-16,INR,1,Ingersoll Rand (India) Ltd.,IR,7347,200947-1,26-Dec-16,BM9C7W7,1in Medium Fream Star 4 Pass Printing Pesting Size 3x3,20,979,0,15.0% VAT,15.00%,2937,19580,16896,844.8,2684,13.71%,No,No,17080,19642,19580,22517,2875,-2875
Nisha Patil,24-Dec-16,INR,1,Supermarket Grocery Supplies Pvt. Ltd.,Big Basket,6876,201020-1,24-Dec-16,BM9C7Y1,Dry Fresh soft holdÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â pad for fruits,12000,3.8,0,6.0% VAT,6.00%,1596,26600,28146,2.3455,-1546,-5.81%,No,No,45600,48336,26600,28196,20140,20140
Nisha Patil,24-Dec-16,INR,1,Supermarket Grocery Supplies Pvt. Ltd.,Big Basket,7494,201023-1,24-Dec-16,BM9C7Y1,Dry Fresh soft holdÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â pad for fruits,8000,3.8,0,6.0% VAT,6.00%,1687.2,28120,29755,3.719375,-1635,-5.81%,No,No,30400,32224,28120,29807.2,2416.8,2416.8
Nisha Patil,24-Dec-16,INR,1,Supermarket Grocery Supplies Pvt. Ltd.,Big Basket,7498,201025-1,24-Dec-16,BM9C7Y1,Dry Fresh soft holdÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â pad for fruits,5000,3.8,0,6.0% VAT,6.00%,912,15200,16084,3.2168,-884,-5.82%,No,No,19000,20140,15200,16112,4028,4028
Nisha Patil,24-Dec-16,INR,1,Supermarket Grocery Supplies Pvt. Ltd.,Big Basket,7501,201027-1,24-Dec-16,BM9C7Y1,Dry Fresh soft holdÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â pad for fruits,1000,3.8,0,6.0% VAT,6.00%,136.8,2280,2413,2.413,-133,-5.83%,No,No,3800,4028,2280,2416.8,1611.2,1611.2
Poonam Mohite,18-Jan-17,INR,1,Applied Materials India Pvt. Ltd.,AMAT,7620,201083-1,18-Jan-17,BM9D4B6,"wire hose 1 1/4"" (32mm)",50,140.74,0,5.5% VAT,6.00%,422.22,7037,10350,207,-3313,-47.08%,No,No,6537,6929.22,7037,7459.22,530,-530
Suvidha Shinde,18-Oct-16,INR,1,Alstom Bharat Forge Power Pvt. Ltd.,Alstom,6517,201255-1,18-Oct-16,BM9A4C2,"Coolant (Ethylene Glycol), 1 Carboy = 1 Gallon = Coolant (Ethylene 3.378 Liter 3.378 Liter",20,3447.81,0,15.0% VAT,15.00%,10343.43,68956.2,71354,3567.7,-2397.8,-3.48%,No,No,103434.3,118949.45,68956.2,79299.63,39649.82,39649.82
Pooja Egade,25-Feb-17,INR,1,Henkel Adhesive Technologies India Pvt. Ltd.,Henkel,7968,201256-1,25-Feb-17,BM9D6S6,Retractable Dock Shelter,1,284421.25,0,13.5% VAT,14.00%,39818.975,284421.25,180000,180000,104421.25,36.71%,No,No,189474,216000.36,284421.25,324240.23,108239.87,-108239.87
Swati Bhosale,10-Feb-17,INR,1,Applied Materials India Pvt. Ltd.,AMAT,7828,201283-1,10-Feb-17,BM9D5V7,MD504 molecular distilled oil,5,902.66,0,13.1% VAT,13.00%,586.729,4513.3,2750,550,1763.3,39.07%,No,No,3957.3,4471.75,4513.3,5100.03,628.28,-628.28
Suvidha Shinde,9-Mar-17,INR,1,Ingersoll Rand (India) Ltd.,IR,8089,201385-1,9-Mar-17,BM9D9V1,"MARCK PTFE Seated Lever Operated Butterfly Valve, 50 mm, Body and Disc Material SS 304",2,3480.07,0,5.0% VAT,5.00%,348.007,6960.14,6272,3136,688.139999999999,9.89%,No,No,6238.08,6549.98,6960.14,7308.15,758.17,-758.17
Suvidha Shinde,9-Mar-17,INR,1,Ingersoll Rand (India) Ltd.,IR,8089,201385-1,9-Mar-17,BM9D9V2,"MARCK PTFE Seated Lever Operated Butterfly Valve, 65 mm, Body and Disc Material SS 304",2,4647.73,0,5.0% VAT,5.00%,464.773,9295.46,8377,4188.5,918.460000000001,9.88%,No,No,8331.12,8747.68,9295.46,9760.23,1012.55,-1012.55
Suvidha Shinde,9-Mar-17,INR,1,Ingersoll Rand (India) Ltd.,IR,8089,201385-1,9-Mar-17,BM9D9V3,"MARCK PTFE Seated Lever Operated Butterfly Valve, 80 mm, Body and Disc Material SS 304",2,5449.06,0,5.0% VAT,5.00%,544.906,10898.12,10297,5148.5,601.120000000001,5.52%,No,No,9767.52,10255.9,10898.12,11443.03,1187.13,-1187.13
Suvidha Shinde,25-Mar-17,INR,1,Alstom Bharat Forge Power Pvt. Ltd.,GE Power Systems,8423,201481-1,25-Mar-17,BM9E2H4,"Portable Purity Meter H2, CO2, Air - FA 150",1,269631,0,2.0% CST,2.00%,5392.62,269631,230247,230247,39384,14.61%,No,No,241935,246773.7,269631,275023.62,28249.92,-28249.92
Tejasvi Bhosale,3-Apr-17,INR,1,Henkel Adhesive Technologies India Pvt. Ltd.,Henkel,8557,201515-3,4-Apr-17,BM9E3W7,"Godrej 2.5 ton Hand Pallet Truck, Single Nylon Roller - GPT 2500H",3,12488.6666666667,0,0,0.00%,0,37466,50544,16848,-13078,-34.91%,No,No,29065.5,31100.09,37466,37466,6365.91,-6365.91
Suvidha Shinde,29-Apr-17,INR,1,Ingersoll Rand (India) Ltd.,IR,8990,201690-2,29-Apr-17,BM0O4V3,"2 Ply Toilet Tissue Rolls, 350 Pulls with fsc certification 100% Virgin Fibre",304,21.2352631578947,0,13.5% VAT,14.00%,903.7728,6455.52,4469,14.7006578947368,1986.52,30.77%,No,No,6627.2,7555.01,6455.52,7359.29,195.72,195.72
Rajani Ganesh Kyatham,23-May-17,INR,1,Ingersoll Rand (India) Ltd.,IR,8760,201809-1,23-May-17,BM9E5U8,Activated Alumina,15,299.066666666667,0,5.0% VAT,5.00%,224.3,4486,3382,225.466666666667,1104,24.61%,No,No,3483,3657.15,4486,4710.3,1053.15,-1053.15
Nisha Patil,24-May-17,INR,1,Ingersoll Rand (India) Ltd.,IR,9256,201819-3,24-May-17,BM9F1H1,"Sensor Compatible to Vacuum Gauge, Range 1000 to 0.001 mBar",2,9199.5,0,15.0% VAT,15.00%,2759.85,18399,15743,7871.5,2656,14.44%,No,No,16524,19002.6,18399,21158.85,2156.25,-2156.25
Nisha Patil,8-Jun-17,INR,1,Henkel Adhesive Technologies India Pvt. Ltd.,Henkel,9487,201898-2,8-Jun-17,BM9D6S6,Retractable Dock Shelter,1,283737,0,13.5% VAT,14.00%,39723.18,283737,180000,180000,103737,36.56%,No,No,189474,216000.36,283737,323460.18,107459.82,-107459.82
Nisha Patil,8-Jun-17,INR,1,Ingersoll Rand (India) Ltd.,IR,9593,201907-2,8-Jun-17,BM9D9V1,"MARCK PTFE Seated Lever Operated Butterfly Valve, 50 mm, Body and Disc Material SS 304",2,3480,0,5.0% VAT,5.00%,348,6960,6778,3389,182,2.61%,No,No,6238,6549.9,6960,7308,758.1,-758.1
Nisha Patil,8-Jun-17,INR,1,Ingersoll Rand (India) Ltd.,IR,9593,201907-2,8-Jun-17,BM9D9V2,"MARCK PTFE Seated Lever Operated Butterfly Valve, 65 mm, Body and Disc Material SS 304",2,4648,0,5.0% VAT,5.00%,464.8,9296,9052,4526,244,2.62%,No,No,8332,8748.6,9296,9760.8,1012.2,-1012.2
Nisha Patil,8-Jun-17,INR,1,Ingersoll Rand (India) Ltd.,IR,9593,201907-2,8-Jun-17,BM9D9V4,"MARCK PTFE Seated Lever Operated Butterfly Valve, 100 mm, Body and Disc Material SS 304",2,7097.5,0,5.0% VAT,5.00%,709.75,14195,13825,6912.5,370,2.61%,No,No,12722,13358.1,14195,14904.75,1546.65,-1546.65
Yash Gajjar,5-Jun-17,INR,1,MetaStar,MetaStar,9518,202002-1,5-Jun-17,BM9F6Y1,"MS Tubes, 73063090",5050,45.8670297029703,0,5.0% VAT,5.00%,11581.425,231628.5,227996,45.1477227722772,3632.5,1.57%,No,No,230128.5,241634.93,231628.5,243209.93,1575,-1575
Avni Yogeshkumar Shah,5-Jun-17,INR,1,MetaStar,MetaStar,9518,202002-1,5-Jun-17,BM9F6Y2,Channels,1630,39.080245398773,0,5.0% VAT,5.00%,3185.04,63700.8,61475,37.7147239263804,2225.8,3.49%,No,No,62200.8,65310.84,63700.8,66885.84,1575,-1575
Avni Yogeshkumar Shah,5-Jun-17,INR,1,MetaStar,MetaStar,9518,202002-1,5-Jun-17,BM9F6Y3,MS Beam,990,39.6751515151515,0,5.0% VAT,5.00%,1963.92,39278.4,37338,37.7151515151515,1940.39999999999,4.94%,No,No,37778.4,39667.32,39278.4,41242.32,1575,-1575
Avni Yogeshkumar Shah,5-Jun-17,INR,1,MetaStar,MetaStar,9518,202002-1,5-Jun-17,BM9F6Y4,GP Sheets,2350,58.9382978723404,0,5.0% VAT,5.00%,6925.25,138505,135407,57.62,3098,2.24%,No,No,137005,143855.25,138505,145430.25,1575,-1575
Nisha Patil,22-June-17,INR,1,Applied Materials Inc.,AMAT,9788,202023-1,22-June-17,BM9F9A7,Chair - BM9F9A7,2,2300,0,13.5% CST,14.00%,644,4600,2830,1415,1770,38.48%,No,No,4000,4560,4600,5244,684,-684
Mandakini Bhosale,27-June-17,INR,1,Applied Materials Inc.,AMAT,9870,202052-3,27-June-17,BM9G1T2,"PEAK PCAN USB Adaptor with Isolation Includes Windows 7/8, Capacity 32/64 Bit",4,23959.5,0,13.5% CST,14.00%,13417.32,95838,78800,19700,17038,17.78%,No,No,95388,108742.32,95838,109255.32,513,-513
Nisha Patil,4-Oct-16,INR,1,#N/A,Cairn,6376,Not Booked,4-Oct-16,BM9A2Y4,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â_x009d_ with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. (Only wind Socks).",75,563.283333333333,0,2.0% VAT,2.00%,844.925,42246.25,36762,490.16,5484.25,12.98%,No,No,38332.5,39099.15,42246.25,43091.18,3992.03,-3992.03
