ItemNo,ItemDescription,Service_or_Material,TCS
BM9M0C4,"Aggregator Service- Flight Tickets, WBSEE0-005076-114, Project- NTPC Sipat Stator Bar Replacement, P",Service,No
BM9C2U0,"Aggregator Service- Flight Tickets, WBSES0-007636-0Z400039, Project- RPD Renusagar, PM- Neeraj Pal",Service,No
BM9L9J3,"Aggregator Service- Flight Tickets, WBSES0-010330-1143, Project- Vendata Jharsugeda, PM- Pradeep",Service,No
BM9O5J9,"Aggregator Service- Flight Tickets, WBSISO-003699, Project- NEEPCO Stator Rewind, PM- Ajay Rane",Service,No
BM9I1V1,"Aggregator Service- Flight Tickets_ Dharmendra Singh, WBS, Project- NTPC SIPAT Stator Winding Repair",Service,No
BM9S6X2,Aggregator Service- Flight Tickets_ Hardik RamKumar Singh WBSEE0-005085-114 Project- NTPC Kahalgaon,Service,No
BM9P5M0,Aggregator Service- Flight Tickets_ Hardik WBSEE0-005085-114 Project- NTPC Kahalgaon PM- RamKumar S,Service,No
BM9N0O0,"Aggregator Service- Flight Tickets_ S Murugaiah, WBS, Project- TRN Energy, PM- Prashant Metkar",Service,No
BM9Z7V3,"Aggregator Service- Flight Tickets_Monu Kumar, Satvinder PMEEO-005282-114 Invoice Status- Rattan Pow",Service,No
BM9C0T4,Aggregator Service- Foreign Field WBS: EE0-005320-111 Project: Lanco Anapara PM: Ajay Dhar,Service,No
BM9M6B3P,Aggregator Service- Garage Tools WBS: EBO-008995-0Z40027 Project: IOCL Baruni PM: Ramkumar Singh,Service,No
BM9G0H4,Aggregator Service- Giri Book Stall WBSES0-007636-0Z00018 Project- Retrofit of Turbine RPD PM-Neeraj,Service,No
BM9D2H7P,Aggregator Service- Global Logistics Solutions EB0-016817-111 - Vendata Jharsuguda - Ajay Dhar,Service,No
BM9V6F5,"Aggregator Service- Gobal logistics solution india pvt ltd, Project - West Bengal, PM - Ajay Dhar",Service,No
BM9O2E8O,Aggregator Service- Good India Travels WBS: EB0-016286-1121 Project: NTPC Vindhyachal PM: Pawan Kuma,Service,No
BM9C1F0,Aggregator Service- Good India Travels WBSEE0-005253-1142 Project- NTPC Vindhyachal PM- Vara Prasad,Service,No
BM9D5E8X,"Aggregator Service- Guest House Payment , PMEE0-005093-111, Invoice Status- Adani Mundra, Descriptio",Service,No
BM9O2Q1,Aggregator Service- Guest house PMEE0-005116-111 Invoice Status- Adani Udipi Description- Ajay Dhar,Service,No
BM9L0Y9,Aggregator Service- Guest house_Shantiniketan WBS: EE0-005116-111 Project: Adani Udipi PM: Ajay Dhar,Service,No
BM9Y5H4,Aggregator Service- Guida TravelsWBSES0-010330-1143 Project- Vendata Jharsugeda PM- Pradeep,Service,No
BM9I8R3,Aggregator Service- Gupta Tour and Travels WBS: EA0-003709-0Z400007 Project: NTPC Unchahar PM: Neera,Service,No
BM9J6Z6,"Aggregator Service- Hemkunt Residency, EA0-004408-1114-ES0-004720-0Z200002, Project-, PM-Debaditya S",Service,No
BM9Y0K0,"Aggregator Service- Hemkunt Residency, EB0-015421-114-ES0-004720-0Z200002, Project-, PM-Debaditya Sa",Service,No
BM9F7M7,"Aggregator Service- Hemkunt Residency, WBSES0-004720-0Z200002, Project- , PM- Debaditya Sanyal",Service,No
BM9P9T0,Aggregator Service- Hindalco Industries Limited WBSES0-009627-115 Project- RPD Unit-4 PM- Neeraj Pal,Service,No
BM9C7T0,"Aggregator Service- Hindalco Industries Limited, WBSES0-007636-0Z400023, Project- RPD Site Unit- 7,",Service,No
BM9V0T7K,Aggregator Service- Hindalco Industries WBSES0-007636-0Z00018 Project- Retrofit of Turbine RPD PM- N,Service,No
BM9S0I0,"Aggregator Service- Hire Vehicle Bill - Ameer Travels, WBSES0-009581-114, Project- COH of Unit #1 TG",Service,No
BM9Y2W9,Aggregator Service- Hitech Machinery. SK Construction and Rolli NDT WBS: Project: Khaperkheda PM: P,Service,No
BM9D7Z8,"Aggregator Service- Hotel Aniruth Park, WBSES0-009581-114, Project- COH of Unit #1 TG Set at TANGEDC",Service,No
BM9L0P3F,Aggregator Service- Hotel Aryaprava WBS: EE0-005135-112 Project: NTPC Talcher PM: Ramukumar,Service,No
BM9G9A0,Aggregator Service- Hotel Ashray Inn WBSEA0-004839-112 Project- Torrent Power PM- Mujeeb Mohammad,Service,No
BM9Z4T6,"Aggregator Service- Hotel Ashray Inn, WBSEA0-004407-1114, Project- Torrent Power, PM- Ajay Rane",Service,No
BM9F3T1,"Aggregator Service- Hotel Ashray Inn, WBSEA0-004408-1114, Project- Torrent Power, PM- Ajay Rane",Service,No
BM9J7D7,"Aggregator Service- Hotel Ashray Inn, WBSEB0-015421-114, Project- Torrent Power, PM- Ajay Rane",Service,No
BM9V5J7,"Aggregator Service- Hotel Banjara Resort, WBSEE0-003201-0Z3000001, Project- RPD Unit#5 Brush Issue,",Service,No
BM9G0Z3,Aggregator Service- Hotel Bill - The Mohini Royale WBSES0-010330-1143 Project- Vendata Jharsugeda PM,Service,No
BM9K5M0,"Aggregator Service- Hotel Bill - The Vijay Park , WBSEB0-015856-114, Project- RLNG Fuel Conversion f",Service,No
BM9B5N5,Aggregator Service- Hotel Bill - The Vijay Park WBS: EB0-015856-114 Project: RLNG Fuel Conversion fo,Service,No
BM9Q4L9,"Aggregator Service- Hotel Bill and Taxi Bill Payment, EE0-004668-111-EE0-005076-114, Project-NTPC Si",Service,No
BM9I5K1,"Aggregator Service- Hotel Bill Aniruth Park , WBSES0-009581-114, Project- COH of Unit #1 TG Set at T",Service,No
BM9F0A0,"Aggregator Service- Hotel Bill Aniruth Park , WBSES0-009581-114., Project- COH of Unit #1 TG Set at",Service,No
BM9R3U8,"Aggregator Service- Hotel Bill Kaveri, WBSEB0-015417-1152, Project- Expediting at ISGEC, Yamunanagar",Service,No
BM9V5O5,"Aggregator Service- Hotel Bill_Ginger , WBSISO-003699, Project- NEEPCO Stator Rewind, PM- Ajay Rane",Service,No
BM9H4J8,Aggregator Service- Hotel Bill_Heritage Inn WBS: EE0-005137-114 Project: Generator Overhauls Korba P,Service,No
BM9Z7M3,"Aggregator Service- Hotel Bill_Roots Coorperation , WBSISO-003699, Project- NEEPCO Agartala, PM- Aja",Service,No
BM9T6L1,"Aggregator Service- Hotel Bill_Roots Coorperation, WBSISO-003699, Project- NEEPCO Agartala, PM- Ajay",Service,No
BM9I8P7Z,Aggregator Service- Hotel Deluxe WBS:� Project: Khaperkheda PM: Prashant,Service,No
BM9O9F9,Aggregator Service- Hotel Emerald WBS: EB0-016173-1121 Project: NTPC Sipat PM: Pawan Kumar,Service,No
BM9A2Y3W,Aggregator Service- Hotel Hardeo WBS: Project: Khaperkheda PM: Prashant,Service,No
BM9R1D6,"Aggregator Service- Hotel Heritage Inn - Karan Singh, WBSEE0-005137-114, Project- Generator Overhaul",Service,No
BM9I3H7,"Aggregator Service- Hotel Heritage Inn, WBSEE0-005137-114, Project- Generator Overhauls Korba, PM- D",Service,No
BM9V7I1,"Aggregator Service- Hotel Kaveri, WBSEB0-015417-1152, Project- Expediting at ISGEC, Yamunanagar for",Service,No
BM9X7I1,"Aggregator Service- Hotel Kaveri, WBSEB0-015417-1152, Project- SGEC - RIL project, PM- Joy Modak",Service,No
BM9K3R1,Aggregator Service- HoteL Krishna Palace WBSEE0-005205-114 Project- RRVUNL Kalisindh PM- Neeraj Pal,Service,No
BM9S9Z8,Aggregator Service- Hotel Mishteen Club & Resort WBSEE0-005205-114 Project- RRVUNL Kalisindh PM- Nee,Service,No
BM9V0L1,Aggregator Service- Hotel North View WBS: Project: Khaperkheda PM: Prashant,Service,No
BM9D7X2D,"Aggregator Service- Hotel Payment_Rajdhani, WBSISO-003699, Project- NEEPCO Stator Rewind, PM- Ajay R",Service,No
BM9S8T2,"Aggregator Service- Hotel Payment_Roots Corporation, WBSISO-003699, Project- NEEPCO Stator Rewind, P",Service,No
BM9Y5O3,"Aggregator Service- Hotel Payment_Veena Tours and Travels, WBSES0-009770-114, Project- BSCL Bhokhara",Service,No
BM9Z6F0,"Aggregator Service- Hotel Payment_Veena Tours and Travels, WBSESO-009770-114, Project- BSCL Bhokhara",Service,No
BM9H9O8S,"Aggregator Service- Hotel River Side, WBSEE0-005076-114, Project- NTPC Sipat Stator Bar Replacement,",Service,No
BM9C8P3,"Aggregator Service- Hotel Satya International , WBSEE0-004494-113, Project- NTPC Rihand - stator bar",Service,No
BM9Z5X4,Aggregator Service- Hotel Seven WBS: EA0-004839-112 Project: Torrent Power PM: Ajay Dhar,Service,No
BM9V1S9,Aggregator Service- Hotel Surya WBS: EB0-016286-1121 Project: NTPC Vindhyachal PM: Debaditya,Service,No
BM9J0I7,Aggregator Service- Hotel Surya WBS: EB0-016712-112 Project: Star Paper Mills PM: Gautam Dey,Service,No
BM9I0L0,Aggregator Service- Hotel Surya WBS: EE0-005135-112 Project: NTPC Talcher PM: Ramukumar,Service,No
BM9W5R6,Aggregator Service- Hotel Surya_ Karan Singh WBS: EE0-005135-112 Project: NTPC Talcher PM: Ramukumar,Service,No
BM9Y4S3,Aggregator Service- India Iron Trading co WBSEA0-003799-0Z400009 Project- HPGCL-ESP Restoration Yamu,Service,No
BM9V6F3N,Aggregator Service- Indian Iron Trading co WBSEA0-003799-0Z400009 Project- HPGCL-ESP Restoration Yam,Service,No
BM9Y5A5,Aggregator Service- Industrial X Ray WBS: EB0-15417-1122 Project: RIL Vadodara PM,Service,No
BM9O0J9,"Aggregator Service- Industriial X Ray, WBSEB0-011924-0Z40016, Project- BORL BINA, PM- Pawan Kumar Bh",Service,No
BM9Y3H3,"Aggregator Service- Ivy Stores, WBSEA0-00407-1114, Project- Torrent Power, PM- Ajay Rane",Service,No
BM9B8Y0,"Aggregator Service- Ivy Stores, WBSEB0-015421-114, Project- Torrent Power, PM- Ajay Rane",Service,No
BM9A0W4,Aggregator Service- Jagdamba Enterprises and Good India WBS: EE0-005253-1142 Project: NTPC Vindhyach,Service,No
BM9D8H1J,Aggregator Service- Jasbir Singh WBS: EA0-003799-0Z400009 Project: HPGCL-ESP Restoration Yamunagar P,Service,No
BM9N1I6,Aggregator Service- Jeeva Jyoti Travels WBS: EE0-005116-111 Project: Adani Udipi PM: Ajay Dhar,Service,No
BM9Y5F3,Aggregator Service- Jeeva Jyoti Travels WBS: EE0-005282-114 Project: Rattan Power Ltd. PM: Ajay Dhar,Service,No
BM9T2V7,"Aggregator Service- Jeeva Jyoti Travels, PMEE0-005116-111, Invoice Status- Adani Udipi, Description-",Service,No
BM9T4G4,Aggregator Service- Jhajjar Power Limited - NTPC Jhajjar WBSES0-010562-114 Project- HP Turbine OH-NT,Service,No
BM9Y3J3,Aggregator Service- Jhunir Tours and Travels WBS: ESO-010790-1142 Project: Talwandi Sabo Mansa PM: P,Service,No
BM9X0Y1,Aggregator Service- Junior Tours and Travels WBS: ES0-009627-115 Project: RPD Unit-4 PM: Neeraj Pal,Service,No
BM9Y2K6,Aggregator Service- Junior Tours and Travels WBS: ESO-010790-1142 Project: Talwandi Sabo Mansa PM: P,Service,No
BM9U4P3,Aggregator Service- Junior Tours and Travels WBSESO-010790-1142 Project- Talwandi Sabo Mansa PM- Pra,Service,No
BM9W6I5,Aggregator Service- Khodal Krupa Tours and Travels WBS: EA0-004839-112 Project: Torrent Power PM: Aj,Service,No
BM9V4B6,Aggregator Service- Kothari Travels WBS: EE0-005253-1142 Project: Jayaswal Nelco PM: Prashant Metkar,Service,No
BM9N2I5,"Aggregator Service- Laxmi Crane , WBSEA0-004641-114, Project- Overhauling & Repair IGL Kashipur, PM-",Service,No
BM9U2Y6,"Aggregator Service- Laxmi Crane Services, WBS EA0-004641-114, Project- IGL Kashipur ESP OH, PM- Gout",Service,No
BM9H3G6,Aggregator Service- Laxmi Crane WBSEA0-003799-0Z00009 Project- HPGCL Yamunanagar PM- Gautam Dey,Service,No
BM9Y6P4,"Aggregator Service- Lodging Bill, WBSEA0-004558-112, Project- Bakreshwar, PM- Gautam Dey",Service,No
BM9G2O8,"Aggregator Service- M/S City Computer, WBSEA0-004558-112, Project- Bakreshwar, PM- Gautam Dey",Service,No
BM9H0F0,Aggregator Service- M/s Rajnish Sanghvi WBSEB0-0015856-14 Project- RLNG-Fuel Conversion for CPCL- 3,Service,No
BM9F1O9,Aggregator Service- M/s Tesla Engineering WBSEE0-005205-114 Project- RRVUNL Kalisindh PM- Neeraj Pal,Service,No
BM9W6M2I,Aggregator Service- Madhu Engineering_Guest House WBS: EE0-005282-114 Project: Rattan Power Ltd. PM:,Service,No
BM9O3J9,"Aggregator Service- Mahalaxmi Trading, EE0-004046-0Z400007-EA0-004579-112, Project-Bilt Bilapur, PM-",Service,No
BM9R3Z6,Aggregator Service- Mahalaxmi Trading_Crane WBSEA0-004579-112 Project- Bilt Bilapur PM- Prashant Me,Service,No
BM9R9Y3,Aggregator Service- Mahesh Kumar Singh WBSEBO-008995-0Z400027 Project- IOCL Baruni PM- Ramkumar Sing,Service,No
BM9V7X1,"Aggregator Service- Mak Engineering, WBSESO-009381-114, Project- Talwandi Sabbo, PM- Pawan Kr Bhati",Service,No
BM9Q5C4,Aggregator Service- Mangal Kumar & Manjeet Industries PMEE0-005120-114 Invoice Status- PTPP Paricha,Service,No
BM9B7X1,Aggregator Service- Mangal Kumar PM Invoice Status- PTPP Paricha Description- Debaditya Sanayal,Service,No
BM9O2U3A,Aggregator Service- Mangal Kumar PMEE0-005120-114 Invoice Status- PTPP Paricha Description- Debadity,Service,No
BM9S9D6,Aggregator Service- Mangal Kumar WBS: EE0-005120-114 Project: PTPP Paricha PM: Debaditya Sanayal,Service,No
BM9I9Z3,"Aggregator Service- Mani Das Mahant, WBSEE0-005137-114, Project- Generator Overhauls Korba, PM- Deba",Service,No
BM9S1K4,Aggregator Service- Mani Das Manant_Taxi WBSEE0-004046-0Z400007 Project- HTPS Korba PM- Prashant Me,Service,No
BM9J3O9,"Aggregator Service- Mani Das Manant_Taxi 1, WBSEE0-004046-0Z400007, Project- HTPS, Korba, PM- Prasha",Service,No
BM9W2L0,"Aggregator Service- Mani Das Manant_Taxi 2, WBSEE0-004046-0Z400007, Project- HTPS, Korba, PM- Prasha",Service,No
BM9Y9D0,"Aggregator Service- Mani Das Manant_Taxi, WBSEE0-004046-0Z400007, Project- CSPGCL Korba Stator Rewin",Service,No
BM9G0T6,"Aggregator Service- Mani Das Manant_Taxi, WBSEE0-004046-0Z400007, Project- HTPS, Korba, PM- Prashant",Service,No
BM9H7Z6,Aggregator Service- Manjesh Kumar WBS: EB0-014852-111 Project: NTPC Barh PM: Debaditya,Service,No
BM9M3G0,Aggregator Service Manjesh Kumar WBS: EB0-014852-111 Project: NTPC Barh PM:Abhishek,Service,No
BM9T1T9,"Aggregator Service- Manpower Charges, WBSEA0-004579-112, Project- Bilt Balarpur ESP #4 Refurbishment",Service,No
BM9D0J3,Aggregator Service- Measurement Sheet and Pooja Stationary WBS: EA0-004815-114 Project: Star Paper M,Service,No
BM9T0P9,Aggregator Service- Mech Engineering WBS: ESO-010790-1142 Project: Talwandi Sabo Mansa PM: Pradeep S,Service,No
BM9V8D3,Aggregator Service- Mech Engineering WBSESO-010790-1142 Project- Talwandi Sabo Mansa PM- Pradeep S,Service,No
BM9Y9Z0,Aggregator Service- Media Computer Service WBS: EB0-016379-114 Project: NTPC Mauda PM: Prashant Metk,Service,No
BM9W5A0Q,Aggregator Service- Mehak Restaurant WBS: ES0-009627-115 Project: RPD Unit-4 PM: Neeraj Pal,Service,No
BM9C3O5,Aggregator Service- Mehak Restaurant WBS: ESO-010790-1142 Project: Talwandi Sabo Mansa PM: Pradeep S,Service,No
BM9P4Q0A,Aggregator Service- Mehak Restaurant WBSESO-010790-1142 Project- Talwandi Sabo Mansa PM- Pradeep S,Service,No
BM9M3O5,Aggregator Service- Milestone Engineering - Man Power Supply WBSEA0-004579-112 Project- Bilt Balarpu,Service,No
BM9O3K1,"Aggregator Service- Milestone Engineering and Construction co, EE0-004748-114-EA0-004579-112., Proje",Service,No
BM9W7O7,Aggregator Service- MK Engineering Corporation WBS: EA0-003799-0Z400009 Project: HPGCL-ESP Restorati,Service,No
BM9Y4U1,"Aggregator Service- Modern Crane, WBSEA0-004128, Project- ICL Malkapur, PM- Goutam Dey",Service,No
BM9S2J5,Aggregator Service- Mohindra Electrical and Alps Power WBS: EA0-003799-0Z400009 Project: HPGCL-ESP R,Service,No
BM9O4X0,Aggregator Service- Mukesh Tours and Travels - WBS: EE0-005253-1142 Project: NTPC Vindhyachal PM: Va,Service,No
BM9K3G2,Aggregator Service- Neeru Furniture & JA Furniture WBS: EB0-016173-1121 Project: NTPC Sipat PM: Pawa,Service,No
BM9X8H3,Aggregator Service- Nice Infocom WBS: EA0-004815-114 Project: Star Paper Mills PM: Debaditya Sanayal,Service,No
BM9W9Z5,Aggregator Service- NRG Enterprises PMESO-010411-114 Invoice Status- Turbo Generator Mettur Descript,Service,No
BM9G3M9,"Aggregator Service- NRG Enterprises, WBSES0-009581-114, Project- UPRVUNL Paricha, PM- Debaditya Sany",Service,No
BM9I2S4,"Aggregator Service- Odisha Crane Service, WBSEA0-004558-112, Project- Bakreshwar, PM- Gautam Dey",Service,No
BM9V9E7Y,Aggregator service of Conference & PR Services,Service,No
BM9N1P0V,"Aggregator service of Conference & PR Services , Supplier Hebhako Brothers",Service,No
BM9E0Q3,"Aggregator service of Conference & PR Services , Supplier India Media Relations",Service,No
BM9S4C7,Aggregator Service- Om Insulation WBS: EA0-003799-0Z400009 Project: HPGCL-ESP Restoration Yamunagar,Service,No
BM9U9O6,Aggregator Service- Om Sri Sai Ram Travels PMESO-010411-114 Invoice Status- Turbo Generator Mettur D,Service,No
BM9S4L3,"Aggregator Service- Parth Bus Service , PMEE0-005093-111, Invoice Status- Adani Mundra, Description-",Service,No
BM9S9V4,Aggregator Service- Parth Metallurigical Services WBS:� Project: Khaperkheda PM: Prashant,Service,No
BM9K0E8,Aggregator Service- Pathan Travels WBSEB0-15417-1122 Project- RIL Vadodara PM,Service,No
BM9D0C6,"Aggregator Service- Pilania Road Carriers, WBSESO-007617-0Z500020, Project- R&M Ramagundam U#1-3, PM",Service,No
BM9U5Q0,Aggregator Service- Pooja Tour & Travels PMEB0-016379-114 Invoice Status- NTPC Mauda Description- Pr,Service,No
BM9Q7H7,Aggregator Service- Pooja Tour & Travels PMEB0-016379-114 Invoice Status- NTPC Mouda Description- Pr,Service,No
BM9V9Z1,Aggregator Service- Pooja Tour & Travels WBS: EB0-016287-114 Project: Mauda Nox PM: Pawan Kumar,Service,No
BM9E4B0,Aggregator Service- Pooja Tour & Travels WBS: EB0-016379-114 Project: NTPC Mauda PM: Prashant Metkar,Service,No
BM9T3U7,Aggregator Service- Pooja Tours & Travels WBS: EA0-004579-112 Project: Bilt Balarpur ESP #4 Refurbis,Service,No
BM9C0S0W,Aggregator Service- Pooja Tours and Travels PMEE0-005282-114 Invoice Status- Rattan Power Ltd. Descr,Service,No
BM9S6H7,"Aggregator Service- Premier Consultancy Ventures, WBSES0-009581-11B, Project- COH of Unit #1 TG Set",Service,No
BM9D0I2,Aggregator Service- Printer and Cartiage WBSEA0-004718-11B Project- ITC Bhadrachalam PM- Suraj Supra,Service,No
BM9Q7P1,"Aggregator Service- Punam Travels, WBSEB0-015417-1152, Project- Expediting at ISGEC, Yamunanagar for",Service,No
BM9X9J3,"Aggregator Service- Punam Travels, WBSEB0-015417-1152, Project- SGEC - RIL project, PM- Joy Modak",Service,No
BM9G9L6J,Aggregator Service- Punia Tour and Travels - NTPC Jhajjar WBSES0-010562-114 Project- HP Turbine OH-N,Service,No
BM9U4E5,Aggregator Service- Rahul Gupta WBS: EE0-005120-114 Project: PTPP Paricha PM: Debaditya Sanayal,Service,No
BM9X5Y8,Aggregator Service- Rajnish Sanghvi WBSEB0-015856-114 Project- RLNG Fuel Conversion for CPCL - 3 Boi,Service,No
BM9R4I4,Aggregator Service- Rangamati Enterprise WBS: EA0-004558-112 Project: Bakreshwar PM: Gautam Dey,Service,No
BM9H5L1O,Aggregator Service- Ravendra Prasad WBS: EB0-016712-112 Project: Star Paper Mills PM: Gautam Dey,Service,No
BM9J7I2,Aggregator Service- RD Construction WBS: EA0-004558-112 Project: Bakreshwar PM: Gautam Dey,Service,No
BM9B7I6,"Aggregator Service Respo Products, WBSEA0-004342-111, Project- JSW Salem , PM- Suraj Suprabhan",Service,No
BM9U2I7,"Aggregator Service- Respo Products, WBSEB0-14852-114, Project- , PM- Abhishek Mukherjee",Service,No
BM9I7Q5,Aggregator Service- Rotork Controls WBS: ES0-004720-0Z200002 Project: Ukai PM: Debaditya,Service,No
BM9Q3J8,"Aggregator Service- Royale Travels, WBSEB0-15417-1122, Project- RIL Vadodara , PM-",Service,No
BM9X8T4,Aggregator Service- RS Printers WBS: EB0-016173-1121 Project: NTPC Sipat PM: Pawan Kumar,Service,No
BM9W7O4,"Aggregator Service- RS Printers, WBSEB0-015418-1142, Project- NTPC Dadri , PM- Pradeep Shishodia",Service,No
BM9Z0E0,Aggregator Service- Rutvika Inspection and Hotel Surya WBS: EE0-005135-112 Project: NTPC Talcher PM:,Service,No
BM9O3I6,Aggregator Service- Rutvika Inspection WBS: EE0-005135-112 Project: NTPC Talcher PM: Ramukumar,Service,No
BM9P0T8L,Aggregator Service- RV Briggs & Co WBSG01-IN-0000003-T18-0013 Project- BHEL OEM PM- Pradeep,Service,No
BM9A3D5K,Aggregator Service- RV Briggs WBS: EB0-016173-1121 Project: NTPC Sipat PM: Pawan Kumar,Service,No
BM9K9O7,Aggregator Service- RV Briggs WBS: EE0-005253-1142 Project: NTPC Vindhyachal PM: Vara Prasad,Service,No
BM9I2I9,"Aggregator Service- S. Hatim & Co., EA0-004408-1114-EA0-004579-111, Project-BGPPL Ballarpur, PM-Pras",Service,No
BM9A4V1N,Aggregator Service- Sagar Tate_Car WBS: ES0-011327-112 Project: DURGAPUR PM: Ramukumar,Service,No
BM9T5K9,Aggregator Service- Sairam Tours and Travels PMEE0-005282-114 Invoice Status- Rattan Power Ltd. Desc,Service,No
BM9X6R5,Aggregator Service- Sargodha Electric Store WBSEA0-003799-0Z400009 Project- HPGCL-ESP Restoration Ya,Service,No
BM9V0Y0,Aggregator Service- Sarovar Portico_Natraj Hotels WBS: EE0-005120-114 Project: PTPP Paricha PM: Deba,Service,No
BM9W2F1,Aggregator Service- Satya Travels WBS: EB0-016286-1121 Project: NTPC Vindhyachal PM: Debaditya,Service,No
BM9C3R0,Aggregator Service- Satya Travels WBS: EB0-016286-1121 Project: NTPC Vindhyachal PM: Pawan Kumar,Service,No
BM9J7E1,Aggregator Service- Seema Chakravorty & Virendra _Rent + Electricity WBS: EB0-016173-1121 Project: N,Service,No
BM9H4E2A,Aggregator Service- Seema Chakravorty & Virendra _Rent WBS: EB0-016173-1121 Project: NTPC Sipat PM:,Service,No
BM9G3Y0,Aggregator Service- Shaheen Travels - Shaktinagar WBSES0-010562-114 Project- HP Turbine OH-NTPC Riha,Service,No
BM9Y7X0,Aggregator Service- Shaheen Travels & Foreign Field WBS: EE0-005320-111 Project: Lanco Anapara PM: A,Service,No
BM9C3C8Z,Aggregator Service- Shaheen Travels WBS: EE0-005320-111 Project: Lanco Anapara PM: Ajay Dhar,Service,No
BM9B3B6,Aggregator Service- Shaheen Travels WBSES0-007636-0Z00018 Project- Retrofit of Turbine RPD PM-,Service,No
