#,Date,Customer,Due Date,Document Status,Branch,Document Total,Canceled,Document Type,Inside Sales Owner,Order Number,Project,Document Total (FC),Document Total (SC),Tax Amount (SC)
9991028,22-Jun-2017,Indian Institute of Technology Bombay,22-Jul-2017,Closed,Maharashtra,2031.65,No,S,,,,0,2031.65,0
9991029,22-Jun-2017,Indian Institute of Technology Bombay,22-Jul-2017,Closed,Maharashtra,21462.85,No,S,,,,0,21462.85,0
9991030,22-Jun-2017,Alstom Bharat Forge Power Pvt. Ltd.,22-Jul-2017,Open,Maharashtra,24989.5,No,S,,,,0,24989.5,0
9991031,26-Jun-2017,Galiakotwala Engineering Co. Pvt. Ltd.,26-Jul-2017,Open,Maharashtra,0.17,No,S,,,,0,0.17,0
9991032,26-Jun-2017,GE India Industrial Pvt. Ltd.,26-Jun-2017,Closed,Maharashtra,6407.08,No,S,,,,0,6407.08,0
9991033,26-Jun-2017,Henkel Adhesive Technologies India Pvt. Ltd.,26-Jul-2017,Open,Maharashtra,13972.5,No,S,,,,0,13972.5,0
9991034,26-Jun-2017,Metal Home Engineering,26-Jul-2017,Open,Maharashtra,444481.38,No,S,,,,0,444481.38,0
9991035,27-Jun-2017,Applied Materials India Pvt. Ltd.,27-Jun-2017,Closed,Maharashtra,4389.46,No,S,,,,0,4389.46,0
9991036,27-Jun-2017,Applied Materials India Pvt. Ltd.,27-Jun-2017,Closed,Maharashtra,5221,No,S,,,,0,5221,0
9991037,27-Jun-2017,GE India Industrial Pvt. Ltd.,27-Jun-2017,Closed,Maharashtra,2980.4,No,S,,,,0,2980.4,0
9991038,27-Jun-2017,Indian Institute of Technology Bombay,27-Jul-2017,Closed,Maharashtra,3332.12,No,S,,,,0,3332.12,0
9991039,27-Jun-2017,Southern Spars International Pvt. Ltd.,27-Jul-2017,Open,Maharashtra,3818.99,No,S,,,,0,3818.99,0
9991040,29-Jun-2017,Applied Materials India Pvt. Ltd.,29-Jun-2017,Closed,Maharashtra,7620.5,No,S,,,,0,7620.5,0
9991041,29-Jun-2017,Indian Institute of Technology Bombay,29-Jul-2017,Closed,Maharashtra,21764.77,No,S,,,,0,21764.77,0
9991042,29-Jun-2017,Ingersoll Rand Technologies and Services Pvt. Ltd.,29-Jul-2017,Open,Maharashtra,3738.55,No,S,,,,0,3738.55,0
9991043,29-Jun-2017,Ingersoll Rand Technologies and Services Pvt. Ltd.,29-Jul-2017,Closed,Maharashtra,7556.97,No,S,,,,0,7556.97,0
9991044,29-Jun-2017,Ingersoll Rand Technologies and Services Pvt. Ltd.,29-Jul-2017,Open,Maharashtra,1794.66,No,S,,,,0,1794.66,0
9991045,30-Jun-2017,Applied Materials India Pvt. Ltd.,30-Jun-2017,Closed,Maharashtra,6691.96,No,S,,,,0,6691.96,0
9991046,30-Jun-2017,Applied Materials India Pvt. Ltd.,30-Jun-2017,Closed,Maharashtra,2934.87,No,S,,,,0,2934.87,0
9991047,30-Jun-2017,Applied Materials India Pvt. Ltd.,30-Jun-2017,Closed,Maharashtra,5183.55,No,S,,,,0,5183.55,0
9991048,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,4494.15,No,S,,,,0,4494.15,0
9991049,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,3274.02,No,S,,,,0,3274.02,0
9991050,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,9590.75,No,S,,,,0,9590.75,0
9991051,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,46,No,S,,,,0,46,0
9991052,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,18548.36,No,S,,,,0,18548.36,0
9991053,30-Jun-2017,Indian Institute of Technology Bombay,30-Jul-2017,Closed,Maharashtra,21330.64,No,S,,,,0,21330.64,0
9991054,30-Jun-2017,Ingersoll Rand Technologies and Services Pvt. Ltd.,30-Jul-2017,Open,Maharashtra,24597.68,No,S,,,,0,24597.68,0
9991055,30-Jun-2017,MetaStar,30-Jul-2017,Open,Maharashtra,58129.81,No,S,,,,0,58129.81,0
9991056,30-Jun-2017,MetaStar,30-Jul-2017,Open,Maharashtra,41870.32,No,S,,,,0,41870.32,0
9991057,06-Jul-2017,Cummins Technologies India Pvt. Ltd.,06-Jul-2017,Open,Maharashtra,9695.1,No,S,,,,0,9695.1,0
9991058,06-Jul-2017,Cummins Technologies India Pvt. Ltd.,06-Jul-2017,Open,Maharashtra,2485.8,No,S,,,,0,2485.8,0
9991059,20-Jul-2017,GE India Industrial Pvt. Ltd.,20-Jul-2017,Closed,Maharashtra,13440,No,S,,,,0,13440,0
9991060,21-Jul-2017,Cummins Technologies India Pvt. Ltd.,21-Jul-2017,Open,Maharashtra,1520.32,No,S,,,,0,1520.32,0
9991061,21-Jul-2017,Alstom Bharat Forge Power Pvt. Ltd.,20-Aug-2017,Open,Maharashtra,28062.8,No,S,,,,0,28062.8,0
9991062,27-Jul-2017,Alstom Bharat Forge Power Pvt. Ltd.,26-Aug-2017,Open,Maharashtra,3659,No,S,,,,0,3659,0
9991063,28-Jul-2017,Cummins Technologies India Pvt. Ltd.,28-Jul-2017,Open,Maharashtra,48525.6,No,S,,,,0,48525.6,0
9991064,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2062.8,No,S,,,,0,2062.8,0
9991065,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2063,No,S,,,,0,2063,0
9991066,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2802,No,S,,,,0,2802,0
9991067,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2063,No,S,,,,0,2063,0
9991068,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2062.6,No,S,,,,0,2062.6,0
9991069,29-Jul-2017,Supermarket Grocery Supplies Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2063,No,S,,,,0,2063,0
9991070,29-Jul-2017,Alstom Bharat Forge Power Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,80396,No,S,,,,0,80396,0
9991071,01-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,31-Aug-2017,Open,Maharashtra,0.44,No,S,,,,0,0.44,0
9991072,02-Aug-2017,"INS Garuda, Indian Navy",01-Sep-2017,Open,Maharashtra,664,No,S,,,,0,664,0
9991073,03-Aug-2017,Cummins Technologies India Pvt. Ltd.,03-Aug-2017,Open,Maharashtra,3764.71,No,S,,,,0,3764.71,0
9991074,04-Aug-2017,Southern Spars International Pvt. Ltd.,03-Sep-2017,Open,Maharashtra,6586.37,No,S,,,,0,6586.37,0
9991075,04-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,03-Sep-2017,Open,Maharashtra,0.3,No,S,,,,0,0.3,0
9991076,04-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,03-Sep-2017,Open,Maharashtra,0.26,No,S,,,,0,0.26,0
9991077,08-Aug-2017,Henkel Adhesive Technologies India Pvt. Ltd.,07-Sep-2017,Open,Maharashtra,1578.32,No,S,,,,0,1578.32,0
9991078,10-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,09-Sep-2017,Open,Maharashtra,56851.2,No,S,,,,0,56851.2,0
9991079,11-Aug-2017,Cummins India Ltd.,11-Aug-2017,Open,Maharashtra,218300,No,S,,,,0,218300,0
9991080,17-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,16-Sep-2017,Open,Maharashtra,1364,No,S,,,,0,1364,0
9991081,18-Aug-2017,"INS Garuda, Indian Navy",17-Sep-2017,Open,Maharashtra,207920,No,S,,,,0,207920,0
9991082,19-Aug-2017,Cummins Technologies India Pvt. Ltd.,19-Aug-2017,Open,Maharashtra,19419,No,S,,,,0,19419,0
9991083,19-Aug-2017,SD FG McClintoc. Ltd (SDFGML),18-Sep-2017,Open,Maharashtra,23600,No,S,,,,0,23600,0
9991084,19-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,18-Sep-2017,Open,Maharashtra,1499.48,No,S,,,,0,1499.48,0
9991085,21-Aug-2017,Cummins Technologies India Pvt. Ltd.,21-Aug-2017,Open,Maharashtra,4951.96,No,S,,,,0,4951.96,0
9991086,21-Aug-2017,Cummins Technologies India Pvt. Ltd.,21-Aug-2017,Open,Maharashtra,5922.07,No,S,,,,0,5922.07,0
9991087,21-Aug-2017,Henkel Adhesive Technologies India Pvt. Ltd.,20-Sep-2017,Open,Maharashtra,150,No,S,,,,0,150,0
9991088,22-Aug-2017,Maschio Gaspardo India Pvt. Ltd.,21-Sep-2017,Closed,Maharashtra,2029,No,S,,,,0,2029,0
9991089,22-Aug-2017,Max Machinery and Automation,21-Sep-2017,Closed,Maharashtra,33040,No,S,,,,0,33040,0
9991090,23-Aug-2017,Cipla Ltd.,22-Sep-2017,Closed,Maharashtra,21830,No,S,,,,0,21830,0
9991091,23-Aug-2017,Cummins Technologies India Pvt. Ltd.,23-Aug-2017,Open,Maharashtra,22403.26,No,S,,,,0,22403.26,0
9991092,23-Aug-2017,Cummins Technologies India Pvt. Ltd.,23-Aug-2017,Open,Maharashtra,21779.29,No,S,,,,0,21779.29,0
9991093,24-Aug-2017,Cipla Ltd.,23-Sep-2017,Closed,Maharashtra,7045,No,S,,,,0,7045,0
9991094,24-Aug-2017,Cipla Ltd.,23-Sep-2017,Closed,Maharashtra,6112.12,No,S,,,,0,6112.12,0
9991095,24-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,23-Sep-2017,Open,Maharashtra,114855,No,S,,,,0,114855,0
9991096,24-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,23-Sep-2017,Open,Maharashtra,55136,No,S,,,,0,55136,0
9991097,28-Aug-2017,Cummins Technologies India Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,2121.2,No,S,,,,0,2121.2,0
9991098,28-Aug-2017,Cummins Technologies India Pvt. Ltd.,28-Aug-2017,Open,Maharashtra,24059.73,No,S,,,,0,24059.73,0
9991099,29-Aug-2017,Alstom Bharat Forge Power Pvt. Ltd.,28-Sep-2017,Open,Maharashtra,20475,No,S,,,,0,20475,0
9991100,01-Sep-2017,Alstom Bharat Forge Power Pvt. Ltd.,01-Oct-2017,Open,Maharashtra,14162.27,No,S,,,,0,14162.27,0
9991101,04-Sep-2017,Cummins Technologies India Pvt. Ltd.,04-Sep-2017,Open,Maharashtra,2377.94,No,S,,,,0,2377.94,0
9991102,05-Sep-2017,Cummins Technologies India Pvt. Ltd.,05-Sep-2017,Open,Maharashtra,1866.15,No,S,,,,0,1866.15,0
9991103,05-Sep-2017,Cummins Technologies India Pvt. Ltd.,05-Sep-2017,Closed,Maharashtra,31603,No,S,,,,0,31603,0
9991104,06-Sep-2017,Dr B.R. Ambedkar National Institute of Technology,06-Oct-2017,Open,Maharashtra,10030,No,S,,,,0,10030,0
9991105,08-Sep-2017,Raymond Ltd.,08-Oct-2017,Closed,Maharashtra,8314,No,S,,,,0,8314,0
9991106,11-Sep-2017,Cummins Technologies India Pvt. Ltd.,11-Sep-2017,Open,Maharashtra,27387,No,S,,,,0,27387,0
9991107,11-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,11-Oct-2017,Open,Maharashtra,36305,No,S,,,,0,36305,0
9991108,13-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,13-Oct-2017,Closed,Maharashtra,128032,No,S,,,,0,128032,0
9991109,16-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,16-Oct-2017,Open,Maharashtra,6162.49,No,S,,,,0,6162.49,0
9991110,18-Sep-2017,Cummins Technologies India Pvt. Ltd.,18-Sep-2017,Open,Maharashtra,2749.78,No,S,,,,0,2749.78,0
9991111,21-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,21-Oct-2017,Open,Maharashtra,3318.75,No,S,,,,0,3318.75,0
9991112,21-Sep-2017,Tata Steel Ltd.,21-Oct-2017,Open,Maharashtra,1244,No,S,,,,0,1244,0
9991113,22-Sep-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),22-Sep-2017,Closed,Maharashtra,181738.99,No,S,,,,0,181738.99,0
9991114,22-Sep-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),22-Sep-2017,Closed,Maharashtra,59287.54,No,S,,,,0,59287.54,0
9991115,22-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,22-Oct-2017,Open,Maharashtra,81771.45,No,S,,,,0,81771.45,0
9991116,26-Sep-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),26-Sep-2017,Closed,Maharashtra,26181.1,No,S,,,,0,26181.1,0
9991117,27-Sep-2017,Cummins Technologies India Pvt. Ltd.,27-Sep-2017,Open,Maharashtra,4236.26,No,S,,,,0,4236.26,0
9991118,28-Sep-2017,Applied Materials India Pvt. Ltd.,28-Sep-2017,Closed,Maharashtra,177553.42,No,S,,,,0,177553.42,0
9991119,28-Sep-2017,Cummins Technologies India Pvt. Ltd.,28-Sep-2017,Open,Maharashtra,656.47,No,S,,,,0,656.47,0
9991120,28-Sep-2017,Maschio Gaspardo India Pvt. Ltd.,28-Oct-2017,Open,Maharashtra,8338.4,No,S,,,,0,8338.4,0
9991121,28-Sep-2017,Bennett Institute of Higher Education,28-Oct-2017,Open,Maharashtra,13440,No,S,,,,0,13440,0
9991122,28-Sep-2017,Bennett Institute of Higher Education,28-Oct-2017,Open,Maharashtra,33268,No,S,,,,0,33268,0
9991123,03-Oct-2017,Cummins Technologies India Pvt. Ltd.,03-Oct-2017,Open,Maharashtra,1656.44,No,S,,,,0,1656.44,0
9991124,03-Oct-2017,Maschio Gaspardo India Pvt. Ltd.,02-Nov-2017,Open,Maharashtra,153927.46,No,S,,,,0,153927.46,0
9991125,05-Oct-2017,Cummins Technologies India Pvt. Ltd.,05-Oct-2017,Open,Maharashtra,5222.31,No,S,,,,0,5222.31,0
9991126,05-Oct-2017,Emerson Innovation Center,04-Nov-2017,Open,Maharashtra,1613.64,No,S,,,,0,1613.64,0
9991127,06-Oct-2017,ExxonMobil Company India Pvt. Ltd.,05-Nov-2017,Open,Maharashtra,7079.76,No,S,,,,0,7079.76,0
9991128,06-Oct-2017,Texturing Technology Pvt. Ltd.,05-Nov-2017,Closed,Maharashtra,38704,No,S,,,,0,38704,0
9991129,06-Oct-2017,Vedanta Ltd. (Division # Cairn Oil and Gas),05-Nov-2017,Open,Maharashtra,25994.62,No,S,,,,0,25994.62,0
9991130,07-Oct-2017,Bennett Coleman and Co. Ltd.,06-Nov-2017,Open,Maharashtra,7680,No,S,,,,0,7680,0
9991131,09-Oct-2017,Cummins Technologies India Pvt. Ltd.,09-Oct-2017,Open,Maharashtra,4113.11,No,S,,,,0,4113.11,0
9991132,09-Oct-2017,Cummins Technologies India Pvt. Ltd.,09-Oct-2017,Open,Maharashtra,383.85,No,S,,,,0,383.85,0
9991133,09-Oct-2017,Dr B.R. Ambedkar National Institute of Technology,08-Nov-2017,Open,Maharashtra,500,No,S,,,,0,500,0
9991134,09-Oct-2017,Ingersoll Rand (India) Ltd.,08-Nov-2017,Open,Maharashtra,20125.6,No,S,,,,0,20125.6,0
9991135,10-Oct-2017,Cummins Technologies India Pvt. Ltd.,10-Oct-2017,Open,Maharashtra,6598.99,No,S,,,,0,6598.99,0
9991136,11-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),11-Oct-2017,Closed,Maharashtra,99177.07,No,S,,,,0,99177.07,0
9991137,12-Oct-2017,Cummins Generator Technologies India Pvt. Ltd.,12-Oct-2017,Open,Maharashtra,370.91,No,S,,,,0,370.91,0
9991138,12-Oct-2017,Cummins Technologies India Pvt. Ltd.,12-Oct-2017,Open,Maharashtra,2563.04,No,S,,,,0,2563.04,0
9991139,13-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),13-Oct-2017,Closed,Maharashtra,84122.91,No,S,,,,0,84122.91,0
9991140,16-Oct-2017,Cummins Technologies India Pvt. Ltd.,16-Oct-2017,Open,Maharashtra,16015.38,No,S,,,,0,16015.38,0
9991141,17-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),17-Oct-2017,Closed,Maharashtra,89680,No,S,,,,0,89680,0
9991142,17-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),17-Oct-2017,Closed,Maharashtra,89680,No,S,,,,0,89680,0
9991143,18-Oct-2017,Galiakotwala Engineering Co. Pvt. Ltd.,17-Nov-2017,Open,Maharashtra,0.37,No,S,,,,0,0.37,0
9991144,18-Oct-2017,Galiakotwala Engineering Co. Pvt. Ltd.,17-Nov-2017,Open,Maharashtra,0.34,No,S,,,,0,0.34,0
9991145,23-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),23-Oct-2017,Closed,Maharashtra,14594.52,No,S,,,,0,14594.52,0
9991146,23-Oct-2017,Indian Oil Corporation Ltd.,22-Nov-2017,Closed,Maharashtra,19200,No,S,,,,0,19200,0
9991147,25-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),25-Oct-2017,Closed,Maharashtra,19655.58,No,S,,,,0,19655.58,0
9991148,25-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),25-Oct-2017,Closed,Maharashtra,90801.42,No,S,,,,0,90801.42,0
9991149,25-Oct-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),25-Oct-2017,Closed,Maharashtra,6345.47,No,S,,,,0,6345.47,0
9991150,25-Oct-2017,Henkel Adhesive Technologies India Pvt. Ltd.,24-Nov-2017,Open,Maharashtra,171329.6,No,S,,,,0,171329.6,0
9991151,27-Oct-2017,Southern Spars International Pvt. Ltd.,26-Nov-2017,Open,Maharashtra,1152.9,No,S,,,,0,1152.9,0
9991152,01-Nov-2017,Xpro India Ltd.,01-Dec-2017,Closed,Maharashtra,16233.2,No,S,,,,0,16233.2,0
9991153,01-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),01-Nov-2017,Closed,Maharashtra,76807.32,No,S,,,,0,76807.32,0
9991154,01-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),01-Nov-2017,Closed,Maharashtra,425,No,S,,,,0,425,0
9991155,02-Nov-2017,Cummins Technologies India Pvt. Ltd.,02-Nov-2017,Closed,Maharashtra,27747.84,No,S,,,,0,27747.84,0
9991156,02-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),02-Nov-2017,Closed,Maharashtra,53086.44,No,S,,,,0,53086.44,0
9991157,03-Nov-2017,Maschio Gaspardo India Pvt. Ltd.,03-Dec-2017,Open,Maharashtra,7382.1,No,S,,,,0,7382.1,0
9991158,03-Nov-2017,Alstom Bharat Forge Power Pvt. Ltd.,03-Dec-2017,Open,Maharashtra,14906.94,No,S,,,,0,14906.94,0
9991159,04-Nov-2017,Mercator Ltd.,04-Dec-2017,Closed,Maharashtra,25903.36,No,S,,,,0,25903.36,0
9991160,07-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),07-Nov-2017,Closed,Maharashtra,36480,No,S,,,,0,36480,0
9991161,07-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),07-Nov-2017,Closed,Maharashtra,26240,No,S,,,,0,26240,0
9991162,08-Nov-2017,Cummins Technologies India Pvt. Ltd.,08-Nov-2017,Closed,Maharashtra,3769,No,S,,,,0,3769,0
9991163,08-Nov-2017,Bennett Institute of Higher Education,08-Dec-2017,Open,Maharashtra,139624,No,S,,,,0,139624,0
9991164,10-Nov-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),10-Nov-2017,Closed,Maharashtra,262636.05,No,S,,,,0,262636.05,0
9991165,10-Nov-2017,Alstom Bharat Forge Power Pvt. Ltd.,10-Dec-2017,Open,Maharashtra,246786.98,No,S,,,,0,246786.98,0
9991166,18-Nov-2017,Applied Materials India Pvt. Ltd.,18-Nov-2017,Closed,Maharashtra,2687.12,No,S,,,,0,2687.12,0
9991167,20-Nov-2017,Shivam Engineering,20-Dec-2017,Open,Maharashtra,39648,No,S,,,,0,39648,0
9991168,20-Nov-2017,Shivam Engineering,20-Dec-2017,Open,Maharashtra,61535.2,No,S,,,,0,61535.2,0
9991169,21-Nov-2017,Cummins Technologies India Pvt. Ltd.,21-Nov-2017,Closed,Maharashtra,47121.92,No,S,,,,0,47121.92,0
9991170,21-Nov-2017,Cummins Technologies India Pvt. Ltd.,21-Nov-2017,Open,Maharashtra,5947.86,No,S,,,,0,5947.86,0
9991171,21-Nov-2017,"INS Garuda, Indian Navy",21-Dec-2017,Closed,Maharashtra,17043.92,No,S,,,,0,17043.92,0
9991172,23-Nov-2017,Alstom Bharat Forge Power Pvt. Ltd.,23-Dec-2017,Open,Maharashtra,632.14,No,S,,,,0,632.14,0
9991173,23-Nov-2017,Shivam Engineering,23-Dec-2017,Open,Maharashtra,39648,No,S,,,,0,39648,0
9991174,27-Nov-2017,Galiakotwala Engineering Co. Pvt. Ltd.,27-Dec-2017,Open,Maharashtra,1.06,No,S,,,,0,1.06,0
9991175,27-Nov-2017,Galiakotwala Engineering Co. Pvt. Ltd.,27-Dec-2017,Open,Maharashtra,1889668.23,No,S,,,,0,1889668.23,0
9991176,28-Nov-2017,Shreem Electric Ltd.,28-Dec-2017,Open,Maharashtra,9851.22,No,S,,,,0,9851.22,0
9991177,29-Nov-2017,Bhushan Power and Steel Ltd.,29-Dec-2017,Closed,Maharashtra,12870,No,S,,,,0,12870,0
9991178,29-Nov-2017,Cummins Technologies India Pvt. Ltd.,29-Nov-2017,Closed,Maharashtra,11780.48,No,S,,,,0,11780.48,0
9991179,01-Dec-2017,Alstom Bharat Forge Power Pvt. Ltd.,31-Dec-2017,Open,Maharashtra,50917.5,No,S,,,,0,50917.5,0
9991180,01-Dec-2017,DHL Supply Chain India Pvt. Ltd.,01-Dec-2017,Open,Maharashtra,4219.73,No,S,,,,0,4219.73,0
9991181,02-Dec-2017,Raymond Apparel Ltd.,01-Jan-2018,Closed,Maharashtra,678500,No,S,,,,0,678500,0
9991182,04-Dec-2017,Kapsons Industries Pvt. Ltd.,03-Jan-2018,Open,Maharashtra,8051.77,No,S,,,,0,8051.77,0
9991183,04-Dec-2017,Bennett Institute of Higher Education,03-Jan-2018,Open,Maharashtra,36558,No,S,,,,0,36558,0
9991184,05-Dec-2017,Henkel Adhesive Technologies India Pvt. Ltd.,04-Jan-2018,Closed,Maharashtra,33536.84,No,S,,,,0,33536.84,0
9991185,06-Dec-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),06-Dec-2017,Closed,Maharashtra,163077.18,No,S,,,,0,163077.18,0
9991186,07-Dec-2017,Max Machinery and Automation,06-Jan-2018,Closed,Maharashtra,65507.76,No,S,,,,0,65507.76,0
9991187,08-Dec-2017,Unilever Industries Pvt. Ltd.,07-Jan-2018,Open,Maharashtra,1534,No,S,,,,0,1534,0
9991188,11-Dec-2017,Dresser-Rand India Pvt. Ltd.,10-Jan-2018,Open,Maharashtra,65636.32,No,S,,,,0,65636.32,0
9991189,11-Dec-2017,GAIL India Ltd.,11-Dec-2017,Open,Maharashtra,548965.56,No,S,,,,0,548965.56,0
9991190,11-Dec-2017,Galiakotwala Engineering Co. Pvt. Ltd.,10-Jan-2018,Closed,Maharashtra,27626.46,No,S,,,,0,27626.46,0
9991191,11-Dec-2017,Galiakotwala Engineering Co. Pvt. Ltd.,10-Jan-2018,Closed,Maharashtra,194684.96,No,S,,,,0,194684.96,0
9991192,12-Dec-2017,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),12-Dec-2017,Closed,Maharashtra,10488.89,No,S,,,,0,10488.89,0
9991193,13-Dec-2017,Cummins Technologies India Pvt. Ltd.,13-Dec-2017,Closed,Maharashtra,41602.5,No,S,,,,0,41602.5,0
9991194,13-Dec-2017,Bennett Institute of Higher Education,12-Jan-2018,Open,Maharashtra,39605,No,S,,,,0,39605,0
9991195,15-Dec-2017,Alstom Bharat Forge Power Pvt. Ltd.,14-Jan-2018,Open,Maharashtra,6160,No,S,,,,0,6160,0
9991196,16-Dec-2017,HPT Construction Engineering and Trading JSC,15-Jan-2018,Open,Maharashtra,782.16,No,S,,,,12,782.16,0
9991197,18-Dec-2017,"INS Garuda, Indian Navy",17-Jan-2018,Open,Maharashtra,12137.15,No,S,,,,0,12137.15,0
9991198,18-Dec-2017,"INS Garuda, Indian Navy",17-Jan-2018,Open,Maharashtra,466155.39,No,S,,,,0,466155.39,0
9991199,19-Dec-2017,Max Machinery and Automation,18-Jan-2018,Closed,Maharashtra,16986.8,No,S,,,,0,16986.8,0
9991200,20-Dec-2017,"INS Garuda, Indian Navy",19-Jan-2018,Open,Maharashtra,247907.32,No,S,,,,0,247907.32,0
9991201,20-Dec-2017,Alstom Bharat Forge Power Pvt. Ltd.,19-Jan-2018,Open,Maharashtra,420,No,S,,,,0,420,0
9991202,21-Dec-2017,Mercator Ltd.,20-Jan-2018,Closed,Maharashtra,8253.74,No,S,,,,0,8253.74,0
9991203,22-Dec-2017,Cummins India Ltd.,22-Dec-2017,Closed,Maharashtra,47200,No,S,,,,0,47200,0
9991204,22-Dec-2017,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2018,Open,Maharashtra,1,No,S,,,,0,1,0
9991205,22-Dec-2017,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2018,Closed,Maharashtra,16082.27,No,S,,,,0,16082.27,0
9991206,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,25665,No,S,,,,0,25665,0
9991207,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,63307,No,S,,,,0,63307,0
9991208,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,47908,No,S,,,,0,47908,0
9991209,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,58174,No,S,,,,0,58174,0
9991210,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,95816,No,S,,,,0,95816,0
9991211,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,44486,No,S,,,,0,44486,0
9991212,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,35931,No,S,,,,0,35931,0
9991213,22-Dec-2017,Siemens Ltd.,21-Jan-2018,Closed,Maharashtra,22243,No,S,,,,0,22243,0
9991214,22-Dec-2017,Simplex Infrastructures Ltd.,21-Jan-2018,Open,Maharashtra,9587500,No,S,,,,0,9587500,0
9991215,27-Dec-2017,Bhushan Power and Steel Ltd.,26-Jan-2018,Closed,Maharashtra,59000,No,S,,,,0,59000,0
9991216,27-Dec-2017,GE Oil and Gas (Measurement and Control Advanced Systek),26-Jan-2018,Open,Maharashtra,52859.16,No,S,,,,0,52859.16,0
9991217,27-Dec-2017,Max Machinery and Automation,26-Jan-2018,Open,Maharashtra,96378.28,No,S,,,,0,96378.28,0
9991218,28-Dec-2017,Piramal Enterprises Ltd.,27-Jan-2018,Closed,Maharashtra,332861.34,No,S,,,,0,332861.34,0
