#,Date,Vendor,Remarks,Due Date,Document Total in SC,Purchase Order Status,Document Status,Document Total,Canceled,Branch,Project,Project Code,BPL Name,Tax Amount (SC)
40200195,14-Mar-2018,Solutions,,14-Mar-2018,310393.6,Supplier PI / Invoice Awaited,Closed,310393.6,Yes,Maharashtra,,17742- [EXT] Reply COMMERCIAL OFFER OF BELZONA : Need quotation,0,67898.6
40200196,15-Mar-2018,Divine Engineering,,15-Mar-2018,18540.7,Supplier PI delayed,Closed,18540.7,Yes,Maharashtra,,18489-Copper wire PU Transparent Hose,0,2675.7
40200197,15-Mar-2018,Ferreterro Tools LLP,,15-Mar-2018,3875.59,Supplier PI delayed,Open,3875.59,No,Maharashtra,,"18086-RFQ-#131,132,133",0,591.19
40200200,15-Mar-2018,Shree Krishna Signs,,15-Mar-2018,309750,Supplier PO Created,Open,309750,No,Maharashtra,,18422-Fwd: RFQ: Vinyl Stickers for Pipe Lines_Henkel-Kurkumbh,0,47250
40200203,16-Mar-2018,Victor Import,,16-Mar-2018,35840,Supplier PI delayed,Closed,35840,No,Maharashtra,,18518-New Po # 4591364086 => Bulk Mro Indus,0,3840
40200208,16-Mar-2018,Unigenetics Instruments Pvt. Ltd.,,16-Mar-2018,304945,Supplier PO Created,Closed,304945,No,Maharashtra,18590,18590-QUOTATION FOR STAINLESS STEEL SYRINGES AND O-RING,0,32672.64
40200226,19-Mar-2018,Foreman Equipments,,19-Mar-2018,4484,Supplier PO Created,Closed,4484,No,Maharashtra,,16541-Fwd: requirement of drum trolley,0,684
40200230,20-Mar-2018,Lift Arts,,20-Mar-2018,8637.44,Supplier PI delayed,Closed,8637.44,No,Maharashtra,,14204-Fwd: Quote needed container 8,0,925.44
40200231,20-Mar-2018,Lift Arts,,20-Mar-2018,21714.56,Supplier PI delayed,Closed,21714.56,No,Maharashtra,,17057-QUOTE NEEDED,0,2326.56
40200233,20-Mar-2018,Beeta Tech India,,20-Mar-2018,12600.04,Supplier PI delayed,Open,12600.04,No,Maharashtra,,18565-Slotted specimen stub,0,1922.04
40200234,20-Mar-2018,Anudeep Engineering,,20-Mar-2018,22656,Supplier PI delayed,Closed,22656,No,Maharashtra,,18606-Qouatation for SS CHUCK,0,3456
40200235,20-Mar-2018,Sanderi Electric,,21-Mar-2018,850.02,Supplier PO Created,Open,850.02,No,Maharashtra,,18020-Fwd: FW: helmet LED lamps,0,91.07
40200237,21-Mar-2018,Flowers Love And Cakes,,21-Mar-2018,9750,Supplier PO Created,Open,9750,No,Maharashtra,,18482-Women's day bouquet-2,0,0
40200245,01-Jun-2018,Dhiren Traders,,01-Jun-2018,2822.56,Supplier PO Created,Closed,2822.56,No,Maharashtra,,8681-Fwd: FW: Scan of Dwg,0,430.56
40200246,01-Jun-2018,SHREENATH TOOLS CENTRE,,01-Jun-2018,2532.02,Supplier PI / Invoice Awaited,Open,2532.02,No,Maharashtra,,8681-Fwd: FW: Scan of Dwg,0,386.24
40200247,21-Mar-2018,Navkar Enterprise,,21-Mar-2018,29980.26,Supplier PI delayed,Closed,29980.26,No,Maharashtra,,18260-Fwd: Required quotation for Impact wrench,0,4573.26
40200250,21-Mar-2018,Schunk Intec India Pvt. Ltd.,,21-Mar-2018,18568.01,Supplier PI delayed,Open,18568.01,No,Maharashtra,,18510-Fwd: Please arrange quotation for the Below Critical and Very Urgent,0,2832.41
40200251,21-Mar-2018,Swaraj Furniture And Dhole Interiors,,21-Mar-2018,7599.2,Supplier PI / Invoice Awaited,Closed,7599.2,No,Maharashtra,,18637-Requirement: Nilkamal Products_Kurkumbh,0,1159.2
40200256,22-Mar-2018,TARGET HYDRAUTECH PVT. LTD,,22-Mar-2018,14653.24,Supplier PI delayed,Open,14653.24,No,Maharashtra,,18088-Fwd: Required quotation for following Hydraulic spares,0,2235.24
40200257,22-Mar-2018,Bell Hydromatics,,22-Mar-2018,5310,Supplier PI delayed,Closed,5310,No,Maharashtra,,18088-Fwd: Required quotation for following Hydraulic spares,0,810
40200259,22-Mar-2018,Dharmesh Hingorani,,22-Mar-2018,94400,Supplier PI delayed,Open,94400,No,Maharashtra,,18442-[EXT] Training,0,14400
40200261,22-Mar-2018,Pergam-Suisse Ag,,22-Mar-2018,63571779.23,Supplier PI delayed,Open,63571779.23,No,Maharashtra,,15992-Procurement of Laser based Portable Gas Detection Instrument for GAIL Gas,0,0
40200262,21-Mar-2018,Hill Equipment Inc.,,21-Mar-2018,82953.48,Supplier PI delayed,Closed,82953.48,No,Maharashtra,,18634-Require offer,0,0
40200265,23-Mar-2018,Rajesh Trade Centre,,30-Apr-2018,146320,Supplier PI / Invoice Awaited,Closed,146320,No,Maharashtra,,18027-Quotation of Load cell,0,22320
40200266,23-Mar-2018,Ultra Motion,,23-Mar-2018,176000.09,Supplier PO Created,Closed,176000.09,No,Maharashtra,,18295-Fwd: Request For Quotation - Ultra Motion Make Bug Actuator,0,0
40200267,24-Mar-2018,Kumar Industries,,24-Mar-2018,28025,Supplier PO Created,Open,28025,No,Maharashtra,,18671-Fwd: RFQ : IC1000353 - Welding torch,0,4275
40200269,26-Mar-2018,Stell Sign Projects India Pvt. Ltd.,,23-Apr-2018,187915,Supplier PO Created,Closed,187915,No,Maharashtra,,18563-Fwd: Safety Signage_Kurkumbh,0,28665
40200272,23-Mar-2018,Regel-Und Steuergerate Gmbh,,23-Mar-2018,37430.59,Supplier PI delayed,Closed,37430.59,No,Maharashtra,,18246-RSG valve offer required for Dewas Plant,0,0
40200273,26-Mar-2018,Suman Premchand Vishwakarma,,02-Apr-2018,56750,Supplier PI delayed,Open,56750,No,Maharashtra,,18498-Fwd: *URGENT* Quotation - Repairs and Maintenance_Kesar Solitaire_Corporate office.,0,0
40200274,26-Mar-2018,Suman Premchand Vishwakarma,,26-Mar-2018,25250,Supplier PO Created,Open,25250,No,Maharashtra,,18712-Fwd: *URGENT* Quotation - Repairs and Maintenance_Kesar Solitaire_Corporate office.,0,0
40200276,18-Apr-2018,Stanley Black and Decker India Pvt. Ltd.,,18-Apr-2018,6164.07,Supplier PI delayed,Closed,6164.07,No,Maharashtra,,17897-Fwd: FW: urgent requirement,0,940.28
40200276,26-Mar-2018,Stanley Black and Decker India Pvt. Ltd.,,09-Apr-2018,6287.04,Supplier PI / Invoice Awaited,Open,6287.04,No,Maharashtra,,17897-Fwd: FW: urgent requirement,0,959.04
40200277,26-Mar-2018,Galaxy Tools and Hardwares,,26-Mar-2018,72300.96,Supplier PI Pending Finance Approval,Closed,72300.96,No,Maharashtra,,17897-Fwd: FW: urgent requirement,0,11028.96
40200280,27-Mar-2018,Dabs Automation,,27-Mar-2018,14420,Supplier PI delayed,Open,14420,No,Maharashtra,,18676-Fwd: Quotation Required - Xpro India Ltd.,0,0
40200281,27-Mar-2018,Sintex Bapl Ltd.,,27-Mar-2018,64990,Supplier PI delayed,Closed,64990,No,Maharashtra,,18305-Fwd: RFQ_ Chemical Spillage pallets,0,9913.73
40200282,28-Mar-2018,Bitsy Infotech Pvt. Ltd.,Based On Sales Orders 10200198.,28-Mar-2018,1850,Supplier PO Created,Open,1850,No,Maharashtra,,18784-FW: 8 port and 12 port,0,282.2
40200283,27-Mar-2018,RS Components and Controls India Ltd.,,27-Mar-2018,34692,Supplier PO Created,Closed,34692,No,Maharashtra,,18620-Fwd: Request For Quotation - Crydom Solid State Relay,0,5292
40200284,27-Mar-2018,Local,,27-Mar-2018,500,Supplier PI delayed,Open,500,No,Maharashtra,,16033-Fwd: Quotation for Hardware and tools,0,0
40200290,27-Mar-2018,Balia Security IT Solutions Pvt. Ltd.,,27-Mar-2018,18290,Supplier PO Created,Open,18290,No,Maharashtra,,18734-Temperature breaker system,0,2790
40200291,27-Mar-2018,Asmita Consultant,,10-Apr-2018,106200,Supplier PI / Invoice Awaited,Closed,106200,No,Maharashtra,,"18689-Quotation of Design,Engineering services for ETP-STP shed & surrounding area development",0,16200
40200292,27-Mar-2018,J.J. Mehta And Sons,,27-Mar-2018,8200.01,Supplier PO Created,Closed,8200.01,No,Maharashtra,,18547-Digital camera - Request for Quote,0,1793.76
40200301,28-Mar-2018,W. W. Grainger Inc.,,28-Mar-2018,65833.96,Supplier PI delayed,Closed,65833.96,No,Maharashtra,,18711-Re: FW: RFQ & Delivery -Lead # 088/Mar/West,0,0
40200302,28-Mar-2018,Divine Engineering,,27-Apr-2018,13062.6,Supplier PO Created,Closed,13062.6,No,Maharashtra,,18446-Quotation required,0,1992.6
40200305,28-Mar-2018,Precision Mass Products Private Limited,,03-Apr-2018,17900,Supplier PO Created,Closed,17900,Yes,Gujarat,,18794-Require Pressure Switch.,0,0
40200312,29-Mar-2018,Parag Worldwide Pvt. Ltd.,,29-Mar-2018,3658,Supplier PO Created,Open,3658,No,Maharashtra,,18861-Quotation,0,558
40200313,29-Mar-2018,"Jyoti Oil Corporation,",,29-Mar-2018,4672.8,Supplier PO Created,Open,4672.8,No,Maharashtra,,18861-Quotation,0,712.8
40200314,29-Mar-2018,Umang Home Furnishing,,29-Mar-2018,9912,Supplier PO Created,Open,9912,No,Maharashtra,,18683-Need quote for curtains,0,1512
40200315,29-May-2018,PinkPepperCorn By Sonal Agrawal,,29-May-2018,10000,Supplier PO Created,Closed,10000,Yes,Maharashtra,,18832-Fwd: Payment for Pink Pepper corn,0,0
40200316,29-Mar-2018,SRS Innovative Solutions,,30-Mar-2018,108276.8,Supplier PO Created,Closed,108276.8,No,Maharashtra,,18895-Fwd: Quotation required for tools & equipments.,0,16516.8
40200321,30-Mar-2018,Kamal Steel,,30-Mar-2018,3400.32,Supplier PI delayed,Open,3400.32,No,Maharashtra,,18515-Fwd: Requirements for Applied N/Office,0,364.32
40200324,30-Mar-2018,Stanley Black and Decker India Pvt. Ltd.,,30-Mar-2018,23529.49,Supplier PO Created,Open,23529.49,No,Maharashtra,,18906-Fwd: Tool storage Drawer - enquiry..,0,3589.24
40200325,03-May-2018,Stanley Black and Decker India Pvt. Ltd.,,03-May-2018,46823.54,Supplier PO Created,Closed,46823.54,No,Maharashtra,,18753-Fwd: Tool storage Drawer - enquiry..,0,7142.58
40200326,30-Mar-2018,Kamal Steel,,30-Mar-2018,596.48,Supplier PO Created,Open,596.48,No,Maharashtra,,18747-Fwd: Quote for editing the lot supply Po,0,130.48
40200327,30-Mar-2018,Aftab,,30-Mar-2018,2600,Supplier PI delayed,Open,2600,No,Maharashtra,,18747-Fwd: Quote for editing the lot supply Po,0,0
40200335,31-Mar-2018,OPS Utility Services Pvt. Ltd.,,31-Mar-2018,97883.1,Supplier PO Created,Closed,97883.1,No,Maharashtra,,19290-Fwd: FW: [EXT] Cab a rent for the month of March 2018,0,4661.1
40210001,10-Apr-2018,Gears and Gear Drives India Pvt. Ltd.,,10-Apr-2018,40237.57,Material Readiness: Delayed,Open,40237.57,No,Maharashtra,,18528 - Open PO,0,8801.97
40210002,04-Apr-2018,P.P. Asbestos,,04-Apr-2018,2124,Supplier PI delayed,Closed,2124,No,Maharashtra,,19198-Quotation,0,324
40210003,04-Apr-2018,Prospect Trading Co.,,04-Apr-2018,1357,Supplier PO Created,Closed,1357,No,Maharashtra,,19198-Quotation,0,207
40210004,04-Apr-2018,Achieve Hydraulics and Pneumatics Pvt. Ltd.,,04-Apr-2018,18018.6,Supplier PI delayed,Closed,18018.6,No,Maharashtra,,17940-Fwd: Quotation required for Hydraulic cylinder.,0,2748.6
40210005,04-Apr-2018,BSB Edge Pvt. Ltd.,,04-Apr-2018,9894.6,Supplier PI delayed,Closed,9894.6,No,Maharashtra,,18471-ISO/IEC 17025 : 2017,0,0
40210006,04-Apr-2018,Powermaster Engineers Pvt. Ltd.,,04-Apr-2018,3056.2,Supplier PI delayed,Closed,3056.2,No,Maharashtra,,18918-Spring Balancer,0,466.2
40210007,04-Apr-2018,Al Technologies,,04-Apr-2018,2080542.96,Supplier PI delayed,Closed,2080542.96,No,Maharashtra,,19231-Fwd: new order,0,317370.96
40210008,04-Apr-2018,Svas Engineering Industries,,04-Apr-2018,2242,Supplier PI delayed,Open,2242,No,Maharashtra,,19198-Quotation,0,342
40210009,04-Apr-2018,Hartej Electronics,,04-Apr-2018,30000.64,Supplier PI delayed,Closed,30000.64,No,Maharashtra,,18365-Re: Requirement of Refrigerator for lab use,0,6562.64
40210010,04-Apr-2018,Chemtek Scientific Co.,,04-Apr-2018,4932.4,Supplier PO Created,Closed,4932.4,No,Maharashtra,,18802-Carboy requirement,0,752.4
40210011,04-May-2018,Modern  Hydraulics,,04-May-2018,19352,Supplier PI delayed,Closed,19352,No,Maharashtra,,18287 - Open PO,0,2952
40210012,04-May-2018,Auto CNC Machining Ltd.,,04-May-2018,18290,Supplier PI delayed,Open,18290,No,Maharashtra,,18659-Misc 234/AMAT/RA: Quotes for Parts RFQ 1130/P2/KGP & RFQ 1134/P2/KGP,0,2790
40210013,04-May-2018,Jyoti Architectural Products Pvt. Ltd.,,04-May-2018,5347.76,Supplier PI delayed,Closed,5347.76,No,Maharashtra,,17034-RFQ: Wheels for gas welding trolley,0,815.76
40210015,04-May-2018,AG Measurematics Pvt. Ltd.,,04-May-2018,3472386,Supplier PI delayed,Closed,3472386,No,Maharashtra,,18635-Fwd: Requirement:Top Urgent-Vibration Machine_Hinjewadi,0,529686
40210017,04-May-2018,Aftab,,04-May-2018,2280,Supplier PI delayed,Open,2280,No,Maharashtra,,18515-Fwd: Requirements for Applied N/Office,0,0
40210018,04-May-2018,Sanket,,04-May-2018,19050,Supplier PI delayed,Open,19050,No,Maharashtra,,18515-Fwd: Requirements for Applied N/Office,0,0
40210019,04-May-2018,Sanket,,04-May-2018,2800,Supplier PO Created,Open,2800,No,Maharashtra,,18841 - Open PO,0,0
40210020,04-May-2018,Roj Ali,,04-May-2018,6800,Supplier PO Created,Open,6800,No,Maharashtra,,18841 - Open PO,0,0
40210021,04-May-2018,Aaryan Instruments,,04-May-2018,14632,Supplier PO Created,Closed,14632,No,Maharashtra,,18628-Fwd: Request For Quote (Orion - Make),0,2232
40210022,04-May-2018,Esskay Compuservices Pvt. Ltd.,,04-May-2018,42480,Supplier PO Created,Open,42480,No,Maharashtra,,18394-Fwd: Amendmnt of quotation_ Thermo fischer scientific_AMC of xrf meter to Esskay,0,6480
40210023,04-May-2018,Suman Premchand Vishwakarma,,04-May-2018,10030,Supplier PI delayed,Open,10030,No,Maharashtra,,18759-Required Quotation for Fitting of Polycom in Karthik Cabin,0,1530
40210024,04-May-2018,SSM Enterprises,,04-May-2018,7670,Supplier PO Created,Closed,7670,No,Maharashtra,,18746-Offer Required for Lub oil Filtration,0,1170
40210025,06-Apr-2018,Shree Krishna Signs,,06-Apr-2018,97350,Material Readiness: Delayed,Closed,97350,No,Maharashtra,,18914-Fwd: Requirement of Pallet Marking_Kurkumbh,0,14850
40210027,06-Apr-2018,Armatech Associates,,06-Apr-2018,3752.4,Material Readiness: Delayed,Open,3752.4,No,Maharashtra,,18245-RFQ_Hardened & groundKnife Edge steel straight edge(300mm length),0,572.4
40210028,06-Apr-2018,M. J. Traders (Dowell's),,06-Apr-2018,3712.28,Material Readiness: Delayed,Closed,3712.28,No,Maharashtra,,18823-Replacement for inq 15529,0,566.28
40210029,06-Apr-2018,Vishal Woollens,,06-Apr-2018,38955,Material Readiness: Delayed,Closed,38955,No,Maharashtra,,18461-Fwd: RFQ for Towels,0,1855
40210030,06-Apr-2018,Excellence Corporation,,06-Apr-2018,2301,Material Readiness: Delayed,Closed,2301,No,Maharashtra,,17899 - Open PO,0,351
40210031,06-Apr-2018,Pooja Enterprises,,06-Apr-2018,147.5,Material Readiness: Delayed,Closed,147.5,No,Maharashtra,,17899 - Open PO,0,22.5
40210032,07-Apr-2018,Ajisons,,07-Apr-2018,7462.32,Material Readiness: Delayed,Open,7462.32,No,Maharashtra,,18720-Fwd: MEGGAR ( NPR - 13275),0,1138.32
40210033,07-Apr-2018,Hardcastle Petrofer Pvt. Ltd.,,07-Apr-2018,41630.4,Material Readiness: Delayed,Closed,41630.4,No,Maharashtra,,19276-P9374871-1:DRUCK: NB 4591062901 => Bulk Mro Indust,0,6350.4
40210034,07-Apr-2018,Unique Safety Services,,07-Apr-2018,17430,Material Readiness: Delayed,Closed,17430,No,Maharashtra,,17799-Quote required for safety items,0,2430
40210035,07-Apr-2018,SCope Industrial Products Private Ltd,,07-Apr-2018,26290.4,Material Readiness: Delayed,Closed,26290.4,No,Maharashtra,,17799-Quote required for safety items,0,4010.4
40210036,07-Apr-2018,Excellent Engineering Enterprises,,07-Apr-2018,30680,Material Readiness: Delayed,Closed,30680,No,Maharashtra,,17799-Quote required for safety items,0,4680
40210038,07-Apr-2018,Aim Safety,,07-Apr-2018,11800,Material Readiness: Delayed,Closed,11800,No,Maharashtra,,17799-Quote required for safety items,0,1800
40210039,07-Apr-2018,Ultramind Technologies India Pvt. Ltd.,,07-Apr-2018,8142,Material Readiness: Delayed,Closed,8142,No,Maharashtra,,17799-Quote required for safety items,0,1242
40210040,07-Apr-2018,Environment Engineering,,07-Apr-2018,7965,Material Readiness: Delayed,Closed,7965,No,Maharashtra,,17799-Quote required for safety items,0,1215
40210041,04-Sep-2018,Khas Enterprises,,04-Sep-2018,4819.5,Material Readiness: Delayed,Closed,4819.5,No,Maharashtra,,18400-Fwd: Order Management - New Purchase Order: 4591359451 received from Henkel Adhesives Technol,0,229.5
40210042,04-Sep-2018,Khas Enterprises,,04-Sep-2018,5355,Material Readiness: Delayed,Closed,5355,No,Maharashtra,,18456-Fwd: Order Management - New Purchase Order: 4591360424 received from Henkel Adhesives Technol,0,255
40210043,09-Apr-2018,Dynamic Engineering Co.,,09-Apr-2018,3245,Material Readiness: Delayed,Open,3245,No,Maharashtra,,18456-Fwd: Order Management - New Purchase Order: 4591360424 received from Henkel Adhesives Technol,0,495
40210044,09-Apr-2018,Shriram Institute For Industrial Research,,09-Apr-2018,10620,Material Readiness: Delayed,Open,10620,No,Maharashtra,,16822 - Open PO,0,1620
40210045,09-Apr-2018,J.J. Mehta And Sons,,09-Apr-2018,7600,Material Readiness: Delayed,Closed,7600,No,Maharashtra,,17507-Fwd: Quotation required,0,1662.5
40210046,09-Apr-2018,Karcher Cleaning Systems Pvt. Ltd.,,09-Apr-2018,43392,Material Readiness: Delayed,Closed,43392,No,Maharashtra,,18154-Fwd: Re: Quotation for vacuum cleaner,0,9492
40210047,09-Apr-2018,Tirlochan Pandey,,09-Apr-2018,50526.42,Material Readiness: Delayed,Closed,50526.42,No,Maharashtra,,18532-Fwd: request Quotation,0,7707.42
40210048,04-Sep-2018,Victor Import,,04-Sep-2018,44800,Material Readiness: Delayed,Closed,44800,No,Maharashtra,,19314-New Po # 4591380595 for gloves,0,4800
40210049,09-Apr-2018,Bombay Tools Supplying Agency,,09-Apr-2018,89208,Material Readiness: Delayed,Closed,89208,No,Maharashtra,,16855-Measuring devices enquiry,0,13008
40210050,09-Apr-2018,Galaxy Tools and Hardwares,,09-Apr-2018,9263,Material Readiness: Delayed,Closed,9263,No,Maharashtra,,16855-Measuring devices enquiry,0,1413
40210052,10-Apr-2018,Airtronic Gauges and Instruments Pvt. Ltd.,,10-Apr-2018,4436.8,Material Readiness: Delayed,Closed,4436.8,No,Maharashtra,,16855-Measuring devices enquiry,0,676.8
40210053,10-Apr-2018,Sumaria Appliances Pvt. Ltd.,,10-Apr-2018,52500.01,Material Readiness: Delayed,Closed,52500.01,No,Maharashtra,,9189-Refrigerator Requirement for Project Ganesha_Pune,0,11484.38
40210054,10-Apr-2018,Deluxe Electrical Corporation,,10-Apr-2018,11328,Material Readiness: Delayed,Closed,11328,No,Maharashtra,,17799-Quote required for safety items,0,1728
40210055,04-Oct-2018,W. W. Grainger Inc.,,04-Oct-2018,9671.8,Material Readiness: Delayed,Closed,9671.8,No,Maharashtra,,18698-Fwd: Requirement of Vbelt,0,0
40210056,10-Apr-2018,Energy Trade,,10-Apr-2018,11932,Material Readiness: Delayed,Closed,11932,No,Maharashtra,,18828-FLP electrical fitting,0,2032
40210057,04-Oct-2018,NuWave Technologies Inc.,,04-Oct-2018,16251.91,Material Readiness: Delayed,Closed,16251.91,No,Maharashtra,,18290-Fwd: Request For Quotation - Firing Card Of SSR,0,0
40210058,11-Apr-2018,Ruchit Enterprise,,11-Apr-2018,22608.8,Material Readiness: Delayed,Open,22608.8,No,Maharashtra,,18600-Fwd: Quotation required for CP 9285,0,3448.8
40210059,12-Apr-2018,Divine Engineering,,12-Apr-2018,8673,Material Readiness: Delayed,Closed,8673,No,Maharashtra,,18896-RFQ. Kurkumbh PPE,0,1323
40210060,12-Apr-2018,Lalita Furniture,,12-Apr-2018,26668,Material Readiness: Delayed,Closed,26668,No,Maharashtra,,18896-RFQ. Kurkumbh PPE,0,4068
40210061,12-Apr-2018,Flameproof Instrumentation,,12-Apr-2018,5428,Material Readiness: Delayed,Closed,5428,No,Maharashtra,,18896-RFQ. Kurkumbh PPE,0,828
40210062,12-Apr-2018,Birla Associates,,12-Apr-2018,23600,Material Readiness: Delayed,Closed,23600,No,Maharashtra,,19325-Fwd: RFQ : MPR/MAT/00047,0,3600
40210063,12-Apr-2018,Kiran Diamond Tools,,12-Apr-2018,277064,Material Readiness: Delayed,Closed,277064,No,Maharashtra,,18261-Torque Wrenches RFQ,0,42264
40210064,12-Apr-2018,Valisons and Co.,,12-Apr-2018,4248,Material Readiness: Delayed,Closed,4248,No,Maharashtra,,19326-Fwd: RFQ - Drill Machine,0,648
40210065,12-Apr-2018,Delta Flow,,26-Apr-2018,384220.15,Material Readiness: Delayed,Closed,384220.15,No,Maharashtra,,19191-RFQ: Supply of +GF+ make Pvdf fittings_Kurkumbh,0,58912.82
40210066,12-Apr-2018,Jay Malhar Refrigeration,,12-Apr-2018,25606,Material Readiness: Delayed,Closed,25606,No,Maharashtra,,19241-Fwd: Need Quote AC piping work,0,3906
40210067,12-Apr-2018,Galaxy Tools and Hardwares,,12-Apr-2018,62464.73,Material Readiness: Delayed,Closed,62464.73,No,Maharashtra,,19357-Fwd: Urgent! Insulated tools RFQ,0,9528.53
40210068,12-Apr-2018,Aashapoora Traders,,12-Apr-2018,2596,Material Readiness: Delayed,Closed,2596,No,Maharashtra,,18751-Fwd: RE: Requirement of dustbin,0,396
40210069,12-Apr-2018,Sanjay Hydraulik Pvt. Ltd.,,12-Apr-2018,8411.04,Material Readiness: Delayed,Open,8411.04,No,Maharashtra,,19343-CAP000061: RFQ,0,1283.04
40210070,12-Apr-2018,Giri Steel Furniture,,12-Apr-2018,185835.84,Material Readiness: Delayed,Open,185835.84,No,Maharashtra,,17624-Quotation for Industrial Locker,0,28347.84
40210071,13-Apr-2018,Honeywell Automation India Ltd,,13-Apr-2018,300900,Supplier PI delayed,Closed,300900,No,Maharashtra,,10063-Quotation for Filter Element of Gortor Cocon 26,0,45900
40210072,13-Apr-2018,Century Pharmaceuticals Ltd.,,13-Apr-2018,23836,Supplier PI delayed,Closed,23836,No,Maharashtra,,19323-Requirement for Clarithromycin,0,3636
40210073,13-Apr-2018,SN Fluid Tech Systems,,13-Apr-2018,12095,Supplier PI delayed,Open,12095,No,Maharashtra,,17721 - Open PO,0,1845
40210074,13-Apr-2018,Vitronics (India),,13-Apr-2018,2671126.48,Supplier PI delayed,Closed,2671126.48,No,Maharashtra,,17546-Costing for the items in the enclosed Attachment,0,407459.98
40210075,13-Apr-2018,Effectech Gases Pvt. Ltd.,,13-Apr-2018,14632,Supplier PI delayed,Closed,14632,No,Maharashtra,,99998 - Open PO,0,2232
40210076,13-Apr-2018,Ameya Industrial Suppliers Pvt. Ltd.,,13-Apr-2018,6785,Supplier PI delayed,Closed,6785,No,Maharashtra,,19340-Inquiry of 3M Tapes,0,1035
40210077,13-Apr-2018,Valisons and Co.,,13-Apr-2018,660.8,Supplier PI delayed,Closed,660.8,No,Maharashtra,,18913-IDMC Kit,0,100.8
40210078,16-Apr-2018,WorldPack Automation Systems Pvt. Ltd.,,16-Apr-2018,23512.68,Supplier PI delayed,Closed,23512.68,No,Maharashtra,,19221-Fwd: FW: [EXT] Spare Quotation - Henkel,0,3586.68
40210079,16-Apr-2018,Zodiac Aerospace Services Middle East,,16-Apr-2018,179665.28,Supplier PO Created,Closed,179665.28,No,Maharashtra,,18470-RFQ for Aviation Life Jacket,0,0
