#,Date,Customer,Remarks,Due Date,Branch,Document Total (FC),Document Total (SC),Document Status,Canceled,Document Total,Project,Inside Sales Owner,Cancelation Date,Original Ref. No.,Tax Amount (SC)
104000001,01-Apr-2019,GHCL Ltd.,Based On Sales Quotations 10003.,10-Apr-2019,Gujarat,0,50086.4,Closed,No,50086.4,32826,Kaushal Patel,10-May-2019,,5366.4
102000222,27-Apr-2019,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 10699.,01-May-2019,Maharashtra,0,35158.1,Open,No,35158.1,34047,Rahul Sonawane,31-May-2019,,5363.1
102000221,27-Apr-2019,Eaton India Innovation Center LLP,Based On Sales Quotations 10688.,10-Jun-2019,Maharashtra,0,15980,Open,No,15980,34039,Shadab Shaikh,10-Jul-2019,,0
102000220,27-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10691.,30-Apr-2019,Maharashtra,0,488.67,Open,No,488.67,34007,Supriya Govalkar,30-May-2019,,74.54
102000219,27-Apr-2019,Sulzer Pumps India Pvt. Ltd.,Based On Sales Quotations 10689.,16-May-2019,Maharashtra,0,11.8,Closed,No,11.8,33181,Mustafa Kanchwala,15-Jun-2019,,1.8
102000218,26-Apr-2019,Sri Lakshmi Enterprises,Based On Sales Quotations 10637.,20-May-2019,Maharashtra,0,23600,Open,No,23600,33983,Prathamesh Saigaonkar,19-Jun-2019,,3600
102000217,26-Apr-2019,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 10648.,14-May-2019,Maharashtra,0,59640,Open,No,59640,34001,Kartik Pai,13-Jun-2019,,2840
102000216,26-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10345.,03-May-2019,Maharashtra,0,15511.36,Open,No,15511.36,33599,Supriya Govalkar,02-Jun-2019,,2366.14
102000215,26-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10651.,08-May-2019,Maharashtra,0,43140.54,Open,No,43140.54,33902,Sanjeev Shukla,07-Jun-2019,,6580.76
102000214,26-Apr-2019,GlaxoSmithKline Consumer Healthcare Ltd.,Based On Sales Quotations 10621.,10-Jun-2019,Maharashtra,0,56746.2,Open,No,56746.2,33011,Deepa Gade,10-Jul-2019,,8656.2
102000213,25-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10261.,30-Apr-2019,Maharashtra,0,61483.9,Open,No,61483.9,33131,Husna Khan,30-May-2019,,9378.9
102000212,25-Apr-2019,Procter & Gamble Hygiene and Health Care Ltd,Based On Sales Quotations 10631.,16-Aug-2019,Maharashtra,0,122720,Open,No,122720,33981,Sanjeev Shukla,15-Sep-2019,,18720
102000211,25-Apr-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10630.,25-Apr-2019,Maharashtra,0,4877.11,Closed,No,4877.11,31783,Vishal Gajera,25-May-2019,,743.97
102000210,25-Apr-2019,Gillette India Ltd.,Based On Sales Quotations 10634.,04-May-2019,Maharashtra,0,2874.4,Open,No,2874.4,33978,Sanjeev Shukla,03-Jun-2019,,438.47
102000209,25-Apr-2019,IAC International Automotive India Pvt. Ltd.,Based On Sales Quotations 10589.,04-May-2019,Maharashtra,0,117705,Open,No,117705,33922,Pravin Shinde,03-Jun-2019,,17955
102000208,25-Apr-2019,Department of Atomic Energy,Based On Sales Quotations 10628.,24-May-2019,Maharashtra,0,160008,Open,No,160008,31206,Malhar Pathare,23-Jun-2019,,24408
102000207,25-Apr-2019,GAIL India Ltd.,Based On Sales Quotations 10620.,09-May-2019,Maharashtra,0,82600,Open,No,82600,33298,Mithun Trisule,08-Jun-2019,,12600
102000206,25-Apr-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10618.,19-Apr-2019,Maharashtra,0,167499.26,Closed,No,167499.26,31262,Vishal Gajera,19-May-2019,,25550.74
102000205,25-Apr-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 10624.,29-Apr-2019,Maharashtra,0,36310.54,Closed,No,36310.54,33965,Mrunal Malkar,29-May-2019,,4984.24
102000204,25-Apr-2019,Daulatram Engg. Services Pvt. Ltd.,Based On Sales Quotations 10481.,15-May-2019,Maharashtra,0,108207.18,Open,No,108207.18,33783,Arul Patwardhan,14-Jun-2019,,16506.18
102000203,25-Apr-2019,GE Global Sourcing India Pvt Ltd,Based On Sales Quotations 10615.,09-May-2019,Maharashtra,0,4488.75,Closed,No,4488.75,33966,Neha Mundhe,08-Jun-2019,,213.75
102000202,25-Apr-2019,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 10259.,27-May-2019,Maharashtra,0,79831.72,Open,No,79831.72,33140,Sarika Tanawade,26-Jun-2019,,12177.72
102000201,25-Apr-2019,Cargill India Pvt. Ltd.,Based On Sales Quotations 10608.,25-Apr-2019,Maharashtra,0,22509.68,Open,No,22509.68,33479,Rahul Sonawane,25-May-2019,,3433.68
102000200,24-Apr-2019,GE T and D India Ltd.,Based On Sales Quotations 10601.,30-Apr-2019,Maharashtra,0,53966.12,Open,No,53966.12,33936,Neha Mundhe,30-May-2019,,8232.12
102000199,24-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10433.,30-Apr-2019,Maharashtra,0,205570.86,Open,No,205570.86,33723,Husna Khan,30-May-2019,,31358.26
102000198,24-Apr-2019,Cummins India Ltd.,Based On Sales Quotations 10594.,30-Jun-2019,Maharashtra,0,450052,Open,No,450052,33087,Pravin Shinde,30-Jul-2019,,68652
102000197,23-Apr-2019,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 10578.,30-Apr-2019,Maharashtra,0,1260,Open,No,1260,33903,Sajida Sayyed,30-May-2019,,60
102000196,24-Apr-2019,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 10592.,09-May-2019,Maharashtra,0,29925,Open,No,29925,33921,Kartik Pai,08-Jun-2019,,1425
102000195,24-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10595.,01-May-2019,Maharashtra,0,4219.8,Closed,No,4219.8,33928,Supriya Govalkar,31-May-2019,,643.7
102000194,24-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10590.,01-May-2019,Maharashtra,0,3040.68,Open,No,3040.68,33923,Supriya Govalkar,31-May-2019,,463.83
102000193,24-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10570.,26-Apr-2019,Maharashtra,0,54494.89,Open,No,54494.89,33861,Husna Khan,26-May-2019,,8312.78
102000192,23-Apr-2019,Supermax personal Care Pvt. Ltd.,Based On Sales Quotations 10088.,22-May-2019,Maharashtra,0,77088.22,Open,No,77088.22,33108,Vasanthi Jagannathan,21-Jun-2019,,11759.22
102000191,23-Apr-2019,Colgate-Palmolive India Ltd.,Based On Sales Quotations 10582.,25-Apr-2019,Maharashtra,0,6398.03,Open,No,6398.03,33508,Anand Negi,25-May-2019,,975.97
102000190,23-Apr-2019,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 10577.,30-Apr-2019,Maharashtra,0,630,Open,No,630,33898,Sajida Sayyed,30-May-2019,,30
102000189,23-Apr-2019,Gillette India Ltd.,Based On Sales Quotations 10569.,06-May-2019,Maharashtra,0,587.55,Closed,No,587.55,33888,Sanjeev Shukla,05-Jun-2019,,89.63
102000188,23-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10572.,17-May-2019,Maharashtra,0,4847.44,Closed,No,4847.44,33890,Sanjeev Shukla,16-Jun-2019,,739.44
102000187,23-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10566.,16-May-2019,Maharashtra,0,15678.71,Open,No,15678.71,33880,Sanjeev Shukla,15-Jun-2019,,2391.67
102000186,23-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10528.,07-May-2019,Maharashtra,0,5641.16,Open,No,5641.16,33809,Sanjeev Shukla,06-Jun-2019,,860.52
102000185,23-Apr-2019,Eaton India Innovation Center LLP,Based On Sales Quotations 10303.,30-Apr-2019,Maharashtra,0,11290,Open,No,11290,33552,Shadab Shaikh,30-May-2019,,0
102000184,23-Apr-2019,Eaton India Innovation Center LLP,Based On Sales Quotations 10406.,28-May-2019,Maharashtra,0,33566,Open,No,33566,33623,Shadab Shaikh,27-Jun-2019,,0
102000183,23-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10575.,14-May-2019,Maharashtra,0,4834.98,Closed,No,4834.98,33886,Sanjeev Shukla,13-Jun-2019,,737.54
102000182,23-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10538.,04-May-2019,Maharashtra,0,43608.08,Open,No,43608.08,33583,Husna Khan,03-Jun-2019,,6652.08
102000181,22-Apr-2019,Sulzer Pumps India Pvt. Ltd.,Based On Sales Quotations 10550.,16-May-2019,Maharashtra,0,2105.42,Closed,No,2105.42,33181,Mustafa Kanchwala,15-Jun-2019,,318.42
102000180,22-Apr-2019,GIA India Laboratory Pvt. Ltd.,Based On Sales Quotations 10146.,27-Apr-2019,Maharashtra,0,6136,Open,No,6136,33354,Mustafa Kanchwala,27-May-2019,,936
102000179,22-Apr-2019,Survival Systems India,Based On Sales Quotations 10552.,31-Mar-2019,Maharashtra,0,433619.32,Open,No,433619.32,30029,Ghousuddin Shaikh,30-Apr-2019,,66145.32
102000178,20-Apr-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 10365.,20-Apr-2019,Maharashtra,0,4602.68,Closed,No,4602.68,33621,Dipali Ghanvat,20-May-2019,,538.68
102000177,18-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7141.,25-Apr-2019,Maharashtra,0,70613.62,Closed,No,70613.62,33062,Husna Khan,25-May-2019,,10771.58
102000176,19-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 6181.,20-May-2019,Maharashtra,0,127064.48,Open,No,127064.48,32015,Husna Khan,19-Jun-2019,,19382.72
102000175,19-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10508.,29-Apr-2019,Maharashtra,0,48945.81,Closed,No,48945.81,33805,Sanjeev Shukla,29-May-2019,,7466.31
102000174,19-Apr-2019,CG Power and Industrial Solutions Ltd.,Based On Sales Quotations 10504.,30-Jul-2019,Maharashtra,0,42665.32,Open,No,42665.32,33037,Deepa Gade,29-Aug-2019,,5791.32
102000173,19-Apr-2019,Reliance Industries Ltd.,Based On Sales Quotations 10511.,24-Apr-2019,Maharashtra,0,107004.8,Open,No,107004.8,33757,Mitesh Mandaliya,24-May-2019,,11464.8
102000172,19-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10500.,25-Apr-2019,Maharashtra,0,15391.31,Open,No,15391.31,33798,Supriya Govalkar,25-May-2019,,2347.83
102000171,19-Apr-2019,IAC International Automotive India Pvt. Ltd.,Based On Sales Quotations 10501.,24-Apr-2019,Maharashtra,0,5310,Open,No,5310,32339,Pravin Shinde,24-May-2019,,810
102000170,19-Apr-2019,CG Power and Industrial Solutions Ltd.,Based On Sales Quotations 10204.,30-Jul-2019,Maharashtra,0,8496,Open,No,8496,33252,Vasanthi Jagannathan,29-Aug-2019,,1296
102000169,19-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10486.,23-Apr-2019,Maharashtra,0,38581.28,Closed,No,38581.28,33761,Sanjeev Shukla,23-May-2019,,5885.28
102000168,12-Apr-2019,Dolphin Offshore Enterprises india ltd,Based On Sales Quotations 10485.,17-Apr-2019,Maharashtra,0,4360548.4,Open,No,4360548.4,33462,Vijay Manjrekar,17-May-2019,,625865.74
102000167,19-Apr-2019,Daulatram Engg. Services Pvt. Ltd.,Based On Sales Quotations 10469.,22-Apr-2019,Maharashtra,0,5569.2,Closed,No,5569.2,33753,Arul Patwardhan,22-May-2019,,265.2
102000166,18-Apr-2019,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 10475.,26-Apr-2019,Maharashtra,0,657549.1,Open,No,657549.1,33538,Ghousuddin Shaikh,26-May-2019,,100304.1
102000165,18-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10467.,09-May-2019,Maharashtra,0,41247.55,Open,No,41247.55,33679,Supriya Govalkar,08-Jun-2019,,6292
102000164,18-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10463.,01-May-2019,Maharashtra,0,61360,Open,No,61360,33765,Husna Khan,31-May-2019,,9360
102000163,18-Apr-2019,Oerlikon Balzers Coating India Pvt. Ltd.,Based On Sales Quotations 10309.,18-Apr-2019,Maharashtra,0,5837.3,Closed,No,5837.3,33558,Supriya Govalkar,18-May-2019,,321.3
102000162,18-Apr-2019,Johnson Matthey Chemicals India Pvt. Ltd.,Based On Sales Quotations 10213.,01-Jun-2019,Maharashtra,0,12927.38,Closed,No,12927.38,33430,Vasanthi Jagannathan,01-Jul-2019,,1971.98
102000161,18-Apr-2019,Duroshox Pvt. Ltd.,Based On Sales Quotations 10461.,20-Apr-2019,Maharashtra,0,28438,Open,No,28438,33762,Pravin Shinde,20-May-2019,,4338
102000160,17-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10440.,13-May-2019,Maharashtra,0,95795.69,Closed,No,95795.69,30894,Supriya Govalkar,12-Jun-2019,,14612.9
102000159,18-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10458.,04-May-2019,Maharashtra,0,113.23,Closed,No,113.23,33680,Sanjeev Shukla,03-Jun-2019,,17.27
102000158,17-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10443.,06-May-2019,Maharashtra,0,14844.35,Closed,No,14844.35,33744,Sanjeev Shukla,05-Jun-2019,,2264.39
102000157,17-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10438.,18-Apr-2019,Maharashtra,0,290.23,Closed,No,290.23,33734,Sanjeev Shukla,18-May-2019,,44.27
102000156,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10442.,30-Apr-2019,Maharashtra,0,345828,Open,No,345828,33741,Aditya Andankar,30-May-2019,,37053
102000155,17-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10300.,30-Apr-2019,Maharashtra,0,479014.63,Open,No,479014.63,33545,Supriya Govalkar,30-May-2019,,73070.03
102000154,17-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10454.,07-Apr-2019,Maharashtra,0,4720.38,Closed,No,4720.38,33749,Sanjeev Shukla,07-May-2019,,720.06
102000153,17-Apr-2019,MS Technosys,Based On Sales Quotations 10435.,10-Apr-2019,Maharashtra,0,25016,Open,No,25016,32722,Dipali Ghanvat,10-May-2019,,3816
102000152,17-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10399.,04-May-2019,Maharashtra,0,20818.79,Open,No,20818.79,33680,Sanjeev Shukla,03-Jun-2019,,3175.75
102000151,16-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 7285.,19-Apr-2019,Maharashtra,0,94206.48,Open,No,94206.48,28804,Supriya Govalkar,19-May-2019,,14370.48
102000150,16-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10396.,30-Apr-2019,Maharashtra,0,27786.96,Open,No,27786.96,32092,Supriya Govalkar,30-May-2019,,4238.7
102000149,16-Apr-2019,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,Based On Sales Quotations 10398.,31-May-2019,Maharashtra,0,200988.7,Open,No,200988.7,30629,Mayur Salunke,30-Jun-2019,,30659.29
102000148,17-Apr-2019,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 10427.,04-May-2019,Maharashtra,0,124186.3,Open,No,124186.3,33630,Kartik Pai,03-Jun-2019,,15776.3
102000147,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10115.,03-May-2019,Maharashtra,0,9117.06,Closed,No,9117.06,33290,Husna Khan,02-Jun-2019,,1390.74
102000146,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10395.,30-Apr-2019,Maharashtra,0,96205.4,Open,No,96205.4,33663,Aditya Andankar,30-May-2019,,14675.4
102000145,16-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10404.,28-Apr-2019,Maharashtra,0,41074.93,Open,No,41074.93,33669,Sanjeev Shukla,28-May-2019,,6265.67
102000144,16-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10402.,28-Apr-2019,Maharashtra,0,4590.13,Closed,No,4590.13,33673,Sanjeev Shukla,28-May-2019,,700.19
102000143,16-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10400.,21-Apr-2019,Maharashtra,0,1651.01,Open,No,1651.01,33678,Sanjeev Shukla,21-May-2019,,251.85
102000142,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10226.,19-Apr-2019,Maharashtra,0,136631.58,Closed,No,136631.58,33319,Husna Khan,19-May-2019,,20842.1
102000141,17-Apr-2019,Huntsman International India Pvt Ltd,Based On Sales Quotations 10386.,24-Apr-2019,Maharashtra,0,22077.42,Open,No,22077.42,33254,Mayur Salunke,24-May-2019,,3367.74
102000140,17-Apr-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10429.,30-Apr-2019,Maharashtra,0,93035.04,Closed,No,93035.04,32772,Vishal Gajera,30-May-2019,,14191.79
102000139,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7143.,15-May-2019,Maharashtra,0,18678.08,Open,No,18678.08,33129,Husna Khan,14-Jun-2019,,2849.2
102000138,17-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 7017.,19-Apr-2019,Maharashtra,0,41362.11,Open,No,41362.11,32880,Husna Khan,19-May-2019,,6309.48
102000137,17-Apr-2019,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 10420.,20-Apr-2019,Maharashtra,0,35867,Closed,No,35867,33701,Ghousuddin Shaikh,20-May-2019,,7717
102000136,17-Apr-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 10424.,24-Apr-2019,Maharashtra,0,31080,Closed,No,31080,33042,Mrunal Malkar,24-May-2019,,0
102000135,16-Apr-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 10411.,26-Apr-2019,Maharashtra,0,32651.73,Closed,No,32651.73,33671,Mrunal Malkar,26-May-2019,,4980.78
102000134,16-Apr-2019,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 10394.,29-Apr-2019,Maharashtra,0,283343.2,Open,No,283343.2,33171,Kartik Pai,29-May-2019,,30358.2
102000133,16-Apr-2019,HPCL Mittal Energy Ltd.,Based On Sales Quotations 10061.,03-Jul-2019,Maharashtra,0,13570,Open,No,13570,31680,Mithun Trisule,02-Aug-2019,,2070
102000132,16-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10239.,18-Apr-2019,Maharashtra,0,7856.56,Closed,No,7856.56,33463,Supriya Govalkar,18-May-2019,,1198.46
102000131,16-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10205.,10-May-2019,Maharashtra,0,513939.93,Open,No,513939.93,33350,Supriya Govalkar,09-Jun-2019,,78397.62
102000130,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10383.,05-May-2019,Maharashtra,0,246507.9,Open,No,246507.9,33305,Aditya Andankar,04-Jun-2019,,37602.9
102000129,16-Apr-2019,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 10248.,29-Apr-2019,Maharashtra,0,25280.88,Open,No,25280.88,33359,Sarika Tanawade,29-May-2019,,3856.4
102000128,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10362.,02-May-2019,Maharashtra,0,26880,Closed,No,26880,33555,Husna Khan,01-Jun-2019,,2880
102000127,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10382.,02-May-2019,Maharashtra,0,4533.56,Open,No,4533.56,32407,Husna Khan,01-Jun-2019,,691.56
102000126,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10052.,16-May-2019,Maharashtra,0,56425.24,Open,No,56425.24,33192,Husna Khan,15-Jun-2019,,8607.24
102000125,16-Apr-2019,Cargill India Pvt. Ltd.,Based On Sales Quotations 10364.,25-Apr-2019,Maharashtra,0,22509.68,Open,No,22509.68,33479,Rahul Sonawane,25-May-2019,,3433.68
102000124,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10054.,08-May-2019,Maharashtra,0,24841.36,Open,No,24841.36,33197,Husna Khan,07-Jun-2019,,3789.36
102000123,16-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10074.,02-May-2019,Maharashtra,0,9781.02,Open,No,9781.02,33232,Husna Khan,01-Jun-2019,,1492.02
102000122,16-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10377.,30-Apr-2019,Maharashtra,0,15820.26,Open,No,15820.26,33634,Supriya Govalkar,30-May-2019,,2413.26
102000121,15-Apr-2019,IAC International Automotive India Pvt. Ltd.,Based On Sales Quotations 10363.,18-Apr-2019,Maharashtra,0,29106,Closed,No,29106,32144,Pravin Shinde,18-May-2019,,1386
102000120,15-Apr-2019,GlaxoSmithKline Consumer Healthcare Ltd.,Based On Sales Quotations 10140.,01-May-2019,Maharashtra,0,51017.3,Closed,No,51017.3,32924,Deepa Gade,31-May-2019,,7782.3
102000119,15-Apr-2019,Ashirvad Pipes Pvt. Ltd.,Based On Sales Quotations 10358.,06-May-2019,Maharashtra,0,8254.1,Open,No,8254.1,33609,Mayur Salunke,05-Jun-2019,,1259.1
102000118,15-Apr-2019,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 10352.,22-Apr-2019,Maharashtra,0,10620,Open,No,10620,25338,Neha Mundhe,22-May-2019,,1620
102000117,12-Apr-2019,Piramal Enterprises Ltd.,Based On Sales Quotations 10341.,18-Apr-2019,Maharashtra,0,23284.8,Closed,No,23284.8,33497,Mrunal Malkar,18-May-2019,,3189.16
102000116,15-Apr-2019,MNR Marketing LLP,Based On Sales Quotations 10361.,15-Apr-2019,Maharashtra,0,1823808,Open,No,1823808,33618,Vijay Manjrekar,15-May-2019,,278208
102000115,15-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10353.,17-Apr-2019,Maharashtra,0,10433.68,Closed,No,10433.68,32948,Husna Khan,17-May-2019,,1591.56
102000114,15-Apr-2019,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 10355.,27-May-2019,Maharashtra,0,154645.54,Open,No,154645.54,33607,Sarika Tanawade,26-Jun-2019,,23590
102000113,15-Apr-2019,KV Fire Chemicals (India) Pvt. Ltd.,Based On Sales Quotations 10325.,19-Apr-2019,Maharashtra,0,13312,Closed,No,13312,33570,Mitesh Mandaliya,19-May-2019,,2912
102000112,12-Apr-2019,Reliance Corporate IT Park Ltd.,Based On Sales Quotations 6878.,31-Jul-2019,Maharashtra,0,37760,Closed,No,37760,32861,Mitesh Mandaliya,30-Aug-2019,,5760
102000111,12-Apr-2019,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 10339.,16-Apr-2019,Maharashtra,0,33947,Closed,Yes,33947,32823,Ghousuddin Shaikh,16-May-2019,,7297
102000110,12-Apr-2019,Dolphin Offshore Enterprises india ltd,Based On Sales Quotations 10349.,12-Apr-2019,Maharashtra,0,2551363.68,Open,No,2551363.68,33462,Vijay Manjrekar,12-May-2019,,388501.26
102000109,12-Apr-2019,ABB India Ltd.,Based On Sales Quotations 10315.,25-Apr-2019,Maharashtra,0,27501.25,Closed,No,27501.25,33416,Mayur Salunke,25-May-2019,,4195.11
102000108,12-Apr-2019,POSCO-Maharashtra Steel Pvt. Ltd.,Based On Sales Quotations 10152.,10-Jul-2019,Maharashtra,0,391639.98,Open,No,391639.98,32766,Mitesh Mandaliya,09-Aug-2019,,58639.98
102000107,12-Apr-2019,Cargill India Pvt. Ltd.,Based On Sales Quotations 10092.,17-May-2019,Maharashtra,0,484508,Closed,No,484508,32452,Rahul Sonawane,16-Jun-2019,,73908
102000106,12-Apr-2019,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 10337.,30-Apr-2019,Maharashtra,0,75673.92,Closed,No,75673.92,33585,Husna Khan,30-May-2019,,11543.48
102000105,12-Apr-2019,Cargill India Pvt. Ltd.,Based On Sales Quotations 10343.,26-Apr-2019,Maharashtra,0,30680,Open,No,30680,33584,Rahul Sonawane,26-May-2019,,4680
102000104,12-Apr-2019,Procter & Gamble Home Products Pvt. Ltd.,Based On Sales Quotations 10342.,29-Apr-2019,Maharashtra,0,727.64,Closed,No,727.64,33593,Sanjeev Shukla,29-May-2019,,111
102000103,12-Apr-2019,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 10302.,14-Apr-2019,Maharashtra,0,33947,Closed,Yes,33947,32823,Ghousuddin Shaikh,14-May-2019,,7297
102000102,12-Apr-2019,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 10110.,24-Apr-2019,Maharashtra,0,48265.4,Closed,No,48265.4,33321,Supriya Govalkar,24-May-2019,,7362.52
